symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6849.08,USD,0.54,36.48,6850.86,6819.75,Strong buy
IXIC,US Composite Index,23365.68,USD,0.65,150.99,23365.79,23250.51,Strong buy
DJI,Dow Jones Industrial Average Index,47716.43,USD,0.61,289.3,47750.77,47475.61,Strong buy
VIX,CBOE Volatility Index,16.35,,-5.0,-0.86,18.52,15.78,Sell
TSX,S&P/TSX Composite index,31382.78,CAD,0.6,186.07,31411.01,31151.65,Buy
UKX,UK 100 INDEX,9720.52,GBP,0.27,26.58,9740.24,9693.95,Buy
DAX,DAX Index,23836.79,EUR,0.29,68.83,23883.98,23720.56,Buy
PX1,CAC 40 Index,8122.71,EUR,0.29,23.24,8132.17,8084.23,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,43357.02,EUR,0.32,137.16,43393.52,43104.25,Buy
NI225,Japan 225 Index,50253.86,JPY,0.18,88.67,50258.25,49989.54,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),3926.6,KRW,-1.51,-60.32,3995.3,3921.89,Neutral
000001,SSE Composite Index,3888.5962,CNY,0.34,13.3368,3888.8885,3856.25,Sell
399001,Shenzhen Component Index,12984.0808,CNY,0.85,108.8859,13000.0653,12834.0845,Neutral
HSI,Hang Seng Index,25858.89,HKD,-0.34,-87.04,26011.06,25807.55,Sell
STI,STRAITS TIMES INDEX,4523.97,SGD,0.32,14.62,4534.71,4523.87,Strong buy
XJO,S&P/ASX 200 Index,8614.1,AUD,-0.04,-3.2,8633.4,8588.8,Sell
NZ50G,S&P/NZX 50 Gross Index,13489.15,NZD,0.42,56.95,13548.51,13421.09,Buy
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1604.47,MYR,-0.8,-12.99,1617.26,1597.68,Sell
COMPOSITE,IDX Composite Index,8508.706,IDR,-0.43,-37.159,8572.359,8495.205,Buy
SX5E,STOXX 50,5668.18,EUR,0.27,15.02,5676.82,5641.33,Buy
IBC,IBEX 35 Index,16371.6,EUR,0.06,9.8,16399.3,16301.5,Buy
SMI,Swiss Market Index,12833.96,CHF,0.02,2.91,12854.28,12799.79,Buy
WIG20,WIG20 Index,3001.96,PLN,0.31,9.18,3008.87,2970.35,Buy
AEX,AEX-Index,943.37,EUR,0.38,3.54,945.09,938.68,Neutral
BEL20,BEL 20 Index,5036.86,EUR,-0.05,-2.54,5051.44,5025.35,Buy
OMXH25,OMX Helsinki 25 Index,5430.267,EUR,-0.1,-5.3711,5445.034,5420.5645,Buy
OMXS30,OMX Stockholm 30 Index,2787.7692,SEK,-0.06,-1.6713,2794.4902,2782.2312,Buy
OMXC25,OMX Copenhagen 25 Index,1746.5043,DKK,0.14,2.5049,1749.5989,1738.5698,Strong buy
BELEX15,BELEX 15 Index,1243.89,RSD,0.16,2.02,1244.61,1241.72,Strong buy
OMXRGI,OMX Riga Gross Index,924.1629,EUR,0.03,0.2794,924.3816,921.7549,Buy
OMXTGI,OMX Tallinn Gross Index,1945.6514,EUR,-0.38,-7.4226,1958.7617,1940.2855,Buy
OMXVGI,OMX Vilnius Gross Index,1280.4321,EUR,0.08,1.0342,1281.5851,1276.6212,Strong buy
XU100,BIST 100 Index,10898.7,TRY,-0.43,-46.79,10953.01,10879.6,Strong buy
TA35,TA-35 Index,3390.77,ILS,0.49,16.47,3391.76,3356.51,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,103256.8,ZAR,0.36,373.98,104124.0,102754.94,Buy
NIFTY,Nifty 50 Index,26202.95,INR,-0.05,-12.6,26280.75,26172.4,Buy
SENSEX,S&P BSE SENSEX Index,85706.67,INR,-0.02,-13.71,85969.89,85577.82,Buy
DFMGI,DFM General Index,5836.89,AED,0.37,21.65,5840.53,5812.47,Sell
TASI,Tadawul All Shares Index,10640.65,SAR,0.05,5.27,10688.33,10612.08,Sell
GNRI,QE Index,10644.73,QAR,-0.42,-44.67,10724.4,10642.71,Sell
EGX30,EGX 30 Index,40039.2,EGP,1.27,502.0,40079.0,39536.7,Buy
I,IBOV Bovespa Index,159072.13,BRL,0.45,712.37,159689.03,158077.66,Buy
ME,S&P/BMV IPC Index,63543.06,MXN,1.35,848.33,63876.43,62577.94,Strong buy
IMV,S&P MERVAL Index,3026469.38,ARS,0.21,6450.04,3079257.18,3014845.23,Buy
ICAP,MSCI COLCAP Index,2073.28,COP,1.05,21.63,2073.28,2050.8,Strong buy
SP_IPSA,S&P IPSA Index,10128.58,CLP,0.5,50.45,10130.65,10064.16,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,38978.53,PEN,1.2,460.82,38978.53,38485.46,Strong buy
BUX,Budapest Stock Exchange Index,109453.39,HUF,0.07,74.15,110299.74,109236.98,Buy
GD,ATHEX Composite Index,2083.15,EUR,-0.79,-16.65,2101.18,2082.87,Buy
BET,Bucharest Exchange Trading Index,22842.86,RON,-0.08,-17.56,22961.62,22842.86,Buy
IDX30,IDX 30 Index,435.914,IDR,-0.87,-3.825,441.104,435.493,Sell
HK33HKD,Hong Kong 33,26054.0,HKD,0.4,104.5,26095.0,25826.0,Neutral
SSMI,Swiss Market Index,12833.95,CHF,0.02,2.89,12854.28,12799.79,Buy
DEU40,GERMAN STOCK INDEX (DAX),23836.8,EUR,0.29,68.83,23883.98,23720.56,Buy
XAU,PHLX Gold/Silver Sector,324.58,USD,2.44,7.72,324.93,318.56,Strong buy
AEX,AEX,943.38,EUR,0.38,3.54,945.09,938.68,Neutral
US30USD,US Wall St 30,47702.0,USD,0.55,262.0,47757.0,47444.0,Strong buy
CAC40,CAC 40,8122.72,EUR,0.29,23.24,8132.17,8084.23,Strong buy
XAX,NYSE American Composite Index,7469.9705,USD,0.89,65.8453,7517.2153,7404.1252,Strong buy
OSX,PHLX Oil Service Sector,72.19,USD,1.45,1.03,72.53,70.96,Strong buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,301.49,USD,1.22,3.64,301.49,301.49,Buy
VIX,VOLATILITY S&P 500,16.34,USD,-5.11,-0.88,18.52,15.78,Sell
NYA,NYSE Composite Index,21824.6704,USD,0.51,111.5422,21854.7924,21713.1282,Strong buy
DE30EUR,Germany 30,23837.6,EUR,0.24,57.6,23886.0,23713.5,Buy
HGX,PHLX Housing Sector,702.96,USD,0.29,2.06,703.86,699.39,Buy
IBEX35,IBEX 35,16371.59,EUR,0.06,9.8,16399.3,16301.5,Buy
UTY,PHLX Utility Sector,1125.03,USD,0.72,8.02,1125.81,1118.18,Strong buy
RUT,US Small Cap 2000 Index,2500.4342,USD,0.58,14.3181,2501.4623,2492.045,Buy
SXXP,STOXX 600,576.44,EUR,0.25,1.43,576.97,574.22,Buy
SOX,PHLX Semiconductor,7025.16,USD,1.82,125.7,7028.14,6907.8,Buy
RUA,US Small Cap 3000 Index,3888.1069,USD,0.56,21.6138,3889.2875,3871.4227,Strong buy
N100,Euronext 100 Index,1704.49,EUR,0.29,4.88,1705.98,1696.62,Buy
RUI,US Small Cap 1000 Index,3736.9294,USD,0.56,20.745,3738.0484,3720.6586,Strong buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,71.9046,USD,0.0,0.0,71.9046,71.9046,Sell
NL25EUR,Netherlands 25,942.4,EUR,0.36,3.425,945.925,938.725,Neutral
AU200AUD,Australia 200,8613.5,AUD,0.36,31.0,8630.5,8584.0,Sell
NZ50G,NZX 50 INDEX,13489.14,NZD,0.42,56.94,13548.51,13421.09,Buy
