symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7666.6,,0.46,35.13,7681.19,7633.62,Buy
IXIC,US Composite Index,26217.82,USD,0.45,118.04,26245.04,26062.68,Buy
DJI,Dow Jones Industrial Average,53061.95,,0.56,295.07,53227.5,52829.58,Neutral
VIX,CBOE Volatility Index,15.2,,-6.98,-1.14,16.82,15.12,Sell
TSX,S&P/TSX Composite index,36091.61,,0.74,265.88,36116.82,35902.97,Neutral
UKX,UK 100 INDEX,10756.44,GBP,-0.3,-32.85,10800.83,10713.09,Neutral
DAX,DAX Index,25839.33,,-0.5,-130.78,25924.21,25727.93,Sell
PX1,CAC 40 Index,8280.63,,-0.26,-21.22,8307.66,8237.92,Sell
FTMIB,MILANO ITALIA BORSA INDEX,51792.09,EUR,-0.24,-123.08,52072.32,51596.62,Sell
NI225,Japan 225 Index,64325.42,JPY,-2.85,-1889.7,65195.43,64215.47,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6562.73,KRW,-3.99,-273.08,6694.57,6558.3,Sell
000001,SSE Composite Index,3941.39,,-0.97,-38.5,3965.81,3932.25,Neutral
399001,Shenzhen Component Index,13611.55,,-1.88,-260.83,13732.18,13549.77,Strong sell
HSI,Hang Seng Index,25311.21,,-0.07,-18.52,25311.21,25008.87,Sell
STI,STRAITS TIMES INDEX,5744.11,SGD,0.59,33.73,5744.11,5699.59,Buy
XJO,S&P/ASX 200 Index,8978.4,,-0.97,-88.3,9066.7,8935.1,Sell
NZ50G,S&P/NZX 50 Gross Index,13937.47,,0.05,6.9,13954.23,13903.81,Buy
FBMKLCI,FBM KLCI,1708.74,,0.48,8.2,1709.71,1695.89,Sell
COMPOSITE,IDX Composite Index,6595.776,,-0.06,-4.167,6629.543,6561.003,Buy
SX5E,STOXX 50,6362.16,EUR,-0.11,-6.83,6375.83,6330.19,Neutral
IBC,IBEX 35 Index,19779.0,,-0.23,-45.0,19882.7,19739.3,Neutral
SMI,Swiss Market Index,14362.97,,0.2,28.18,14382.04,14253.0,Neutral
WIG20,WIG20 Index,4019.89,,0.4,15.95,4033.23,3981.19,Buy
AEX,AEX-Index,1103.67,,0.16,1.75,1103.77,1096.29,Neutral
BEL20,BEL 20 Index,5825.71,,-0.08,-4.58,5859.93,5801.54,Buy
OMXH25,OMX Helsinki 25 Index,6407.8433,,-0.38,-24.619,6453.1653,6387.7712,Buy
OMXS30,OMX Stockholm 30 Index,3245.6923,,-0.63,-20.7411,3259.8415,3224.7676,Sell
OMXC25,OMX Copenhagen 25 Index,1909.012,,0.58,11.0876,1911.7868,1890.8582,Buy
BELEX15,BELEX 15 Index,1376.28,,-0.02,-0.22,1376.4,1376.28,Strong buy
XU100,BIST 100 Index,14050.56,,-1.25,-178.45,14142.82,13876.66,Sell
