symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7109.13,USD,-0.24,-16.92,7122.65,7084.41,Buy
IXIC,US Composite Index,24404.38,USD,-0.26,-64.1,24435.92,24221.53,Buy
DJI,Dow Jones Industrial Average Index,49442.57,USD,-0.01,-4.87,49489.63,49245.6,Buy
VIX,CBOE Volatility Index,18.87,,7.95,1.39,19.99,18.77,Sell
TSX,S&P/TSX Composite index,34360.03,CAD,0.04,13.74,34371.89,34211.75,Buy
UKX,UK 100 INDEX,10609.09,GBP,-0.55,-58.54,10683.65,10583.17,Buy
DAX,DAX Index,24417.8,EUR,-1.15,-284.44,24497.38,24290.0,Buy
PX1,CAC 40 Index,8331.05,EUR,-1.12,-94.08,8356.81,8310.73,Buy
FTMIB,MILANO ITALIA BORSA INDEX,48207.01,EUR,-1.36,-662.41,48407.63,48094.18,Buy
NI225,Japan 225 Index,58824.67,JPY,0.6,348.77,59169.13,58687.96,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6219.1,KRW,0.44,27.17,6278.36,6176.75,Buy
000001,SSE Composite Index,4082.1271,CNY,0.76,30.7017,4083.1902,4051.685,Strong buy
399001,Shenzhen Component Index,14966.7468,CNY,0.55,81.3309,15006.9171,14845.9701,Buy
HSI,Hang Seng Index,26361.07,HKD,0.77,200.74,26411.69,26094.64,Buy
STI,STRAITS TIMES INDEX,5004.08,SGD,0.12,6.14,5012.59,4978.66,Buy
XJO,S&P/ASX 200 Index,8953.3,AUD,0.07,6.4,8955.0,8898.4,Buy
NZ50G,S&P/NZX 50 Gross Index,12915.45,NZD,0.08,9.78,12995.56,12872.69,Sell
FBMKLCI,FBM KLCI,1702.3,,0.42,7.09,1703.64,1689.0,Strong buy
COMPOSITE,IDX Composite Index,7594.111,IDR,-0.52,-39.893,7692.145,7570.425,Sell
SX5E,STOXX 50,5982.64,EUR,-1.24,-75.06,6002.18,5964.76,Buy
IBC,IBEX 35 Index,18260.9,EUR,-1.21,-223.6,18341.7,18197.4,Buy
SMI,Swiss Market Index,13284.22,CHF,-1.06,-142.5,13284.22,13200.18,Buy
WIG20,WIG20 Index,3666.86,PLN,-0.91,-33.74,3677.76,3651.63,Buy
AEX,AEX-Index,1021.96,EUR,-0.17,-1.72,1022.5,1017.2,Buy
BEL20,BEL 20 Index,5511.17,EUR,-1.09,-60.93,5533.78,5498.99,Buy
OMXH25,OMX Helsinki 25 Index,6296.7972,EUR,0.08,4.986,6313.9077,6262.1038,Buy
OMXS30,OMX Stockholm 30 Index,3153.1161,SEK,-0.91,-29.0117,3161.0961,3133.7288,Buy
OMXC25,OMX Copenhagen 25 Index,1772.0902,DKK,-0.8,-14.2304,1778.6904,1764.0626,Buy
BELEX15,BELEX 15 Index,1227.92,RSD,0.0,0.0,1227.92,1227.92,Neutral
OMXRGI,OMX Riga Gross Index,886.1132,EUR,-0.21,-1.9048,889.5332,883.3835,Sell
OMXTGI,OMX Tallinn Gross Index,2117.4948,EUR,0.05,0.998,2121.1213,2114.0829,Buy
OMXVGI,OMX Vilnius Gross Index,1421.5374,EUR,0.32,4.5593,1421.6622,1415.3569,Buy
XU100,BIST 100 Index,14484.91,TRY,-0.71,-103.02,14609.86,14414.81,Buy
TA35,TA-35 Index,4429.47,ILS,0.53,23.15,4430.12,4375.18,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,112243.29,ZAR,-1.09,-1242.3,113521.84,111686.44,Buy
NIFTY,Nifty 50 Index,24364.85,INR,0.05,11.3,24480.65,24241.25,Neutral
SENSEX,BSE Sensex Index,78520.3,INR,0.03,26.76,78942.45,78203.3,Neutral
DFMGI,DFM General Index,5862.11,AED,-2.09,-125.31,5985.99,5859.96,Sell
TASI,Tadawul All Shares Index,11366.79,SAR,-0.85,-97.75,11476.16,11366.79,Buy
GNRI,QE Index,10672.2,QAR,-0.43,-46.03,10718.23,10661.02,Sell
EGX30,EGX 30 Index,51813.4,EGP,-1.07,-559.2,52415.4,51305.1,Buy
I,IBOV Bovespa Index,196132.06,BRL,0.2,398.55,196724.17,195281.94,Buy
ME,S&P/BMV IPC Index,70083.73,MXN,0.37,257.79,70205.55,69228.34,Strong buy
IMV,S&P MERVAL Index,2931701.3,ARS,1.47,42515.99,2938767.76,2865416.6,Buy
ICAP,MSCI COLCAP Index,2286.82,,-0.65,-15.04,2316.25,2286.82,Buy
SP_IPSA,S&P IPSA Index,11343.55,CLP,-0.75,-85.64,11445.8,11305.0,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,52578.16,PEN,-0.91,-480.43,53076.87,52322.71,Buy
BUX,Budapest Stock Exchange Index,136386.25,HUF,-1.75,-2431.78,138977.24,136351.85,Buy
GD,ATHEX Composite Index,2259.73,EUR,-2.14,-49.37,2286.65,2232.78,Buy
BET,Bucharest Exchange Trading Index,28695.87,RON,-1.87,-546.01,29241.88,28695.87,Buy
IDX30,IDX 30 Index,401.498,IDR,-0.49,-1.968,406.313,400.459,Sell
SET,SET Index,1481.85,THB,-0.04,-0.6,1484.97,1472.24,Buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,369.25,USD,1.78,6.47,369.25,369.25,Buy
DE30EUR,Germany 30,24536.6,EUR,-0.78,-193.0,24579.1,24359.5,Buy
SOX,PHLX Semiconductor,9599.2,USD,0.45,43.32,9612.08,9462.94,Buy
XAX,NYSE American Composite Index,8738.1045,USD,0.38,32.6837,8777.0717,8652.5867,Buy
RUT,US Small Cap 2000 Index,2792.9585,USD,0.58,16.0582,2795.5105,2764.6294,Strong buy
RUI,US Small Cap 1000 Index,3880.1866,USD,-0.17,-6.5042,3885.8775,3865.8705,Buy
US30USD,US Wall St 30,49578.0,USD,0.06,28.0,49578.0,49561.5,Buy
NYA,NYSE Composite Index,23178.3523,USD,-0.08,-19.3892,23216.7158,23135.2498,Buy
DEU40,GERMAN STOCK INDEX (DAX),24417.81,EUR,-1.15,-284.44,24497.38,24290.0,Buy
AEX,AEX,1021.97,EUR,-0.17,-1.72,1022.5,1017.2,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,67.9035,USD,3.36,2.2082,67.9035,65.6953,Sell
VIX,VOLATILITY S&P 500,18.86,USD,7.96,1.39,19.99,18.77,Sell
NL25EUR,Netherlands 25,1025.43,EUR,0.15,1.555,1025.83,1017.525,Strong buy
HK33HKD,Hong Kong 33,26486.1,HKD,-0.07,-18.0,26512.6,26102.6,Buy
AU200AUD,Australia 200,8990.0,AUD,-0.42,-37.6,8991.0,8892.5,Buy
SXXP,STOXX 600,621.47,EUR,-0.82,-5.12,622.21,619.2,Buy
NZ50G,NZX 50 INDEX,12957.28,NZD,0.32,41.82,12975.47,12915.45,Sell
XAU,PHLX Gold/Silver Sector,405.61,USD,-1.29,-5.3,407.16,401.42,Buy
OSX,PHLX Oil Service Sector,96.78,USD,-0.65,-0.63,98.02,95.89,Neutral
IBEX35,IBEX 35,18260.89,EUR,-1.21,-223.62,18341.7,18197.4,Buy
SSMI,Swiss Market Index,13284.22,CHF,-1.06,-142.5,13284.22,13200.18,Buy
HGX,PHLX Housing Sector,682.95,USD,0.96,6.51,683.11,671.54,Buy
RUA,US Small Cap 3000 Index,4050.6922,USD,-0.13,-5.3581,4055.4918,4035.2403,Buy
N100,Euronext 100 Index,1838.66,EUR,-0.68,-12.57,1848.8,1832.33,Buy
CAC40,CAC 40,8331.06,EUR,-1.12,-94.08,8356.81,8310.73,Buy
