symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7365.11,USD,1.46,105.9,7369.22,7294.14,Strong buy
IXIC,US Composite Index,25838.93,USD,2.02,512.81,25850.19,25464.44,Strong buy
DJI,Dow Jones Industrial Average Index,49910.6,USD,1.24,612.34,50011.53,49442.19,Strong buy
VIX,CBOE Volatility Index,17.39,,0.06,0.01,17.46,16.18,Sell
TSX,S&P/TSX Composite index,33981.82,CAD,1.24,414.91,34042.17,33813.12,Strong buy
UKX,UK 100 INDEX,10438.67,GBP,2.15,219.57,10488.2,10218.76,Buy
DAX,DAX Index,24918.69,EUR,2.12,516.99,25152.51,24634.76,Strong buy
PX1,CAC 40 Index,8299.42,EUR,2.94,237.11,8344.89,8131.53,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,49696.76,EUR,2.35,1139.25,49772.51,48953.73,Strong buy
NI225,Japan 225 Index,59512.9,JPY,0.38,228.2,59706.7,59263.5,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),7384.57,KRW,6.45,447.57,7426.6,7093.01,Strong buy
000001,SSE Composite Index,4160.1737,CNY,1.17,48.0144,4166.1469,4129.9108,Strong buy
399001,Shenzhen Component Index,15459.6166,CNY,2.33,352.0634,15534.6661,15254.9875,Strong buy
HSI,Hang Seng Index,26213.78,HKD,1.22,315.17,26213.78,25877.82,Strong buy
STI,STRAITS TIMES INDEX,4927.39,SGD,0.14,6.78,4935.68,4915.13,Neutral
XJO,S&P/ASX 200 Index,8793.6,AUD,1.3,113.1,8794.7,8680.5,Buy
NZ50G,S&P/NZX 50 Gross Index,13145.19,NZD,0.84,109.49,13208.74,13035.7,Buy
FBMKLCI,FBM KLCI,1756.87,,0.54,9.44,1760.3,1746.8,Buy
COMPOSITE,IDX Composite Index,7092.467,IDR,0.5,35.361,7127.721,7049.92,Sell
SX5E,STOXX 50,6027.14,EUR,2.68,157.51,6064.5,5880.29,Strong buy
IBC,IBEX 35 Index,18104.3,EUR,2.47,436.6,18217.9,17831.3,Buy
SMI,Swiss Market Index,13283.26,CHF,1.77,231.09,13375.75,13167.29,Strong buy
WIG20,WIG20 Index,3629.57,PLN,2.83,100.0,3638.51,3558.4,Strong buy
AEX,AEX-Index,1031.44,EUR,1.67,16.94,1036.02,1017.11,Strong buy
BEL20,BEL 20 Index,5555.15,EUR,2.11,115.01,5567.51,5470.71,Strong buy
OMXH25,OMX Helsinki 25 Index,6413.325,EUR,0.7,44.3363,6452.181,6387.7272,Strong buy
OMXS30,OMX Stockholm 30 Index,3159.3295,SEK,2.83,86.9142,3169.0893,3099.2833,Strong buy
OMXC25,OMX Copenhagen 25 Index,1772.2691,DKK,1.73,30.0579,1791.8249,1759.218,Strong buy
BELEX15,BELEX 15 Index,1222.74,RSD,0.0,0.0,1222.74,1222.74,Neutral
OMXRGI,OMX Riga Gross Index,881.2022,EUR,-0.17,-1.4852,883.7906,878.1049,Sell
OMXTGI,OMX Tallinn Gross Index,2125.0077,EUR,0.1,2.2042,2128.8272,2120.2959,Buy
XU100,BIST 100 Index,14917.43,TRY,2.91,421.66,15043.57,14625.69,Strong buy
TA35,TA-35 Index,4505.61,ILS,-0.44,-20.08,4628.97,4501.02,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,111221.77,ZAR,3.92,4194.96,112096.68,107026.82,Strong buy
NIFTY,Nifty 50 Index,24330.95,INR,1.24,298.15,24356.5,23997.9,Buy
SENSEX,BSE Sensex Index,77958.52,INR,1.22,940.73,78022.78,76773.25,Buy
DFMGI,DFM General Index,5898.42,AED,2.96,169.35,5900.81,5729.92,Buy
TASI,Tadawul All Shares Index,10949.27,SAR,-0.52,-57.7,11052.87,10949.27,Sell
GNRI,QE Index,10649.25,QAR,1.38,144.63,10649.25,10504.62,Buy
EGX30,EGX 30 Index,53605.1,EGP,1.99,1047.5,54045.6,52557.6,Strong buy
I,IBOV Bovespa Index,187690.86,BRL,0.5,937.04,188674.36,186762.11,Neutral
ME,S&P/BMV IPC Index,69855.23,MXN,1.84,1264.66,69899.89,68804.3,Buy
IMV,S&P MERVAL Index,2881352.28,ARS,4.42,122095.68,2892472.35,2749913.09,Buy
ICAP,MSCI COLCAP Index,2187.45,,0.73,15.91,2187.56,2162.94,Sell
SP_IPSA,S&P IPSA Index,10937.19,CLP,2.3,245.92,10937.19,10691.27,Buy
