symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7457.69,,-1.01,-76.08,7498.47,7431.26,Sell
IXIC,US Composite Index,25520.23,USD,-1.4,-361.71,25703.01,25250.63,Sell
DJI,Dow Jones Industrial Average,52146.42,,-0.77,-406.55,52610.97,51986.74,Neutral
VIX,CBOE Volatility Index,18.77,,12.19,2.04,19.5,17.68,Strong buy
TSX,S&P/TSX Composite index,35263.85,,-0.22,-76.3,35346.36,35034.03,Buy
UKX,UK 100 INDEX,10600.38,GBP,0.27,28.14,10623.69,10527.65,Strong buy
DAX,DAX Index,24830.98,,-0.34,-84.51,24850.75,24651.34,Sell
PX1,CAC 40 Index,8338.81,,-0.47,-39.05,8350.19,8282.17,Neutral
FTMIB,MILANO ITALIA BORSA INDEX,51882.27,EUR,-0.94,-491.7,52136.19,51554.13,Neutral
NI225,Japan 225 Index,64140.9,JPY,-4.03,-2694.42,66441.77,62704.6,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6820.61,KRW,-6.37,-463.81,6995.93,6730.87,Sell
000001,SSE Composite Index,3764.1547,,-3.05,-118.2579,3869.2148,3745.1744,Strong sell
399001,Shenzhen Component Index,13706.8841,,-5.4,-781.77,14350.4678,13586.4888,Strong sell
HSI,Hang Seng Index,24562.24,,-1.78,-446.36,25166.56,24332.51,Sell
STI,STRAITS TIMES INDEX,5509.44,SGD,-0.54,-29.95,5521.84,5491.51,Buy
XJO,S&P/ASX 200 Index,8796.7,,-0.5,-44.0,8840.7,8758.1,Neutral
NZ50G,S&P/NZX 50 Gross Index,13694.68,,0.59,79.9,13694.68,13574.82,Buy
FBMKLCI,FBM KLCI,1731.45,,0.54,9.26,1735.67,1719.56,Buy
COMPOSITE,IDX Composite Index,6175.535,,1.1,67.326,6192.658,6079.318,Neutral
SX5E,STOXX 50,6230.88,EUR,-0.84,-52.73,6270.94,6194.39,Neutral
IBC,IBEX 35 Index,19216.9,,-0.45,-87.2,19290.1,19126.2,Neutral
SMI,Swiss Market Index,14343.7,,0.54,76.51,14354.98,14248.42,Strong buy
WIG20,WIG20 Index,3766.41,,-0.77,-29.35,3779.47,3739.44,Buy
AEX,AEX-Index,1091.97,,-0.94,-10.41,1096.1,1086.24,Buy
BEL20,BEL 20 Index,5630.21,,0.22,12.37,5630.21,5587.11,Neutral
OMXH25,OMX Helsinki 25 Index,6174.8326,,0.96,58.89,6174.8326,6049.3357,Sell
OMXS30,OMX Stockholm 30 Index,3146.9386,,-0.08,-2.5764,3164.2924,3118.3784,Neutral
OMXC25,OMX Copenhagen 25 Index,1901.9698,,-0.57,-10.8686,1913.6272,1896.1827,Buy
BELEX15,BELEX 15 Index,1208.74,,0.0,0.03,1211.68,1208.08,Sell
OMXTGI,OMX Tallinn Gross Index,2116.0466,,-0.33,-6.9638,2125.723,2116.0466,Buy
XU100,BIST 100 Index,13981.05,,-1.9,-270.24,14153.74,13962.64,Sell
TA35,TA-35 Index,4140.43,,-0.38,-16.0,4140.43,4099.79,Neutral
SA40,SOUTH AFRICA TOP 40 INDEX,101222.48,ZAR,-0.75,-761.27,101983.76,100509.01,Strong sell
NIFTY,Nifty 50 Index,24334.3,,1.09,261.55,24367.3,24099.05,Buy
SENSEX,BSE Sensex Index,78151.45,,1.25,964.58,78282.55,77308.0,Buy
DFMGI,DFM General Index,5813.93,,-1.39,-82.0,5895.93,5799.19,Strong sell
TASI,Tadawul All Shares Index,10720.28,,0.15,15.77,10733.28,10693.82,Sell
GNRI,QE Index,10103.22,,0.13,12.65,10123.64,10027.2,Sell
EGX30,EGX 30 Index,52928.1,,0.7,369.7,52997.7,52558.4,Strong buy
IBOV,Bovespa Index,173714.08,,-0.06,-111.19,174504.63,173285.28,Neutral
ME,S&P/BMV IPC Index,66634.23,,0.42,278.14,66822.62,65997.21,Sell
IMV,S&P MERVAL Index,3199934.38,,0.46,14677.02,3206990.82,3145474.41,Neutral
ICAP,MSCI COLCAP Index,2298.34,,0.58,13.23,2300.53,2245.65,Buy
SP_IPSA,S&P IPSA Index,10887.72,,-0.54,-59.66,10947.38,10738.11,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,55645.9,,-2.75,-1574.26,57196.67,55426.55,Sell
SX5E,EURO STOXX® 50 Index – EUR (Price Return),6230.87,,-0.84,-52.74,6270.94,6194.39,Neutral
S,SX7E EURO STOXX® Banks Index – EUR (Price Return),296.03,,-1.58,-4.75,299.77,292.39,Neutral
S,SXXP STOXX® Europe 600 Index – EUR (Price Return),641.53,,-0.34,-2.2,642.45,638.31,Buy
BUX,Budapest Stock Exchange Index,140981.27,,-0.77,-1090.66,142072.2,140040.93,Neutral
GD,ATHEX Composite Index,2447.25,,-1.15,-28.49,2475.36,2433.89,Sell
BET,Bucharest Exchange Trading Index,34871.02,,-0.45,-156.63,35125.75,34773.22,Buy
IDX30,IDX 30 Index,351.496,,2.34,8.045,353.114,341.796,Buy
SET,SET Index,1639.04,,0.23,3.75,1639.87,1628.6,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,70.88,USD,3.99,2.72,70.88,68.16,Buy
DEU40,GERMAN STOCK INDEX (DAX),24830.99,EUR,-0.34,-84.51,24850.75,24651.34,Sell
OSX,PHLX Oil Service Sector,92.01,USD,0.24,0.22,92.44,91.17,Sell
DJI,Dow Jones Industrial Average Index,52151.22,USD,-0.77,-407.04,52616.26,51992.2,Neutral
HK33HKD,Hong Kong 33,24587.6,HKD,-1.3,-324.5,25138.1,24333.6,Neutral
NYA,NYSE Composite Index,23816.96,USD,-0.56,-135.3,23977.22,23761.35,Buy
XAX,NYSE American Composite Index,8097.58,USD,1.27,101.7,8111.5,7995.89,Buy
US30USD,US Wall St 30,52196.3,USD,-0.69,-364.0,52653.8,51992.8,Neutral
NL25EUR,Netherlands 25,1091.5,EUR,-0.55,-6.065,1095.59,1086.325,Buy
SSMI,Swiss Market Index,14343.71,CHF,0.54,76.52,14354.98,14248.42,Strong buy
SOX,PHLX Semiconductor,11673.88,USD,-1.63,-193.62,11939.44,11194.6,Sell
RUI,US Small Cap 1000 Index,4062.2799,USD,-0.99,-40.68,4084.59,4048.16,Sell
AU200AUD,Australia 200,8844.0,AUD,0.32,28.5,8848.0,8753.0,Buy
AEX,AEX,1091.98,EUR,-0.94,-10.4,1096.1,1086.24,Buy
DE30EUR,Germany 30,24834.8,EUR,-0.16,-40.4,24879.8,24607.2,Sell
CAC40,CAC 40,8338.82,EUR,-0.47,-39.05,8350.19,8282.17,Neutral
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,381.96,USD,1.59,5.99,381.96,381.96,Strong buy
RUA,US Small Cap 3000 Index,4243.9596,USD,-0.97,-41.4347,4267.2646,4228.3089,Sell
NZ50G,NZX 50 INDEX,13694.68,NZD,0.59,79.91,13694.68,13574.82,Buy
VIX,VOLATILITY S&P 500,18.76,USD,12.2,2.04,19.5,17.68,Strong buy
SXXP,STOXX 600,641.54,EUR,-0.34,-2.19,642.45,638.31,Buy
N100,Euronext 100 Index,1905.37,,-0.79,-15.16,1917.9,1893.44,Neutral
XAU,PHLX Gold/Silver Sector,295.81,USD,-0.43,-1.27,298.9,289.82,Strong sell
RUT,US Small Cap 2000 Index,2962.2173,USD,-0.42,-12.3496,2979.3237,2934.1218,Buy
HGX,PHLX Housing Sector,688.23,USD,-2.15,-15.12,713.29,686.01,Neutral
IBEX35,IBEX 35,19216.91,EUR,-0.45,-87.2,19290.1,19126.2,Neutral
