symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6816.52,USD,-0.16,-10.9,6861.59,6801.49,Buy
IXIC,US Composite Index,23057.4,USD,-0.59,-137.77,23345.56,23012.0,Sell
DJI,Dow Jones Industrial Average Index,48416.57,USD,-0.09,-41.49,48679.14,48283.27,Buy
VIX,CBOE Volatility Index,16.5,,4.83,0.76,17.35,15.99,Sell
TSX,S&P/TSX Composite index,31483.44,CAD,-0.14,-43.95,31707.04,31434.09,Strong buy
UKX,UK 100 INDEX,9751.32,GBP,1.06,102.3,9769.02,9649.0,Strong buy
DAX,DAX Index,24229.91,EUR,0.18,43.42,24318.3,24170.45,Buy
PX1,CAC 40 Index,8124.88,EUR,0.7,56.26,8161.03,8086.07,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,44116.95,EUR,1.39,603.01,44201.95,43724.6,Strong buy
NI225,Japan 225 Index,50168.06,JPY,-1.34,-683.43,50432.1,49965.68,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4090.6,KRW,-1.84,-76.57,4123.19,4052.65,Buy
000001,SSE Composite Index,3867.9209,CNY,-0.55,-21.4248,3896.9769,3863.6296,Sell
399001,Shenzhen Component Index,13112.0887,CNY,-1.1,-146.2394,13244.0339,13111.3783,Neutral
HSI,Hang Seng Index,25628.88,HKD,-1.34,-347.91,25824.44,25609.28,Sell
STI,STRAITS TIMES INDEX,4589.17,SGD,0.06,2.72,4589.17,4563.23,Strong buy
XJO,S&P/ASX 200 Index,8635.0,AUD,-0.72,-62.3,8697.3,8622.7,Sell
NZ50G,S&P/NZX 50 Gross Index,13384.27,NZD,-0.18,-23.87,13408.14,13360.44,Sell
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1643.72,MYR,0.36,5.91,1644.05,1632.54,Strong buy
COMPOSITE,IDX Composite Index,8649.662,IDR,-0.13,-10.837,8720.683,8622.985,Buy
SX5E,STOXX 50,5752.53,EUR,0.56,31.81,5763.21,5724.16,Strong buy
IBC,IBEX 35 Index,17041.4,EUR,1.11,187.0,17066.5,16975.2,Strong buy
SMI,Swiss Market Index,13036.8,CHF,1.16,149.32,13042.39,12920.52,Strong buy
WIG20,WIG20 Index,3137.07,PLN,1.88,57.92,3145.56,3069.18,Strong buy
AEX,AEX-Index,945.77,EUR,0.66,6.18,946.93,942.13,Neutral
BEL20,BEL 20 Index,5006.48,EUR,0.41,20.46,5007.32,4934.68,Buy
OMXH25,OMX Helsinki 25 Index,5525.8349,EUR,0.39,21.3798,5543.1817,5514.1185,Buy
