symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7413.18,,0.02,1.2,7480.57,7382.74,Neutral
IXIC,US Composite Index,24932.07,USD,-0.18,-43.75,25261.91,24774.87,Sell
DJI,Dow Jones Industrial Average,52210.08,,0.51,262.83,52607.78,51985.38,Buy
VIX,CBOE Volatility Index,18.67,,0.48,0.09,19.93,17.53,Buy
TSX,S&P/TSX Composite index,35568.14,,0.56,199.04,35592.1,35316.96,Strong buy
UKX,UK 100 INDEX,10781.76,GBP,0.42,45.52,10820.94,10736.14,Strong buy
DAX,DAX Index,25361.03,,1.04,262.03,25560.4,25361.03,Strong buy
PX1,CAC 40 Index,8406.06,,0.4,33.78,8463.71,8402.81,Buy
FTMIB,MILANO ITALIA BORSA INDEX,52054.96,EUR,0.49,252.73,52254.25,51861.79,Buy
NI225,Japan 225 Index,64930.97,JPY,0.5,320.04,65220.69,64123.4,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6755.76,KRW,0.97,65.13,6806.27,6557.39,Sell
000001,SSE Composite Index,3858.245,,1.15,44.0472,3858.3097,3793.4489,Sell
399001,Shenzhen Component Index,14148.7307,,2.72,374.0552,14148.7307,13689.0143,Sell
HSI,Hang Seng Index,25207.18,,0.98,243.95,25276.96,24938.34,Buy
STI,STRAITS TIMES INDEX,5620.25,SGD,0.57,31.91,5620.68,5549.18,Strong buy
XJO,S&P/ASX 200 Index,8894.0,,1.39,121.7,8894.0,8772.3,Strong buy
NZ50G,S&P/NZX 50 Gross Index,13850.69,,0.0,0.0,13850.69,13850.69,Strong buy
FBMKLCI,FBM KLCI,1713.09,,0.71,12.07,1718.31,1702.35,Strong buy
COMPOSITE,IDX Composite Index,6185.783,,-0.17,-10.647,6219.418,6144.274,Neutral
SX5E,STOXX 50,6282.22,EUR,0.02,1.28,6369.52,6282.21,Buy
IBC,IBEX 35 Index,19741.3,,0.8,155.9,19913.9,19728.8,Buy
SMI,Swiss Market Index,14421.97,,0.66,94.77,14472.74,14366.63,Buy
WIG20,WIG20 Index,3834.33,,0.22,8.25,3867.54,3825.86,Buy
AEX,AEX-Index,1081.13,,-0.82,-8.91,1099.12,1081.13,Neutral
BEL20,BEL 20 Index,5707.41,,-0.48,-27.37,5775.25,5707.41,Buy
OMXH25,OMX Helsinki 25 Index,6175.523,,-0.4,-24.8412,6231.5768,6162.6769,Sell
OMXS30,OMX Stockholm 30 Index,3217.8859,,0.57,18.271,3248.2695,3217.8859,Strong buy
OMXC25,OMX Copenhagen 25 Index,1833.3556,,0.13,2.3637,1843.3452,1832.0564,Neutral
BELEX15,BELEX 15 Index,1223.07,,0.31,3.79,1223.07,1219.86,Buy
OMXTGI,OMX Tallinn Gross Index,2149.0165,,0.06,1.3476,2150.8751,2142.229,Buy
