symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6836.18,USD,0.05,3.41,6881.96,6794.55,Sell
IXIC,US Composite Index,22546.67,USD,-0.22,-50.48,22742.06,22402.38,Sell
DJI,Dow Jones Industrial Average Index,49500.94,USD,0.1,48.95,49743.98,49084.35,Buy
VIX,CBOE Volatility Index,20.6,,-1.06,-0.22,22.4,18.92,Strong buy
TSX,S&P/TSX Composite index,33073.71,CAD,1.87,608.43,33073.71,32458.75,Buy
UKX,UK 100 INDEX,10473.7,GBP,0.26,27.34,10490.09,10446.25,Strong buy
DAX,DAX Index,24800.91,EUR,-0.46,-113.97,25020.83,24793.58,Neutral
PX1,CAC 40 Index,8316.5,EUR,0.06,4.76,8354.75,8313.94,Buy
FTMIB,MILANO ITALIA BORSA INDEX,45419.19,EUR,-0.03,-11.42,45759.02,45409.88,Neutral
NI225,Japan 225 Index,56806.36,JPY,-0.24,-135.56,57219.2,56748.18,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5507.02,KRW,-0.28,-15.25,5583.74,5480.92,Buy
000001,SSE Composite Index,4082.0726,CNY,-1.26,-51.9452,4123.8443,4079.7702,Sell
399001,Shenzhen Component Index,14100.1897,CNY,-1.28,-182.8086,14258.8259,14092.8401,Neutral
HSI,Hang Seng Index,26705.94,HKD,0.52,138.82,26734.41,26382.41,Neutral
STI,STRAITS TIMES INDEX,4938.59,SGD,0.02,0.8,4941.42,4920.96,Buy
XJO,S&P/ASX 200 Index,8937.1,AUD,0.22,19.5,8953.0,8915.0,Buy
NZ50G,S&P/NZX 50 Gross Index,13125.95,NZD,0.06,8.04,13133.97,13117.91,Sell
FBMKLCI,FBM KLCI,1741.26,,0.1,1.72,1743.01,1733.06,Buy
COMPOSITE,IDX Composite Index,8212.271,IDR,-0.64,-53.081,8251.989,8170.587,Sell
SX5E,STOXX 50,5978.89,EUR,-0.11,-6.35,6015.97,5978.82,Buy
IBC,IBEX 35 Index,17848.0,EUR,0.99,175.6,17902.6,17743.2,Buy
SMI,Swiss Market Index,13656.0,CHF,0.41,55.33,13670.34,13607.18,Buy
WIG20,WIG20 Index,3364.33,PLN,0.14,4.84,3373.67,3355.02,Buy
AEX,AEX-Index,993.1,EUR,-0.07,-0.72,998.05,993.1,Neutral
BEL20,BEL 20 Index,5599.0,EUR,-0.27,-15.13,5607.69,5571.98,Buy
OMXH25,OMX Helsinki 25 Index,5958.1965,EUR,0.37,21.8109,5982.6146,5939.4097,Buy
OMXS30,OMX Stockholm 30 Index,3121.8034,SEK,0.07,2.0469,3136.4036,3119.8725,Buy
OMXC25,OMX Copenhagen 25 Index,1800.1919,DKK,-0.49,-8.8817,1815.2858,1797.433,Sell
BELEX15,BELEX 15 Index,1255.71,RSD,-0.36,-4.55,1255.71,1254.84,Sell
OMXRGI,OMX Riga Gross Index,907.5073,EUR,-0.02,-0.1432,910.6783,905.9877,Sell
OMXTGI,OMX Tallinn Gross Index,2076.604,EUR,-0.1,-2.0649,2081.1826,2072.7557,Neutral
XU100,BIST 100 Index,14339.3,TRY,1.12,158.61,14433.15,14207.98,Strong buy
TA35,TA-35 Index,4185.75,ILS,0.37,15.53,4197.5,4170.47,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,112878.22,ZAR,0.28,320.13,113477.69,112398.18,Buy
NIFTY,Nifty 50 Index,25682.75,INR,0.83,211.65,25697.0,25372.7,Buy
SENSEX,S&P BSE SENSEX Index,83277.15,INR,0.79,650.39,83333.49,82276.95,Neutral
DFMGI,DFM General Index,6702.03,AED,-0.42,-28.08,6740.63,6691.19,Buy
TASI,Tadawul All Shares Index,11183.85,SAR,-0.4,-44.79,11230.18,11161.89,Neutral
GNRI,QE Index,11426.59,QAR,-0.37,-42.31,11488.06,11421.94,Buy
EGX30,EGX 30 Index,51493.5,EGP,-1.56,-814.8,52821.7,51463.5,Buy
I,IBOV Bovespa Index,186464.3,BRL,-0.69,-1302.12,187765.82,183662.18,Buy
ME,S&P/BMV IPC Index,71386.59,MXN,-0.13,-92.22,71535.02,71180.08,Buy
IMV,S&P MERVAL Index,2816127.94,ARS,-1.25,-35651.85,2877890.51,2809051.57,Sell
ICAP,MSCI COLCAP Index,2361.44,COP,-0.3,-7.13,2378.6,2341.02,Buy
SP_IPSA,S&P IPSA Index,10911.58,CLP,0.13,13.84,10945.6,10837.94,Neutral
MXNUAMPEGEN,MSCI NUAM Peru General,53588.88,PEN,0.23,124.68,54479.46,53406.54,Buy
BUX,Budapest Stock Exchange Index,124389.48,HUF,-2.03,-2574.54,127367.44,124357.24,Sell
GD,ATHEX Composite Index,2279.1,EUR,-0.43,-9.73,2304.02,2267.25,Neutral
BET,Bucharest Exchange Trading Index,28329.26,RON,1.98,549.93,28329.26,27779.33,Buy
IDX30,IDX 30 Index,431.884,IDR,-0.91,-3.946,434.766,430.041,Sell
NL25EUR,Netherlands 25,994.505,EUR,0.06,0.583,998.22,992.38,Neutral
RUT,US Small Cap 2000 Index,2646.6967,USD,1.18,30.8667,2668.2923,2610.337,Buy
XAU,PHLX Gold/Silver Sector,419.8,USD,5.43,21.61,420.93,401.51,Buy
XAX,NYSE American Composite Index,8655.3988,USD,2.45,206.924,8666.2619,8448.4748,Buy
IBEX35,IBEX 35,17848.01,EUR,0.99,175.62,17902.6,17743.2,Buy
RUA,US Small Cap 3000 Index,3893.8421,USD,0.17,6.7022,3919.6495,3868.0666,Sell
AEX,AEX,993.1,EUR,-0.07,-0.73,998.05,993.1,Neutral
RUI,US Small Cap 1000 Index,3732.666,USD,0.12,4.6228,3757.1276,3709.1949,Sell
DE30EUR,Germany 30,24833.6,EUR,-0.31,-76.4,25021.5,24799.0,Neutral
HK33HKD,Hong Kong 33,26710.2,HKD,0.67,178.0,26721.2,26373.2,Neutral
VIX,VOLATILITY S&P 500,20.59,USD,-1.06,-0.22,22.4,18.92,Strong buy
SXXP,STOXX 600,618.53,EUR,0.13,0.82,620.57,618.21,Buy
NZ50G,NZX 50 INDEX,13122.43,NZD,0.03,4.53,13136.86,13117.91,Sell
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,306.54,USD,0.1,0.31,306.54,306.23,Neutral
N100,Euronext 100 Index,1787.94,EUR,0.07,1.28,1793.59,1786.94,Buy
OSX,PHLX Oil Service Sector,93.17,USD,1.23,1.14,93.93,91.33,Buy
DEU40,GERMAN STOCK INDEX (DAX),24800.92,EUR,-0.46,-113.97,25020.83,24793.58,Neutral
SOX,PHLX Semiconductor,8137.86,USD,0.66,53.16,8209.31,8010.26,Buy
CAC40,CAC 40,8316.51,EUR,0.06,4.76,8354.75,8313.94,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,70.1041,USD,2.24,1.5372,70.1041,68.5669,Buy
US30USD,US Wall St 30,49541.0,USD,0.14,69.0,49752.0,49437.5,Buy
SSMI,Swiss Market Index,13655.99,CHF,0.41,55.33,13670.34,13607.18,Buy
NYA,NYSE Composite Index,23326.087,USD,0.59,137.266,23415.7901,23110.0911,Buy
AU200AUD,Australia 200,8946.5,AUD,-0.03,-3.0,8962.5,8904.5,Buy
HGX,PHLX Housing Sector,763.02,USD,1.17,8.79,767.53,755.48,Buy
