symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6829.38,USD,0.25,16.76,6851.55,6806.71,Buy
IXIC,US Composite Index,23413.66,USD,0.59,137.74,23526.23,23286.46,Buy
DJI,Dow Jones Industrial Average Index,47474.47,USD,0.39,185.13,47597.11,47263.92,Buy
VIX,CBOE Volatility Index,16.59,,-3.77,-0.65,17.31,16.39,Sell
TSX,S&P/TSX Composite index,31049.28,CAD,-0.17,-52.5,31178.96,30908.13,Buy
UKX,UK 100 INDEX,9701.79,GBP,-0.01,-0.75,9744.82,9682.27,Buy
DAX,DAX Index,23710.86,EUR,0.51,121.42,23792.05,23607.7,Neutral
PX1,CAC 40 Index,8074.61,EUR,-0.28,-22.39,8135.8,8072.06,Buy
FTMIB,MILANO ITALIA BORSA INDEX,43354.84,EUR,0.22,95.37,43599.31,43277.15,Buy
NI225,Japan 225 Index,49303.4,JPY,0.0,0.17,49636.79,49243.55,Neutral
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),3994.93,KRW,1.9,74.55,3994.93,3935.14,Buy
000001,SSE Composite Index,3897.7116,CNY,-0.42,-16.2945,3908.7688,3888.3275,Neutral
399001,Shenzhen Component Index,13056.7009,CNY,-0.68,-90.0153,13132.8065,13011.1072,Neutral
HSI,Hang Seng Index,26095.05,HKD,0.24,61.79,26264.13,25989.45,Buy
STI,STRAITS TIMES INDEX,4537.97,SGD,0.26,11.74,4539.72,4524.67,Buy
XJO,S&P/ASX 200 Index,8579.7,AUD,0.17,14.5,8602.5,8565.2,Sell
NZ50G,S&P/NZX 50 Gross Index,13500.21,NZD,-0.02,-2.56,13523.19,13500.21,Buy
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1630.6,MYR,0.37,6.03,1634.35,1624.47,Strong buy
COMPOSITE,IDX Composite Index,8617.043,IDR,0.8,68.255,8625.636,8564.695,Strong buy
SX5E,STOXX 50,5686.18,EUR,0.33,18.69,5710.83,5665.29,Strong buy
IBC,IBEX 35 Index,16473.1,EUR,0.51,84.1,16588.5,16433.8,Buy
SMI,Swiss Market Index,12890.25,CHF,0.31,39.52,12948.65,12819.39,Buy
WIG20,WIG20 Index,2967.35,PLN,-1.33,-40.06,2993.77,2954.86,Neutral
AEX,AEX-Index,944.84,EUR,-0.3,-2.8,949.47,944.84,Neutral
BEL20,BEL 20 Index,5010.36,EUR,-0.15,-7.69,5032.61,4991.11,Buy
OMXH25,OMX Helsinki 25 Index,5441.6672,EUR,0.11,5.8667,5454.1505,5420.6277,Buy
OMXS30,OMX Stockholm 30 Index,2783.5268,SEK,-0.04,-1.0021,2790.4373,2774.1822,Buy
OMXC25,OMX Copenhagen 25 Index,1756.6775,DKK,0.26,4.4967,1758.9869,1743.9933,Buy
BELEX15,BELEX 15 Index,1247.57,RSD,0.0,0.0,1254.79,1246.27,Buy
OMXRGI,OMX Riga Gross Index,927.8093,EUR,0.36,3.3561,930.5251,926.0046,Strong buy
OMXTGI,OMX Tallinn Gross Index,1945.7804,EUR,-0.17,-3.2739,1955.641,1944.0826,Buy
OMXVGI,OMX Vilnius Gross Index,1284.8787,EUR,-0.06,-0.7979,1286.8558,1281.7016,Buy
XU100,BIST 100 Index,11123.47,TRY,0.06,7.02,11184.1,11093.23,Buy
TA35,TA-35 Index,3495.1,ILS,1.91,65.41,3495.1,3431.34,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,103207.26,ZAR,-1.13,-1180.43,104396.85,103180.6,Buy
NIFTY,Nifty 50 Index,26032.2,INR,-0.55,-143.55,26154.6,25997.85,Buy
SENSEX,S&P BSE SENSEX Index,85138.27,INR,-0.59,-503.63,85553.51,85053.0,Buy
