symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6812.62,USD,-0.53,-36.46,6843.65,6799.94,Buy
IXIC,US Composite Index,23275.93,USD,-0.38,-89.75,23363.85,23110.21,Buy
DJI,Dow Jones Industrial Average Index,47289.34,USD,-0.9,-427.09,47676.03,47271.11,Buy
VIX,CBOE Volatility Index,17.25,,5.5,0.9,18.33,16.58,Sell
TSX,S&P/TSX Composite index,31101.78,CAD,-0.9,-281.0,31308.79,31099.76,Buy
UKX,UK 100 INDEX,9702.54,GBP,-0.18,-17.98,9735.35,9686.88,Buy
DAX,DAX Index,23589.44,EUR,-1.04,-247.35,23734.2,23433.48,Sell
PX1,CAC 40 Index,8097.0,EUR,-0.32,-25.71,8114.14,8043.81,Buy
FTMIB,MILANO ITALIA BORSA INDEX,43259.47,EUR,-0.22,-97.55,43267.52,42857.94,Buy
NI225,Japan 225 Index,49303.23,JPY,-1.89,-950.63,50366.74,49215.96,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),3920.38,KRW,-0.16,-6.22,3977.31,3892.08,Neutral
000001,SSE Composite Index,3914.0061,CNY,0.65,25.4099,3914.4644,3890.9485,Buy
399001,Shenzhen Component Index,13146.7162,CNY,1.25,162.6354,13149.3978,12993.8872,Buy
HSI,Hang Seng Index,26033.26,HKD,0.67,174.37,26179.72,25913.98,Buy
STI,STRAITS TIMES INDEX,4526.23,SGD,0.05,2.26,4544.57,4524.47,Buy
XJO,S&P/ASX 200 Index,8565.2,AUD,-0.57,-48.9,8624.7,8563.2,Sell
NZ50G,S&P/NZX 50 Gross Index,13446.5,NZD,-0.01,-1.99,13450.59,13444.85,Neutral
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1624.57,MYR,1.25,20.1,1625.42,1608.26,Strong buy
COMPOSITE,IDX Composite Index,8548.788,IDR,0.47,40.082,8553.616,8493.245,Buy
SX5E,STOXX 50,5667.49,EUR,-0.01,-0.67,5672.08,5622.95,Buy
IBC,IBEX 35 Index,16389.0,EUR,0.11,17.4,16425.8,16265.1,Buy
SMI,Swiss Market Index,12850.73,CHF,0.13,16.77,12878.38,12804.37,Buy
WIG20,WIG20 Index,3007.41,PLN,0.18,5.45,3023.47,2992.75,Buy
AEX,AEX-Index,947.64,EUR,0.45,4.27,948.56,940.61,Buy
BEL20,BEL 20 Index,5018.05,EUR,-0.37,-18.81,5029.63,4998.93,Buy
OMXH25,OMX Helsinki 25 Index,5435.8005,EUR,0.1,5.5335,5441.6088,5410.3161,Buy
OMXS30,OMX Stockholm 30 Index,2784.5289,SEK,-0.12,-3.2403,2786.5956,2766.1815,Buy
OMXC25,OMX Copenhagen 25 Index,1752.1808,DKK,0.33,5.6765,1755.5002,1739.206,Buy
BELEX15,BELEX 15 Index,1247.57,RSD,0.3,3.68,1247.71,1246.27,Strong buy
