symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6908.87,USD,-0.54,-37.25,6947.25,6859.73,Buy
IXIC,US Composite Index,22878.37,USD,-1.18,-273.7,23109.46,22670.8,Sell
DJI,Dow Jones Industrial Average Index,49499.21,USD,0.03,17.05,49815.22,49237.38,Strong buy
VIX,CBOE Volatility Index,18.63,,3.9,0.7,20.54,17.5,Buy
TSX,S&P/TSX Composite index,34501.96,CAD,1.1,374.63,34510.06,34047.53,Strong buy
UKX,UK 100 INDEX,10846.71,GBP,0.37,40.3,10856.8,10770.78,Strong buy
DAX,DAX Index,25289.02,EUR,0.45,113.08,25318.95,25088.49,Strong buy
PX1,CAC 40 Index,8620.93,EUR,0.72,61.86,8642.23,8562.86,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,47425.95,EUR,0.54,255.52,47453.87,47055.03,Strong buy
NI225,Japan 225 Index,58753.34,JPY,0.29,170.27,59332.43,58577.84,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6307.28,KRW,3.67,223.41,6313.27,6107.41,Strong buy
000001,SSE Composite Index,4146.6311,CNY,-0.01,-0.5994,4152.1926,4127.1531,Buy
399001,Shenzhen Component Index,14503.7865,CNY,0.19,27.9212,14536.076,14408.8754,Buy
HSI,Hang Seng Index,26381.02,HKD,-1.44,-384.7,27024.07,26373.01,Sell
STI,STRAITS TIMES INDEX,4964.39,SGD,-0.87,-43.35,5027.22,4958.29,Neutral
XJO,S&P/ASX 200 Index,9175.3,AUD,0.51,47.0,9202.9,9128.3,Strong buy
NZ50G,S&P/NZX 50 Gross Index,13653.15,NZD,-0.13,-17.56,13671.8,13652.53,Buy
FBMKLCI,FBM KLCI,1740.94,,-0.39,-6.87,1749.43,1726.92,Neutral
COMPOSITE,IDX Composite Index,8235.262,IDR,-1.04,-86.967,8358.957,8139.824,Sell
SX5E,STOXX 50,6161.57,EUR,-0.19,-11.76,6199.78,6133.74,Buy
IBC,IBEX 35 Index,18496.6,EUR,0.19,35.6,18503.4,18373.8,Strong buy
SMI,Swiss Market Index,13913.73,CHF,-0.45,-63.37,14013.75,13884.85,Buy
WIG20,WIG20 Index,3448.24,PLN,-0.93,-32.23,3485.6,3435.57,Buy
AEX,AEX-Index,1022.4,EUR,-0.74,-7.66,1031.77,1018.27,Buy
BEL20,BEL 20 Index,5439.05,EUR,-3.16,-177.43,5621.14,5439.05,Sell
OMXH25,OMX Helsinki 25 Index,6091.0025,EUR,-0.75,-46.2092,6131.3639,6059.9889,Buy
OMXS30,OMX Stockholm 30 Index,3205.2774,SEK,0.3,9.7113,3225.9582,3196.9792,Strong buy
