symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6672.42,USD,-0.92,-61.68,6754.5,6638.9,Sell
IXIC,US Composite Index,22708.06,USD,-0.84,-192.52,23044.55,22559.51,Sell
DJI,Dow Jones Industrial Average Index,46590.25,USD,-1.18,-557.24,47202.56,46430.27,Sell
VIX,CBOE Volatility Index,22.38,,12.86,2.55,23.44,19.54,Strong buy
TSX,S&P/TSX Composite index,30076.21,CAD,-0.83,-250.25,30353.07,29940.54,Sell
UKX,UK 100 INDEX,9675.44,GBP,-0.24,-22.92,9707.67,9667.91,Neutral
DAX,DAX Index,23590.52,EUR,-1.2,-286.03,23928.48,23529.73,Sell
PX1,CAC 40 Index,8119.02,EUR,-0.63,-51.07,8176.1,8109.82,Buy
FTMIB,MILANO ITALIA BORSA INDEX,43767.27,EUR,-0.52,-227.41,44146.16,43656.24,Buy
NI225,Japan 225 Index,50323.86,JPY,-0.1,-52.62,50398.16,49845.86,Neutral
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4089.26,KRW,1.94,77.68,4089.88,4045.4,Buy
000001,SSE Composite Index,3972.0348,CNY,-0.46,-18.4573,3992.4041,3958.9484,Neutral
399001,Shenzhen Component Index,13202.0045,CNY,-0.11,-14.0269,13251.7755,13137.2809,Sell
HSI,Hang Seng Index,26384.28,HKD,-0.71,-188.18,26531.8,26252.36,Buy
STI,STRAITS TIMES INDEX,4543.6,SGD,-0.05,-2.48,4545.98,4532.82,Buy
XJO,S&P/ASX 200 Index,8636.4,AUD,0.02,1.9,8636.4,8588.9,Sell
NZ50G,S&P/NZX 50 Gross Index,13452.75,NZD,-0.34,-46.29,13499.04,13451.4,Neutral
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1627.43,MYR,0.11,1.76,1633.84,1626.23,Buy
COMPOSITE,IDX Composite Index,8416.882,IDR,0.55,46.446,8452.329,8391.995,Buy
SX5E,STOXX 50,5640.95,EUR,-0.93,-52.83,5701.64,5629.34,Neutral
IBC,IBEX 35 Index,16172.6,EUR,-1.06,-173.3,16364.3,16140.2,Buy
SMI,Swiss Market Index,12597.82,CHF,-0.29,-36.48,12655.48,12559.37,Buy
WIG20,WIG20 Index,2956.16,PLN,-1.14,-34.21,3002.36,2948.52,Neutral
AEX,AEX-Index,945.37,EUR,-0.69,-6.55,952.84,943.04,Sell
BEL20,BEL 20 Index,5020.87,EUR,-0.27,-13.65,5040.63,5009.33,Buy
OMXH25,OMX Helsinki 25 Index,5418.0431,EUR,-0.78,-42.6918,5457.4668,5409.663,Buy
OMXS30,OMX Stockholm 30 Index,2736.1272,SEK,-0.76,-20.9932,2762.9799,2734.6072,Sell
OMXC25,OMX Copenhagen 25 Index,1714.1756,DKK,-0.28,-4.7435,1722.7489,1705.7439,Buy
BELEX15,BELEX 15 Index,1228.33,RSD,-0.21,-2.58,1229.9,1228.33,Sell
OMXRGI,OMX Riga Gross Index,926.0765,EUR,0.05,0.437,927.6988,925.0447,Buy
OMXTGI,OMX Tallinn Gross Index,1905.0925,EUR,-0.13,-2.5429,1910.8382,1904.6558,Sell
OMXVGI,OMX Vilnius Gross Index,1272.4262,EUR,0.04,0.5689,1276.8152,1271.1033,Buy
XU100,BIST 100 Index,10698.13,TRY,1.25,132.39,10774.21,10585.34,Sell
TA35,TA-35 Index,3451.39,ILS,0.12,4.22,3472.61,3443.83,Buy
