symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6632.2,USD,-0.61,-40.41,6733.3,6623.92,Sell
IXIC,US Composite Index,22105.35,USD,-0.93,-206.63,22521.38,22069.24,Sell
DJI,Dow Jones Industrial Average Index,46558.48,USD,-0.26,-119.38,47123.99,46494.63,Sell
VIX,CBOE Volatility Index,27.19,,-0.37,-0.1,28.47,24.67,Buy
TSX,S&P/TSX Composite index,32541.93,CAD,-0.91,-298.67,33051.11,32483.83,Sell
UKX,UK 100 INDEX,10261.14,GBP,-0.43,-44.02,10367.36,10200.21,Sell
DAX,DAX Index,23447.29,EUR,-0.6,-142.36,23762.12,23293.52,Strong sell
PX1,CAC 40 Index,7911.53,EUR,-0.91,-72.91,8016.43,7872.73,Strong sell
FTMIB,MILANO ITALIA BORSA INDEX,44316.91,EUR,-0.31,-139.26,44899.86,43833.29,Sell
NI225,Japan 225 Index,53819.56,JPY,-1.16,-633.35,54065.31,53286.69,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5487.25,KRW,-1.72,-96.01,5537.59,5392.52,Neutral
000001,SSE Composite Index,4095.4485,CNY,-0.82,-33.6541,4134.0794,4086.8469,Sell
399001,Shenzhen Component Index,14280.7798,CNY,-0.65,-94.0913,14454.3066,14245.9586,Buy
HSI,Hang Seng Index,25465.6,HKD,-0.98,-251.16,25697.17,25419.87,Strong sell
STI,STRAITS TIMES INDEX,4842.28,SGD,-0.27,-13.06,4866.75,4833.14,Sell
XJO,S&P/ASX 200 Index,8617.1,AUD,-0.14,-11.9,8664.6,8585.7,Sell
NZ50G,S&P/NZX 50 Gross Index,13187.34,NZD,-0.09,-11.95,13203.61,13074.85,Strong sell
FBMKLCI,FBM KLCI,1698.85,,-0.71,-12.16,1709.05,1696.04,Sell
COMPOSITE,IDX Composite Index,7137.212,IDR,-3.05,-224.905,7350.28,7132.211,Strong sell
SX5E,STOXX 50,5716.62,EUR,-0.56,-32.28,5796.23,5669.44,Sell
IBC,IBEX 35 Index,17059.3,EUR,-0.47,-80.6,17291.1,16870.4,Sell
SMI,Swiss Market Index,12839.27,CHF,-0.02,-2.89,12945.21,12705.94,Sell
WIG20,WIG20 Index,3274.54,PLN,-0.51,-16.73,3310.71,3249.92,Sell
AEX,AEX-Index,1001.66,EUR,0.1,1.04,1010.99,992.82,Buy
BEL20,BEL 20 Index,5109.48,EUR,-0.77,-39.58,5177.36,5095.1,Sell
OMXH25,OMX Helsinki 25 Index,5978.5763,EUR,-1.17,-70.8905,6083.2729,5965.043,Neutral
OMXS30,OMX Stockholm 30 Index,3018.7193,SEK,-1.45,-44.3695,3075.57,3016.3189,Sell
OMXC25,OMX Copenhagen 25 Index,1668.3245,DKK,0.05,0.9148,1685.7599,1650.5872,Sell
BELEX15,BELEX 15 Index,1229.49,RSD,-0.0,-0.06,1229.55,1229.49,Neutral
OMXRGI,OMX Riga Gross Index,903.9078,EUR,-0.06,-0.5703,906.2374,902.9283,Neutral
OMXTGI,OMX Tallinn Gross Index,2088.2951,EUR,0.1,2.0241,2093.3956,2086.7867,Strong buy
XU100,BIST 100 Index,13092.93,TRY,-1.45,-193.19,13259.08,12944.68,Sell
TA35,TA-35 Index,4177.58,ILS,0.76,31.41,4182.37,4094.07,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,107285.27,ZAR,-1.83,-2001.97,109529.25,107285.27,Sell
NIFTY,Nifty 50 Index,23151.1,INR,-2.06,-488.05,23492.4,23112.0,Strong sell
SENSEX,BSE Sensex Index,74563.92,INR,-1.93,-1470.5,75576.2,74454.6,Strong sell
DFMGI,DFM General Index,5426.28,AED,-1.66,-91.8,5517.36,5391.98,Strong sell
TASI,Tadawul All Shares Index,10893.27,SAR,-0.45,-48.73,10986.41,10877.76,Sell
GNRI,QE Index,10485.94,QAR,-0.86,-91.31,10582.82,10446.64,Strong sell
EGX30,EGX 30 Index,46791.0,EGP,-0.86,-404.4,47743.0,46723.4,Sell
I,IBOV Bovespa Index,177653.31,BRL,-0.91,-1631.18,180995.79,177321.97,Sell
ME,S&P/BMV IPC Index,65648.91,MXN,-0.66,-436.9,66515.64,65575.92,Sell
IMV,S&P MERVAL Index,2642584.17,ARS,-1.96,-52839.53,2722456.4,2630564.12,Sell
ICAP,MSCI COLCAP Index,2180.75,COP,0.39,8.43,2197.81,2162.26,Sell
SP_IPSA,S&P IPSA Index,10466.52,CLP,0.64,66.88,10469.3,10306.41,Sell
MXNUAMPEGEN,MSCI NUAM Peru General,51732.54,PEN,-1.95,-1028.59,52875.81,51564.17,Sell
BUX,Budapest Stock Exchange Index,121754.84,HUF,-0.22,-273.75,122761.83,120737.39,Sell
GD,ATHEX Composite Index,2132.56,EUR,0.1,2.19,2137.81,2105.33,Sell
BET,Bucharest Exchange Trading Index,28212.39,RON,-0.18,-49.89,28349.34,28122.32,Buy
IDX30,IDX 30 Index,391.857,IDR,-2.16,-8.644,400.285,390.266,Strong sell
SET,SET Index,1409.35,THB,-1.43,-20.45,1424.77,1404.45,Neutral
IBEX35,IBEX 35,17059.29,EUR,-0.47,-80.6,17291.1,16870.4,Sell
VIX,VOLATILITY S&P 500,27.18,USD,-0.37,-0.1,28.47,24.67,Buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,365.79,USD,0.21,0.76,365.79,365.03,Buy
SSMI,Swiss Market Index,12839.26,CHF,-0.02,-2.89,12945.21,12705.94,Sell
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,91.1698,USD,-4.33,-4.1279,95.2977,91.1698,Buy
RUI,US Small Cap 1000 Index,3616.2834,USD,-0.59,-21.3646,3671.2989,3611.796,Sell
HK33HKD,Hong Kong 33,25457.4,HKD,-0.02,-4.6,25747.9,25334.9,Strong sell
DEU40,GERMAN STOCK INDEX (DAX),23447.3,EUR,-0.6,-142.36,23762.12,23293.52,Strong sell
RUA,US Small Cap 3000 Index,3766.7167,USD,-0.58,-21.8654,3824.0925,3761.757,Sell
NZ50G,NZX 50 INDEX,13187.35,NZD,-0.09,-11.95,13203.61,13074.85,Strong sell
CAC40,CAC 40,7911.54,EUR,-0.91,-72.91,8016.43,7872.73,Strong sell
N100,Euronext 100 Index,1752.72,EUR,-0.36,-6.4,1774.64,1740.18,Sell
SOX,PHLX Semiconductor,7646.63,USD,0.05,3.45,7818.99,7617.98,Sell
AU200AUD,Australia 200,8545.4,AUD,-0.48,-41.1,8662.9,8502.9,Strong sell
AEX,AEX,1001.67,EUR,0.1,1.04,1010.99,992.82,Buy
SXXP,STOXX 600,595.86,EUR,-0.5,-3.01,603.15,591.94,Sell
US30USD,US Wall St 30,46484.7,USD,-0.53,-247.4,47115.4,46414.3,Sell
HGX,PHLX Housing Sector,634.23,USD,0.64,4.02,639.47,632.27,Sell
DE30EUR,Germany 30,23337.2,EUR,-0.77,-181.6,23759.7,23278.2,Strong sell
NYA,NYSE Composite Index,22050.9358,USD,-0.31,-67.7632,22329.3058,22018.0907,Sell
XAU,PHLX Gold/Silver Sector,383.95,USD,-5.39,-21.89,403.44,381.89,Sell
NL25EUR,Netherlands 25,999.105,EUR,0.1,1.0,1010.955,992.43,Sell
OSX,PHLX Oil Service Sector,89.87,USD,-0.57,-0.52,90.44,88.87,Neutral
XAX,NYSE American Composite Index,8420.4669,USD,-2.32,-199.6057,8631.5934,8409.2386,Sell
RUT,US Small Cap 2000 Index,2480.0507,USD,-0.36,-8.9393,2519.93,2471.9086,Sell
