symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7138.81,USD,-0.49,-35.11,7152.52,7115.17,Buy
IXIC,US Composite Index,24663.79,USD,-0.9,-223.31,24724.7,24524.23,Buy
DJI,Dow Jones Industrial Average Index,49141.94,USD,-0.05,-25.86,49381.33,49077.75,Buy
VIX,CBOE Volatility Index,17.83,,-1.05,-0.19,19.43,17.78,Strong sell
TSX,S&P/TSX Composite index,33584.34,CAD,-0.69,-233.85,33844.86,33550.45,Neutral
UKX,UK 100 INDEX,10332.8,GBP,0.11,11.72,10381.92,10288.71,Sell
DAX,DAX Index,24018.26,EUR,-0.27,-65.27,24153.99,23897.24,Buy
PX1,CAC 40 Index,8104.09,EUR,-0.46,-37.83,8172.89,8090.7,Sell
FTMIB,MILANO ITALIA BORSA INDEX,48040.23,EUR,0.77,366.33,48326.8,47825.57,Buy
NI225,Japan 225 Index,59917.24,JPY,-1.02,-619.9,60634.66,59701.84,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6641.03,KRW,0.39,25.99,6712.73,6621.73,Buy
000001,SSE Composite Index,4078.6374,CNY,-0.19,-7.7068,4090.2014,4062.872,Buy
399001,Shenzhen Component Index,14830.4552,CNY,-1.1,-165.2931,14943.355,14772.4644,Buy
HSI,Hang Seng Index,25679.78,HKD,-0.95,-245.87,25896.66,25609.61,Sell
STI,STRAITS TIMES INDEX,4887.7,SGD,-0.1,-5.04,4930.02,4882.01,Sell
XJO,S&P/ASX 200 Index,8710.7,AUD,-0.64,-55.7,8766.4,8693.4,Strong sell
NZ50G,S&P/NZX 50 Gross Index,12764.4,NZD,-0.86,-110.54,12874.94,12729.32,Sell
FBMKLCI,FBM KLCI,1729.6,,0.72,12.33,1729.6,1714.12,Buy
COMPOSITE,IDX Composite Index,7072.392,IDR,-0.48,-34.128,7151.506,7032.984,Strong sell
SX5E,STOXX 50,5836.11,EUR,-0.41,-24.22,5885.15,5822.26,Sell
IBC,IBEX 35 Index,17774.9,EUR,0.46,82.0,17889.4,17711.5,Buy
SMI,Swiss Market Index,13147.94,CHF,-0.13,-17.29,13161.81,13009.84,Buy
WIG20,WIG20 Index,3502.06,PLN,-0.76,-26.84,3566.57,3497.84,Neutral
AEX,AEX-Index,1001.01,EUR,-0.78,-7.9,1011.91,998.78,Neutral
BEL20,BEL 20 Index,5334.76,EUR,-0.39,-20.73,5350.17,5300.93,Neutral
OMXH25,OMX Helsinki 25 Index,6180.2791,EUR,-0.94,-58.8077,6198.9502,6096.422,Buy
OMXS30,OMX Stockholm 30 Index,3056.0111,SEK,-0.77,-23.7443,3088.7568,3033.025,Sell
OMXC25,OMX Copenhagen 25 Index,1738.9418,DKK,0.17,2.8813,1746.708,1729.4455,Neutral
BELEX15,BELEX 15 Index,1210.32,RSD,0.4,4.83,1210.57,1205.49,Sell
OMXRGI,OMX Riga Gross Index,884.2091,EUR,-0.57,-5.0444,889.2713,884.2091,Sell
OMXTGI,OMX Tallinn Gross Index,2113.6179,EUR,-0.1,-2.0132,2122.595,2105.4071,Buy
OMXVGI,OMX Vilnius Gross Index,1443.0113,EUR,-0.11,-1.6097,1446.2817,1440.1101,Buy
XU100,BIST 100 Index,14329.34,TRY,-1.81,-264.67,14608.52,14329.34,Buy
TA35,TA-35 Index,4320.73,ILS,-0.63,-27.44,4363.87,4316.43,Neutral
SA40,SOUTH AFRICA TOP 40 INDEX,106581.69,ZAR,-2.05,-2233.05,108847.88,106497.5,Sell
NIFTY,Nifty 50 Index,23995.7,INR,-0.4,-97.0,24181.8,23957.05,Neutral
SENSEX,BSE Sensex Index,76886.91,INR,-0.54,-416.72,77493.53,76741.06,Sell
DFMGI,DFM General Index,5857.83,AED,-0.22,-12.79,5924.0,5856.06,Neutral
TASI,Tadawul All Shares Index,11179.95,SAR,0.1,11.44,11223.14,11177.66,Neutral
GNRI,QE Index,10622.63,QAR,-0.18,-19.27,10669.58,10601.77,Sell
EGX30,EGX 30 Index,52230.6,EGP,-0.93,-488.5,52896.9,52203.0,Buy
I,IBOV Bovespa Index,188618.69,BRL,-0.51,-960.1,189578.5,187236.79,Neutral
ME,S&P/BMV IPC Index,67269.29,MXN,-1.06,-723.07,67912.29,66883.12,Sell
IMV,S&P MERVAL Index,2869560.32,ARS,0.12,3303.2,2891218.4,2849165.98,Neutral
ICAP,MSCI COLCAP Index,2167.42,,-1.02,-22.44,2201.18,2156.58,Sell
SP_IPSA,S&P IPSA Index,10905.45,CLP,-2.02,-224.58,11130.03,10902.97,Neutral
MXNUAMPEGEN,MSCI NUAM Peru General,50690.79,PEN,-1.95,-1008.04,51681.76,50380.55,Sell
BUX,Budapest Stock Exchange Index,132855.51,HUF,-0.24,-312.99,134172.14,132816.88,Buy
GD,ATHEX Composite Index,2203.09,EUR,-0.85,-18.95,2229.85,2203.08,Neutral
BET,Bucharest Exchange Trading Index,28392.14,RON,-2.67,-779.86,29173.82,28392.14,Neutral
IDX30,IDX 30 Index,378.489,IDR,-0.23,-0.878,381.77,375.697,Strong sell
SET,SET Index,1480.2,THB,0.07,1.07,1489.78,1467.67,Buy
DEU40,GERMAN STOCK INDEX (DAX),24018.27,EUR,-0.27,-65.27,24153.99,23897.24,Buy
IBEX35,IBEX 35,17774.91,EUR,0.46,82.02,17889.4,17711.5,Buy
SSMI,Swiss Market Index,13147.93,CHF,-0.13,-17.29,13161.81,13009.84,Buy
SOX,PHLX Semiconductor,10035.57,USD,-3.58,-372.47,10184.99,9865.37,Buy
