symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7398.92,USD,0.84,61.82,7401.5,7362.97,Strong buy
IXIC,US Composite Index,26247.07,USD,1.71,440.87,26248.62,25944.78,Strong buy
DJI,Dow Jones Industrial Average Index,49609.17,USD,0.02,12.19,49830.7,49486.96,Buy
VIX,CBOE Volatility Index,17.19,,0.64,0.11,17.53,16.82,Sell
TSX,S&P/TSX Composite index,34077.76,CAD,0.65,221.14,34122.8,33959.72,Buy
UKX,UK 100 INDEX,10233.08,GBP,-0.43,-43.87,10278.73,10184.99,Sell
DAX,DAX Index,24338.63,EUR,-1.32,-324.98,24513.52,24289.72,Buy
PX1,CAC 40 Index,8112.57,EUR,-1.09,-89.51,8158.93,8095.69,Sell
FTMIB,MILANO ITALIA BORSA INDEX,49289.53,EUR,-0.0,-1.47,49445.17,48949.09,Buy
NI225,Japan 225 Index,62713.43,JPY,-0.19,-120.34,62724.36,62137.95,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),7498.01,KRW,0.11,7.95,7511.01,7318.96,Buy
000001,SSE Composite Index,4179.9524,CNY,-0.0,-0.1398,4183.0631,4154.2456,Buy
399001,Shenzhen Component Index,15563.7971,CNY,-0.5,-78.0884,15639.3878,15466.8377,Buy
HSI,Hang Seng Index,26393.71,HKD,-0.87,-232.57,26470.49,26274.8,Buy
STI,STRAITS TIMES INDEX,4921.91,SGD,-0.41,-20.06,4939.1,4895.09,Neutral
XJO,S&P/ASX 200 Index,8744.4,AUD,-1.51,-133.7,8878.1,8717.6,Sell
NZ50G,S&P/NZX 50 Gross Index,13175.13,NZD,-0.72,-95.48,13272.62,13144.36,Neutral
FBMKLCI,FBM KLCI,1748.06,,-0.61,-10.79,1760.19,1748.06,Buy
COMPOSITE,IDX Composite Index,6969.396,IDR,-2.86,-204.925,7186.83,6969.396,Strong sell
SX5E,STOXX 50,5911.54,EUR,-1.02,-61.12,5950.21,5901.12,Buy
IBC,IBEX 35 Index,17889.4,EUR,-0.95,-171.4,18018.6,17856.0,Buy
SMI,Swiss Market Index,13100.63,CHF,-0.26,-34.8,13135.43,13034.47,Sell
WIG20,WIG20 Index,3535.94,PLN,-1.59,-57.05,3606.98,3522.26,Neutral
AEX,AEX-Index,1017.5,EUR,-0.19,-1.92,1020.55,1010.46,Buy
BEL20,BEL 20 Index,5463.32,EUR,-0.12,-6.43,5471.5,5427.49,Buy
OMXH25,OMX Helsinki 25 Index,6241.0909,EUR,-0.7,-43.8845,6281.0405,6226.2651,Neutral
OMXS30,OMX Stockholm 30 Index,3073.6863,SEK,-1.21,-37.6318,3096.7587,3063.6179,Neutral
OMXC25,OMX Copenhagen 25 Index,1745.0814,DKK,-0.64,-11.2988,1747.4932,1726.5175,Neutral
BELEX15,BELEX 15 Index,1220.73,RSD,0.26,3.19,1223.68,1217.54,Neutral
OMXRGI,OMX Riga Gross Index,881.4809,EUR,-0.23,-2.011,883.8805,880.307,Sell
OMXTGI,OMX Tallinn Gross Index,2122.0513,EUR,-0.21,-4.3984,2126.9488,2120.6299,Buy
XU100,BIST 100 Index,15062.65,TRY,0.15,22.4,15167.1,14933.47,Buy
TA35,TA-35 Index,4514.42,ILS,1.0,44.73,4529.18,4453.02,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,110096.08,ZAR,-1.1,-1228.25,111397.21,109139.44,Buy
NIFTY,Nifty 50 Index,24176.15,INR,-0.62,-150.5,24253.8,24126.65,Buy
SENSEX,BSE Sensex Index,77328.19,INR,-0.66,-516.33,77647.44,77146.43,Sell
DFMGI,DFM General Index,5902.21,AED,-0.5,-29.66,5926.19,5870.28,Buy
TASI,Tadawul All Shares Index,11031.32,SAR,0.75,82.05,11044.8,10965.6,Sell
GNRI,QE Index,10714.25,QAR,0.61,65.0,10714.25,10641.15,Buy
EGX30,EGX 30 Index,53605.1,EGP,1.99,1047.5,54045.6,52557.6,Strong buy
IBOV,Bovespa Index,184108.29,BRL,0.49,890.03,185584.45,183217.23,Sell
ME,S&P/BMV IPC Index,69855.58,MXN,-0.23,-163.87,70643.24,69739.95,Buy
IMV,S&P MERVAL Index,2769126.64,ARS,-2.3,-65156.61,2849177.08,2757107.46,Sell
ICAP,MSCI COLCAP Index,2122.7,,-2.0,-43.24,2166.45,2122.7,Strong sell
SP_IPSA,S&P IPSA Index,10758.9,CLP,-1.03,-112.38,10879.74,10758.9,Sell
MXNUAMPEGEN,MSCI NUAM Peru General,52049.03,PEN,0.0,0.0,52792.45,52049.03,Buy
BUX,Budapest Stock Exchange Index,134545.2,HUF,-0.44,-593.63,135291.46,132530.75,Buy
GD,ATHEX Composite Index,2280.09,EUR,-1.11,-25.65,2300.06,2275.22,Buy
BET,Bucharest Exchange Trading Index,29719.62,RON,1.21,354.28,29779.39,29364.98,Buy
IDX30,IDX 30 Index,380.551,IDR,-2.13,-8.291,391.084,380.551,Sell
