symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7386.66,USD,-0.26,-19.06,7483.15,7237.85,Neutral
IXIC,US Composite Index,25678.81,USD,-0.97,-250.85,26259.92,24980.38,Sell
DJI,Dow Jones Industrial Average Index,50872.12,USD,0.17,86.1,51260.92,50211.12,Buy
VIX,CBOE Volatility Index,19.87,,5.02,0.95,23.34,17.52,Buy
TSX,S&P/TSX Composite index,34411.69,,-0.19,-67.05,34739.03,33990.51,Neutral
UKX,UK 100 INDEX,10227.33,GBP,-1.41,-145.86,10372.77,10227.33,Strong sell
DAX,DAX Index,24433.06,,-0.74,-183.16,24820.95,24398.87,Sell
PX1,CAC 40 Index,8203.43,,0.05,4.14,8290.7,8175.61,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,50262.77,EUR,0.11,54.65,51240.25,50253.41,Strong buy
NI225,Japan 225 Index,65416.41,JPY,2.17,1392.03,65485.16,63918.96,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),8096.94,KRW,8.18,612.52,8119.09,7598.87,Buy
000001,SSE Composite Index,4010.0307,,1.28,50.6929,4010.8715,3955.908,Sell
399001,Shenzhen Component Index,15268.7147,,3.02,447.5286,15274.7164,14846.5535,Neutral
HSI,Hang Seng Index,24565.9,,-0.37,-91.16,24740.65,24486.39,Strong sell
STI,STRAITS TIMES INDEX,5023.26,SGD,1.2,59.58,5026.76,4964.66,Buy
XJO,S&P/ASX 200 Index,8604.2,,-0.24,-20.9,8625.1,8490.9,Strong sell
NZ50G,S&P/NZX 50 Gross Index,13154.52,,-0.38,-49.56,13210.24,13154.52,Buy
FBMKLCI,FBM KLCI,1675.5,,-0.24,-4.02,1687.93,1675.04,Sell
COMPOSITE,IDX Composite Index,5746.648,,7.57,404.511,5746.648,5318.145,Sell
SX5E,STOXX 50,6048.55,EUR,-0.23,-13.75,6149.17,6048.55,Buy
IBC,IBEX 35 Index,18174.7,,-0.27,-48.4,18467.6,18174.7,Buy
SMI,Swiss Market Index,13356.31,,0.27,35.32,13468.73,13275.93,Buy
WIG20,WIG20 Index,3640.31,,0.32,11.75,3674.18,3621.64,Buy
AEX,AEX-Index,1046.86,,0.18,1.87,1062.4,1046.04,Buy
BEL20,BEL 20 Index,5565.12,,0.29,15.89,5610.3,5542.08,Buy
OMXH25,OMX Helsinki 25 Index,6341.3686,,-1.78,-114.7299,6461.2792,6341.3686,Sell
OMXS30,OMX Stockholm 30 Index,3070.2241,,-1.18,-36.5343,3118.374,3069.9636,Sell
OMXC25,OMX Copenhagen 25 Index,1734.9363,,-0.36,-6.3043,1747.385,1730.6312,Sell
BELEX15,BELEX 15 Index,1223.89,,0.01,0.12,1224.63,1223.77,Neutral
OMXTGI,OMX Tallinn Gross Index,2102.1677,,0.4,8.3771,2106.0293,2090.5862,Neutral
XU100,BIST 100 Index,13741.89,,-0.86,-118.7,13935.1,13714.16,Sell
