symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6886.24,USD,1.02,69.34,6887.0,6790.02,Buy
IXIC,US Composite Index,23183.73,USD,1.23,280.83,23187.96,22795.82,Buy
DJI,Dow Jones Industrial Average Index,48218.25,USD,0.63,301.67,48221.37,47505.97,Buy
VIX,CBOE Volatility Index,19.12,,-0.57,-0.11,21.58,18.96,Sell
TSX,S&P/TSX Composite index,33879.24,CAD,0.54,183.48,33913.48,33548.01,Strong buy
UKX,UK 100 INDEX,10582.97,GBP,-0.17,-17.57,10607.69,10528.57,Buy
DAX,DAX Index,23742.44,EUR,-0.26,-61.51,23756.85,23482.01,Buy
PX1,CAC 40 Index,8235.98,EUR,-0.29,-23.62,8235.98,8163.37,Buy
FTMIB,MILANO ITALIA BORSA INDEX,47527.15,EUR,-0.17,-82.2,47562.75,47080.61,Buy
NI225,Japan 225 Index,56924.06,JPY,1.84,1028.79,57012.77,56251.18,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5808.63,KRW,-0.86,-50.25,5827.73,5730.23,Buy
000001,SSE Composite Index,3988.558,CNY,0.06,2.3333,3991.2622,3966.1981,Neutral
399001,Shenzhen Component Index,14407.8639,CNY,0.69,98.3921,14440.2644,14233.1117,Buy
HSI,Hang Seng Index,25660.85,HKD,-0.9,-232.69,25717.38,25508.53,Neutral
STI,STRAITS TIMES INDEX,4984.17,SGD,-0.11,-5.25,4984.17,4965.48,Buy
XJO,S&P/ASX 200 Index,8926.0,AUD,-0.39,-34.6,8960.6,8889.6,Buy
NZ50G,S&P/NZX 50 Gross Index,13020.18,NZD,-1.22,-161.26,13181.44,12960.34,Sell
FBMKLCI,FBM KLCI,1680.52,,-0.64,-10.79,1685.52,1675.64,Sell
COMPOSITE,IDX Composite Index,7500.187,IDR,0.56,41.691,7527.873,7351.361,Buy
SX5E,STOXX 50,5846.75,EUR,-1.34,-79.37,5908.86,5846.75,Buy
IBC,IBEX 35 Index,18023.8,EUR,-0.99,-180.5,18048.4,17862.1,Buy
SMI,Swiss Market Index,13145.91,CHF,-0.28,-37.37,13170.71,13063.61,Buy
WIG20,WIG20 Index,3596.03,PLN,-0.02,-0.81,3596.03,3565.98,Buy
AEX,AEX-Index,1012.18,EUR,0.19,1.93,1012.98,1003.11,Strong buy
BEL20,BEL 20 Index,5426.85,EUR,-0.53,-28.74,5447.95,5402.49,Buy
OMXH25,OMX Helsinki 25 Index,6265.7476,EUR,1.13,69.8603,6287.1824,6175.5476,Buy
OMXS30,OMX Stockholm 30 Index,3102.7318,SEK,-0.23,-7.1657,3103.6262,3069.151,Buy
OMXC25,OMX Copenhagen 25 Index,1743.8587,DKK,-0.66,-11.5954,1744.4604,1733.1045,Neutral
BELEX15,BELEX 15 Index,1203.56,RSD,-1.3,-15.84,1207.27,1199.53,Strong sell
OMXRGI,OMX Riga Gross Index,887.4623,EUR,0.68,6.0335,889.108,880.8464,Neutral
OMXTGI,OMX Tallinn Gross Index,2106.2765,EUR,0.42,8.7285,2110.6246,2099.4801,Strong buy
OMXVGI,OMX Vilnius Gross Index,1405.362,EUR,-0.49,-6.8987,1408.7185,1401.4346,Buy
XU100,BIST 100 Index,14058.51,TRY,-0.11,-15.28,14099.2,13842.77,Buy
TA35,TA-35 Index,4382.71,ILS,-1.36,-60.51,4401.4,4360.3,Buy
