symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6875.61,USD,1.16,78.74,6910.39,6804.96,Neutral
IXIC,US Composite Index,23224.81,USD,1.18,270.49,23383.24,22927.88,Sell
DJI,Dow Jones Industrial Average Index,49077.24,USD,1.21,588.64,49295.03,48546.03,Buy
VIX,CBOE Volatility Index,16.9,,-15.88,-3.19,20.81,16.67,Neutral
TSX,S&P/TSX Composite index,32851.53,CAD,0.31,101.25,33015.81,32691.46,Buy
UKX,UK 100 INDEX,10138.1,GBP,0.11,11.31,10161.54,10093.67,Buy
DAX,DAX Index,24560.98,EUR,-0.58,-142.14,24656.73,24349.54,Sell
PX1,CAC 40 Index,8069.17,EUR,0.08,6.59,8090.49,8014.14,Neutral
FTMIB,MILANO ITALIA BORSA INDEX,44488.37,EUR,-0.5,-225.08,44675.09,44063.48,Neutral
NI225,Japan 225 Index,52774.59,JPY,-0.41,-216.46,52848.78,52194.81,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4909.94,KRW,0.49,24.18,4910.54,4807.13,Buy
000001,SSE Composite Index,4116.94,CNY,0.08,3.291,4135.9585,4103.5291,Strong buy
399001,Shenzhen Component Index,14255.125,CNY,0.7,99.4967,14320.9354,14102.2116,Strong buy
HSI,Hang Seng Index,26585.06,HKD,0.37,97.55,26692.78,26397.04,Strong buy
STI,STRAITS TIMES INDEX,4809.89,SGD,-0.38,-18.12,4814.77,4790.43,Buy
XJO,S&P/ASX 200 Index,8782.9,AUD,-0.37,-33.0,8815.9,8765.9,Buy
NZ50G,S&P/NZX 50 Gross Index,13461.48,NZD,0.33,44.31,13464.49,13417.17,Sell
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1705.81,MYR,0.4,6.75,1708.62,1693.95,Strong buy
COMPOSITE,IDX Composite Index,9010.33,IDR,-1.36,-124.37,9105.231,8977.681,Buy
SX5E,STOXX 50,5882.89,EUR,-0.16,-9.2,5899.24,5822.92,Neutral
IBC,IBEX 35 Index,17439.5,EUR,0.06,10.4,17494.6,17241.0,Buy
SMI,Swiss Market Index,13156.81,CHF,-0.1,-13.15,13170.79,13063.67,Neutral
WIG20,WIG20 Index,3262.89,PLN,-0.17,-5.56,3275.81,3221.72,Buy
AEX,AEX-Index,993.94,EUR,0.28,2.77,996.09,984.21,Buy
BEL20,BEL 20 Index,5255.84,EUR,0.13,6.88,5277.36,5224.15,Buy
OMXH25,OMX Helsinki 25 Index,5796.221,EUR,0.97,55.498,5812.1428,5717.606,Buy
OMXS30,OMX Stockholm 30 Index,2988.02,SEK,0.39,11.6486,2988.0342,2947.9638,Buy
OMXC25,OMX Copenhagen 25 Index,1887.7031,DKK,-0.37,-7.104,1892.3839,1870.1157,Buy
BELEX15,BELEX 15 Index,1259.54,RSD,-0.24,-2.98,1262.52,1259.4,Buy
OMXRGI,OMX Riga Gross Index,931.3357,EUR,0.13,1.1953,932.7195,928.5895,Buy
OMXTGI,OMX Tallinn Gross Index,2056.6922,EUR,0.11,2.2356,2058.3266,2054.0811,Buy
XU100,BIST 100 Index,12728.18,TRY,-0.61,-77.63,12847.24,12575.67,Buy
TA35,TA-35 Index,3932.19,ILS,-0.41,-16.22,3971.38,3898.7,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,112885.04,ZAR,0.17,194.21,113915.33,112604.13,Strong buy
NIFTY,Nifty 50 Index,25157.5,INR,-0.3,-75.0,25300.95,24919.8,Sell
SENSEX,S&P BSE SENSEX Index,81909.63,INR,-0.33,-270.84,82407.05,81124.45,Sell
DFMGI,DFM General Index,6397.34,AED,0.35,22.06,6398.12,6360.95,Buy
TASI,Tadawul All Shares Index,10948.28,SAR,0.33,35.85,10958.18,10871.23,Buy
GNRI,QE Index,11216.7,QAR,-0.03,-3.52,11250.07,11203.39,Buy
EGX30,EGX 30 Index,46048.7,EGP,0.31,143.5,46131.8,45627.4,Buy
I,IBOV Bovespa Index,171816.67,BRL,3.33,5539.77,171969.01,166277.91,Strong buy
ME,S&P/BMV IPC Index,68036.13,MXN,0.52,352.75,68761.37,67735.27,Strong buy
IMV,S&P MERVAL Index,3047553.39,ARS,3.58,105461.93,3051267.57,2942091.46,Buy
ICAP,MSCI COLCAP Index,2444.98,COP,1.79,42.97,2445.25,2403.62,Strong buy
SP_IPSA,S&P IPSA Index,11254.87,CLP,0.86,95.52,11335.05,11159.35,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,52086.66,PEN,-0.17,-91.1,52591.23,52038.36,Buy
