symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6875.15,USD,1.23,83.47,6877.28,6843.94,Buy
IXIC,US Composite Index,23637.45,USD,1.86,432.59,23658.66,23493.96,Strong buy
DJI,Dow Jones Industrial Average Index,47544.6,USD,0.71,337.47,47564.52,47375.96,Strong buy
VIX,CBOE Volatility Index,15.79,,-3.54,-0.58,16.07,15.62,Sell
TSX,S&P/TSX Composite index,30275.76,CAD,-0.25,-77.31,30386.62,30087.48,Buy
UKX,UK 100 INDEX,9653.81,GBP,0.08,8.19,9672.74,9632.83,Buy
DAX,DAX Index,24308.78,EUR,0.28,68.89,24348.59,24185.84,Buy
PX1,CAC 40 Index,8239.18,EUR,0.16,13.55,8252.64,8202.72,Buy
FTMIB,MILANO ITALIA BORSA INDEX,42911.58,EUR,1.0,424.92,42975.42,42626.74,Strong buy
NI225,Japan 225 Index,50512.27,JPY,2.46,1212.67,50549.6,49838.98,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4042.83,KRW,2.57,101.23,4042.83,3999.79,Strong buy
000001,SSE Composite Index,3996.9445,CNY,1.18,46.633,3999.0667,3963.1017,Strong buy
399001,Shenzhen Component Index,13489.4032,CNY,1.51,200.2191,13510.7081,13346.8121,Buy
HSI,Hang Seng Index,26433.7,HKD,1.05,273.55,26495.97,26319.22,Buy
STI,STRAITS TIMES INDEX,4440.31,SGD,0.41,18.1,4448.95,4434.27,Strong buy
XJO,S&P/ASX 200 Index,9055.6,AUD,0.41,36.6,9083.4,9019.0,Strong buy
NZ50G,S&P/NZX 50 Gross Index,13344.16,NZD,-0.35,-47.43,13391.59,13342.82,Buy
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1618.38,MYR,0.32,5.11,1623.23,1617.45,Buy
COMPOSITE,IDX Composite Index,8117.151,IDR,-1.87,-154.571,8354.673,7959.169,Neutral
SX5E,STOXX 50,5711.07,EUR,0.64,36.56,5712.78,5684.66,Buy
IBC,IBEX 35 Index,16000.2,EUR,0.87,138.7,16027.5,15889.1,Strong buy
SMI,Swiss Market Index,12527.59,CHF,-0.32,-40.59,12548.52,12446.05,Buy
WIG20,WIG20 Index,2980.91,PLN,-0.01,-0.28,3014.08,2973.46,Buy
AEX,AEX-Index,982.0,EUR,0.31,3.03,985.97,980.38,Buy
BEL20,BEL 20 Index,4994.6,EUR,0.01,0.31,5000.12,4945.85,Buy
OMXH25,OMX Helsinki 25 Index,5434.4804,EUR,0.69,37.332,5435.3782,5394.6876,Strong buy
OMXS30,OMX Stockholm 30 Index,2797.7304,SEK,0.39,10.8365,2802.2665,2787.4561,Strong buy
OMXC25,OMX Copenhagen 25 Index,1698.6104,DKK,-0.25,-4.2921,1711.223,1694.0784,Buy
BELEX15,BELEX 15 Index,1230.56,RSD,-0.18,-2.25,1232.81,1229.98,Buy
OMXRGI,OMX Riga Gross Index,911.4199,EUR,0.06,0.5842,913.1144,909.8194,Buy
