symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6967.39,USD,1.18,81.16,6969.42,6905.17,Strong buy
IXIC,US Composite Index,23639.08,USD,1.96,455.35,23639.08,23331.5,Strong buy
DJI,Dow Jones Industrial Average Index,48536.0,USD,0.66,317.75,48592.29,48192.3,Buy
VIX,CBOE Volatility Index,18.36,,-3.97,-0.76,18.76,17.89,Sell
TSX,S&P/TSX Composite index,34102.36,CAD,0.66,223.12,34121.65,33844.29,Strong buy
UKX,UK 100 INDEX,10609.07,GBP,0.25,26.1,10630.39,10569.81,Buy
DAX,DAX Index,24044.22,EUR,1.27,301.78,24087.3,23938.11,Buy
PX1,CAC 40 Index,8327.86,EUR,1.12,91.88,8336.05,8249.79,Buy
FTMIB,MILANO ITALIA BORSA INDEX,48175.64,EUR,1.36,648.49,48214.82,47708.42,Strong buy
NI225,Japan 225 Index,57877.17,JPY,2.43,1374.4,57979.82,57010.18,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5967.76,KRW,2.74,159.13,6026.52,5938.33,Buy
000001,SSE Composite Index,4026.6256,CNY,0.95,38.0676,4026.6256,3992.4071,Buy
399001,Shenzhen Component Index,14639.9522,CNY,1.61,232.0883,14640.7688,14463.93,Strong buy
HSI,Hang Seng Index,25872.32,HKD,0.82,211.47,25995.09,25668.53,Buy
STI,STRAITS TIMES INDEX,5007.58,SGD,0.47,23.41,5020.59,4992.64,Strong buy
XJO,S&P/ASX 200 Index,8970.8,AUD,0.5,44.8,9021.5,8926.0,Buy
NZ50G,S&P/NZX 50 Gross Index,13017.26,NZD,-0.02,-2.92,13137.71,12977.67,Sell
FBMKLCI,FBM KLCI,1688.12,,0.45,7.6,1694.16,1686.06,Sell
COMPOSITE,IDX Composite Index,7675.951,IDR,2.34,175.764,7686.355,7592.744,Buy
SX5E,STOXX 50,5984.52,EUR,2.36,137.77,5986.12,5910.86,Buy
IBC,IBEX 35 Index,18286.1,EUR,1.46,262.3,18286.1,18115.7,Buy
SMI,Swiss Market Index,13269.77,CHF,0.94,123.86,13271.73,13143.98,Strong buy
WIG20,WIG20 Index,3636.72,PLN,1.13,40.69,3654.27,3603.14,Buy
AEX,AEX-Index,1019.82,EUR,0.75,7.64,1024.19,1016.89,Buy
BEL20,BEL 20 Index,5485.91,EUR,1.09,59.06,5496.83,5452.21,Buy
OMXH25,OMX Helsinki 25 Index,6283.0031,EUR,0.28,17.2555,6318.5683,6266.9134,Buy
OMXS30,OMX Stockholm 30 Index,3131.1993,SEK,0.92,28.4675,3135.7075,3111.7383,Buy
OMXC25,OMX Copenhagen 25 Index,1767.2581,DKK,1.34,23.3994,1770.6747,1757.2161,Buy
BELEX15,BELEX 15 Index,1233.44,RSD,2.48,29.88,1233.44,1205.49,Buy
OMXRGI,OMX Riga Gross Index,884.3582,EUR,-0.35,-3.1041,889.8682,880.9781,Sell
OMXTGI,OMX Tallinn Gross Index,2110.8149,EUR,0.22,4.5384,2113.1988,2104.6624,Buy
OMXVGI,OMX Vilnius Gross Index,1405.7836,EUR,0.03,0.4216,1410.1627,1403.2495,Buy
XU100,BIST 100 Index,14202.24,TRY,1.02,143.73,14356.18,14098.35,Buy
TA35,TA-35 Index,4450.82,ILS,1.55,68.11,4450.82,4407.49,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,111944.57,ZAR,1.13,1254.89,112628.32,110669.42,Strong buy
NIFTY,Nifty 50 Index,23842.65,INR,-0.86,-207.95,23907.4,23555.6,Neutral
SENSEX,BSE Sensex Index,76847.57,INR,-0.91,-702.68,77063.41,75868.32,Neutral
DFMGI,DFM General Index,5719.5,AED,0.9,51.24,5757.82,5671.15,Neutral
TASI,Tadawul All Shares Index,11486.18,SAR,0.52,59.41,11489.08,11414.9,Buy
GNRI,QE Index,10690.77,QAR,0.62,66.19,10708.41,10624.58,Neutral
EGX30,EGX 30 Index,49978.6,EGP,1.83,900.0,50018.4,49068.8,Strong buy
I,IBOV Bovespa Index,198657.33,BRL,0.33,656.62,199354.81,198001.48,Buy
ME,S&P/BMV IPC Index,68941.46,MXN,-0.94,-653.67,69957.41,68622.67,Buy
IMV,S&P MERVAL Index,2950634.57,ARS,-1.38,-41146.89,3016086.91,2944906.72,Buy
ICAP,MSCI COLCAP Index,2359.48,,0.52,12.12,2366.65,2332.23,Strong buy
SP_IPSA,S&P IPSA Index,11336.02,CLP,1.83,203.18,11352.44,11132.84,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,54015.53,PEN,-0.34,-182.65,54503.87,54015.53,Buy
BUX,Budapest Stock Exchange Index,138891.07,HUF,-0.41,-568.52,141478.51,137804.21,Strong buy
GD,ATHEX Composite Index,2284.4,EUR,2.64,58.66,2299.69,2239.18,Buy
BET,Bucharest Exchange Trading Index,28649.18,RON,0.6,171.65,28919.35,28462.68,Strong buy
IDX30,IDX 30 Index,406.105,IDR,1.77,7.071,407.852,403.479,Buy
SET,SET Index,1506.84,THB,1.15,17.18,1510.02,1494.6,Strong buy
AU200AUD,Australia 200,9019.1,AUD,-0.17,-15.6,9028.7,8941.7,Buy
NYA,NYSE Composite Index,23016.3778,USD,0.33,75.401,23050.9805,22926.4816,Buy
XAX,NYSE American Composite Index,8882.2713,USD,-0.86,-76.9613,8965.6677,8837.276,Buy
N100,Euronext 100 Index,1846.36,EUR,0.89,16.27,1847.27,1829.89,Buy
CAC40,CAC 40,8327.87,EUR,1.12,91.89,8336.05,8249.79,Buy
AEX,AEX,1019.83,EUR,0.75,7.64,1024.19,1016.89,Buy
HGX,PHLX Housing Sector,668.63,USD,0.27,1.77,673.18,666.13,Buy
HK33HKD,Hong Kong 33,26154.3,HKD,0.92,237.5,26197.3,25684.3,Buy
DEU40,GERMAN STOCK INDEX (DAX),24044.23,EUR,1.27,301.78,24087.3,23938.11,Buy
RUA,US Small Cap 3000 Index,3964.8877,USD,1.14,44.7638,3966.2038,3927.6619,Strong buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,74.3509,USD,-0.09,-0.0676,74.4185,74.3509,Sell
XAU,PHLX Gold/Silver Sector,409.36,USD,1.59,6.41,413.31,405.44,Buy
RUI,US Small Cap 1000 Index,3799.9469,USD,1.13,42.5803,3801.1752,3764.2807,Strong buy
VIX,VOLATILITY S&P 500,18.37,USD,-3.87,-0.74,18.76,17.89,Sell
OSX,PHLX Oil Service Sector,97.44,USD,-2.93,-2.94,99.55,97.18,Buy
NL25EUR,Netherlands 25,1019.99,EUR,0.39,3.925,1024.815,1014.265,Buy
DE30EUR,Germany 30,24140.0,EUR,0.52,124.0,24178.4,23947.4,Buy
NZ50G,NZX 50 INDEX,13025.46,NZD,0.06,8.21,13029.49,13017.26,Sell
IBEX35,IBEX 35,18286.1,EUR,1.46,262.31,18286.1,18115.7,Buy
SOX,PHLX Semiconductor,9224.11,USD,2.04,184.59,9225.46,9042.15,Strong buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,371.38,USD,-0.86,-3.22,371.38,371.38,Buy
SSMI,Swiss Market Index,13269.76,CHF,0.94,123.86,13271.73,13143.98,Strong buy
RUT,US Small Cap 2000 Index,2705.6682,USD,1.32,35.1762,2711.9153,2679.707,Strong buy
US30USD,US Wall St 30,48587.5,USD,-0.07,-32.0,48591.0,48574.5,Buy
SXXP,STOXX 600,619.96,EUR,0.83,5.11,619.96,614.93,Buy
