symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6920.92,USD,-0.34,-23.91,6965.69,6919.19,Buy
IXIC,US Composite Index,23584.26,USD,0.16,37.09,23723.37,23504.22,Buy
DJI,Dow Jones Industrial Average Index,48996.09,USD,-0.94,-466.0,49621.43,48951.99,Buy
VIX,CBOE Volatility Index,15.38,,4.27,0.63,15.48,14.83,Neutral
TSX,S&P/TSX Composite index,32135.49,CAD,-0.84,-271.53,32254.31,31974.94,Buy
UKX,UK 100 INDEX,10048.22,GBP,-0.74,-74.52,10124.75,10032.74,Buy
DAX,DAX Index,25122.26,EUR,0.92,230.06,25122.46,24982.62,Strong buy
PX1,CAC 40 Index,8233.92,EUR,-0.04,-3.51,8257.33,8211.62,Buy
FTMIB,MILANO ITALIA BORSA INDEX,45558.68,EUR,-0.43,-194.74,45978.1,45558.68,Buy
NI225,Japan 225 Index,51961.93,JPY,-1.06,-556.1,52404.11,51830.4,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4551.07,KRW,0.57,25.59,4611.72,4488.2,Buy
000001,SSE Composite Index,4085.7723,CNY,0.05,2.1051,4098.7771,4069.4358,Buy
399001,Shenzhen Component Index,14030.5582,CNY,0.06,8.0062,14111.1751,13935.5281,Buy
HSI,Hang Seng Index,26458.95,HKD,-0.94,-251.5,26616.94,26313.51,Buy
STI,STRAITS TIMES INDEX,4747.63,SGD,0.16,7.65,4765.29,4730.5,Buy
XJO,S&P/ASX 200 Index,8695.6,AUD,0.15,12.8,8734.3,8682.8,Neutral
NZ50G,S&P/NZX 50 Gross Index,13692.17,NZD,-0.17,-22.85,13715.02,13680.39,Buy
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1676.83,MYR,0.27,4.48,1676.83,1665.94,Buy
COMPOSITE,IDX Composite Index,8944.813,IDR,0.13,11.204,8970.869,8916.029,Buy
SX5E,STOXX 50,5923.58,EUR,-0.14,-8.22,5934.99,5911.7,Buy
IBC,IBEX 35 Index,17596.4,EUR,-0.29,-50.7,17706.4,17554.1,Buy
SMI,Swiss Market Index,13324.03,CHF,0.01,1.88,13394.3,13271.87,Buy
WIG20,WIG20 Index,3312.1,PLN,1.64,53.58,3312.1,3276.36,Strong buy
AEX,AEX-Index,979.15,EUR,-1.26,-12.52,987.26,978.41,Buy
BEL20,BEL 20 Index,5220.95,EUR,0.73,38.08,5220.95,5175.24,Strong buy
OMXH25,OMX Helsinki 25 Index,5831.262,EUR,1.12,64.5822,5848.2802,5755.8581,Strong buy
OMXS30,OMX Stockholm 30 Index,2963.3075,SEK,2.12,61.5234,2968.3502,2925.4308,Strong buy
OMXC25,OMX Copenhagen 25 Index,1898.3051,DKK,-0.05,-0.9068,1900.9006,1888.105,Strong buy
BELEX15,BELEX 15 Index,1258.42,RSD,-1.32,-16.79,1275.21,1258.42,Neutral
OMXRGI,OMX Riga Gross Index,925.8719,EUR,-0.43,-4.0353,932.2871,924.3139,Sell
OMXTGI,OMX Tallinn Gross Index,2068.7414,EUR,0.17,3.5262,2071.9367,2063.4528,Buy
XU100,BIST 100 Index,12028.84,TRY,0.04,5.06,12124.58,11990.25,Strong buy
TA35,TA-35 Index,3845.78,ILS,0.01,0.39,3865.29,3825.75,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,110023.49,ZAR,-0.78,-866.03,110891.58,109870.21,Buy
NIFTY,Nifty 50 Index,26140.75,INR,-0.14,-37.95,26187.15,26067.9,Buy
SENSEX,S&P BSE SENSEX Index,84961.14,INR,-0.12,-102.2,85075.99,84617.49,Sell
