symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7489.72,,0.7,52.09,7512.04,7399.83,Strong buy
IXIC,US Composite Index,25373.84,USD,1.0,251.67,25460.86,25004.33,Neutral
DJI,Dow Jones Industrial Average,52485.03,,0.53,276.97,52623.14,51996.32,Strong buy
VIX,CBOE Volatility Index,15.99,,-6.44,-1.1,18.7,15.82,Strong sell
TSX,S&P/TSX Composite index,35226.14,,-0.79,-279.7,35482.18,35189.78,Neutral
UKX,UK 100 INDEX,10868.04,GBP,-0.27,-29.24,10989.45,10829.34,Buy
DAX,DAX Index,25629.24,,0.07,17.21,25891.51,25549.53,Buy
PX1,CAC 40 Index,8509.64,,0.28,24.0,8576.55,8483.21,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,52172.54,EUR,0.13,68.15,52655.84,51940.82,Buy
NI225,Japan 225 Index,64361.8,JPY,4.03,2494.59,65364.73,61948.23,Neutral
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6595.46,KRW,17.91,1001.89,6630.77,5629.76,Sell
000001,SSE Composite Index,3832.2624,,0.72,27.5698,3847.0926,3822.3736,Sell
399001,Shenzhen Component Index,13578.9301,,2.21,293.1295,13841.9568,13578.9301,Sell
HSI,Hang Seng Index,25884.43,,0.1,25.55,25917.2,25622.92,Buy
STI,STRAITS TIMES INDEX,5628.51,SGD,-0.79,-45.08,5654.39,5604.22,Buy
XJO,S&P/ASX 200 Index,8976.8,,0.1,9.1,9059.8,8967.7,Buy
NZ50G,S&P/NZX 50 Gross Index,13699.28,,-0.46,-63.5,13943.33,13699.28,Neutral
FBMKLCI,FBM KLCI,1724.9,,0.26,4.5,1730.12,1715.67,Strong buy
COMPOSITE,IDX Composite Index,6236.126,,0.8,49.763,6236.615,6201.894,Buy
SX5E,STOXX 50,6358.02,EUR,0.21,13.61,6421.74,6332.58,Strong buy
IBC,IBEX 35 Index,19782.9,,0.13,25.2,19953.5,19702.5,Strong buy
SMI,Swiss Market Index,14346.14,,-0.32,-46.35,14541.42,14324.59,Buy
WIG20,WIG20 Index,3920.26,,0.33,12.98,3928.98,3891.59,Strong buy
AEX,AEX-Index,1099.18,,-0.5,-5.51,1112.17,1095.91,Buy
BEL20,BEL 20 Index,5685.82,,0.55,30.82,5735.73,5654.85,Buy
OMXH25,OMX Helsinki 25 Index,6220.0819,,0.28,17.2346,6266.3471,6220.0387,Buy
OMXS30,OMX Stockholm 30 Index,3246.9224,,0.42,13.48,3289.4594,3241.6405,Strong buy
OMXC25,OMX Copenhagen 25 Index,1841.2155,,-1.38,-25.8078,1881.3106,1832.8238,Sell
BELEX15,BELEX 15 Index,1218.35,,-0.07,-0.87,1220.63,1218.06,Buy
OMXTGI,OMX Tallinn Gross Index,2147.6591,,0.28,6.0284,2147.6591,2139.4804,Strong buy
XU100,BIST 100 Index,13458.1,,1.24,165.17,13458.1,13216.16,Sell
TA35,TA-35 Index,4149.5,,1.32,54.11,4153.57,4120.44,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,103257.7,ZAR,-0.48,-501.0,104407.83,102507.58,Buy
NIFTY,Nifty 50 Index,24383.6,,0.27,66.45,24429.4,24299.7,Buy
SENSEX,BSE Sensex Index,78094.64,,0.21,166.49,78272.25,77809.93,Buy
DFMGI,DFM General Index,5795.93,,0.07,3.77,5814.2,5769.7,Sell
TASI,Tadawul All Shares Index,10589.72,,0.43,45.62,10590.45,10509.34,Sell
GNRI,QE Index,9920.69,,-0.86,-86.22,10006.91,9889.98,Strong sell
