symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7483.24,,0.0,0.01,7540.75,7427.55,Buy
IXIC,US Composite Index,25832.66,USD,-0.8,-207.37,26261.09,25630.51,Neutral
DJI,Dow Jones Industrial Average,52900.07,,1.14,594.83,52903.85,52395.22,Strong buy
VIX,CBOE Volatility Index,16.15,,-2.65,-0.44,17.21,15.79,Strong sell
TSX,S&P/TSX Composite index,34966.67,,0.31,109.68,35110.05,34691.16,Strong buy
UKX,UK 100 INDEX,10652.88,GBP,1.67,174.55,10694.94,10436.76,Strong buy
DAX,DAX Index,25580.88,,2.16,540.6,25655.82,24994.64,Strong buy
PX1,CAC 40 Index,8474.86,,1.65,137.57,8503.24,8342.26,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,52428.17,EUR,1.6,823.6,52716.4,51557.9,Strong buy
NI225,Japan 225 Index,68732.93,JPY,-2.47,-1741.81,70081.39,68676.26,Neutral
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),7648.1,KRW,-7.89,-655.32,8136.28,7616.33,Sell
000001,SSE Composite Index,4028.9038,,-2.03,-83.5415,4093.6777,4019.2147,Strong sell
399001,Shenzhen Component Index,15498.8101,,-3.85,-620.3582,15886.6985,15453.5201,Sell
HSI,Hang Seng Index,23055.03,,0.76,174.01,23335.92,22953.7,Sell
STI,STRAITS TIMES INDEX,5217.15,SGD,1.08,55.64,5217.15,5164.95,Buy
XJO,S&P/ASX 200 Index,8724.5,,0.02,1.6,8729.4,8656.2,Sell
NZ50G,S&P/NZX 50 Gross Index,13582.19,,0.0,0.0,13582.19,13582.19,Buy
FBMKLCI,FBM KLCI,1661.83,,0.3,5.0,1666.26,1657.77,Sell
COMPOSITE,IDX Composite Index,5744.556,,0.87,49.44,5806.715,5704.499,Sell
SX5E,STOXX 50,6360.48,EUR,1.24,77.97,6393.83,6268.13,Strong buy
IBC,IBEX 35 Index,19671.8,,1.37,265.2,19799.5,19389.8,Strong buy
SMI,Swiss Market Index,14352.98,,1.69,238.98,14406.85,14120.56,Strong buy
WIG20,WIG20 Index,3668.34,,1.57,56.64,3682.39,3595.13,Strong buy
AEX,AEX-Index,1072.74,,-0.04,-0.4,1080.36,1066.59,Buy
BEL20,BEL 20 Index,5788.97,,1.51,85.98,5811.87,5705.29,Strong buy
OMXH25,OMX Helsinki 25 Index,6171.9106,,0.42,26.0051,6221.491,6105.7916,Sell
OMXS30,OMX Stockholm 30 Index,3210.4139,,0.8,25.5048,3232.8733,3166.4445,Strong buy
OMXC25,OMX Copenhagen 25 Index,1895.916,,2.64,48.7789,1896.199,1845.289,Strong buy
BELEX15,BELEX 15 Index,1209.09,,0.26,3.15,1209.09,1205.94,Sell
OMXTGI,OMX Tallinn Gross Index,2100.3828,,-0.04,-0.8408,2104.3951,2095.7084,Sell
XU100,BIST 100 Index,14455.03,,0.73,104.43,14487.16,14379.22,Buy
TA35,TA-35 Index,4142.12,,0.49,20.39,4148.09,4091.58,Sell
SA40,SOUTH AFRICA TOP 40 INDEX,102083.87,ZAR,0.8,807.47,103136.0,101072.55,Sell
NIFTY,Nifty 50 Index,24175.7,,0.71,169.85,24194.55,24058.8,Buy
SENSEX,BSE Sensex Index,77502.12,,0.75,579.48,77578.93,77063.95,Buy
DFMGI,DFM General Index,5990.59,,-0.32,-19.48,6023.13,5990.41,Buy
TASI,Tadawul All Shares Index,10826.98,,-0.28,-29.92,10868.11,10826.98,Sell
GNRI,QE Index,10211.16,,-0.77,-79.66,10295.92,10211.16,Strong sell
EGX30,EGX 30 Index,50532.7,,0.09,44.7,50677.7,50389.1,Neutral
IBOV,Bovespa Index,172787.62,,0.64,1099.01,174425.69,171697.17,Buy
ME,S&P/BMV IPC Index,67071.11,,-0.26,-176.68,68044.67,66976.91,Sell
IMV,S&P MERVAL Index,3157091.24,,1.13,35236.29,3201889.62,3121799.13,Buy
ICAP,MSCI COLCAP Index,2260.13,,0.01,0.3,2275.25,2248.52,Neutral
SP_IPSA,S&P IPSA Index,10794.26,,-0.16,-17.69,10911.22,10723.08,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,55809.71,,0.09,50.98,56470.68,55372.26,Buy
SX5E,EURO STOXX® 50 Index – EUR (Price Return),6360.47,,1.24,77.97,6393.83,6268.13,Strong buy
S,SX7E EURO STOXX® Banks Index – EUR (Price Return),299.68,,2.03,5.96,301.34,293.69,Strong buy
S,SXXP STOXX® Europe 600 Index – EUR (Price Return),648.35,,1.41,9.04,650.48,638.09,Strong buy
BUX,Budapest Stock Exchange Index,141741.65,,1.63,2273.58,141791.16,139470.68,Strong buy
GD,ATHEX Composite Index,2505.37,,0.97,24.04,2517.63,2484.08,Strong buy
BET,Bucharest Exchange Trading Index,33945.34,,2.62,867.37,34017.06,33057.29,Strong buy
IDX30,IDX 30 Index,320.505,,1.56,4.925,324.07,316.321,Sell
SET,SET Index,1593.56,,0.34,5.33,1596.33,1583.28,Buy
SXXP,STOXX 600,648.36,EUR,1.41,9.04,650.48,638.09,Strong buy
IBEX35,IBEX 35,19671.81,EUR,1.37,265.22,19799.5,19389.8,Strong buy
DE30EUR,Germany 30,25649.2,EUR,2.31,578.0,25685.7,24977.2,Strong buy
VIX,VOLATILITY S&P 500,16.14,USD,-2.65,-0.44,17.21,15.79,Strong sell
SOX,PHLX Semiconductor,12626.21,USD,-5.44,-727.07,13526.72,12374.41,Sell
RUT,US Small Cap 2000 Index,2996.1102,USD,-0.55,-16.4796,3039.8391,2971.1738,Buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,353.03,USD,-0.23,-0.83,353.03,353.03,Sell
XAX,NYSE American Composite Index,7856.91,USD,1.85,143.03,7890.96,7713.89,Sell
N100,Euronext 100 Index,1921.09,,0.78,14.82,1933.1,1899.73,Buy
AEX,AEX,1072.75,EUR,-0.04,-0.4,1080.36,1066.59,Buy
HGX,PHLX Housing Sector,717.1,USD,0.9,6.37,718.6,708.14,Buy
OSX,PHLX Oil Service Sector,87.53,USD,0.59,0.51,88.41,86.86,Sell
XAU,PHLX Gold/Silver Sector,328.41,USD,3.71,11.74,331.73,321.06,Sell
DEU40,GERMAN STOCK INDEX (DAX),25580.89,EUR,2.16,540.6,25655.82,24994.64,Strong buy
DJI,Dow Jones Industrial Average Index,52905.28,USD,1.14,595.06,52909.29,52400.24,Strong buy
RUA,US Small Cap 3000 Index,4268.2127,USD,-0.02,-0.8909,4303.5543,4235.492,Strong buy
SSMI,Swiss Market Index,14352.97,CHF,1.69,238.96,14406.85,14120.56,Strong buy
AU200AUD,Australia 200,8772.4,AUD,0.84,73.5,8822.4,8662.4,Buy
NYA,NYSE Composite Index,23957.07,USD,0.93,219.9,24044.15,23737.18,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,65.4,USD,-4.62,-3.16,68.56,65.4,Strong sell
HK33HKD,Hong Kong 33,23022.0,HKD,-0.0,-0.5,23308.0,22820.0,Sell
NZ50G,NZX 50 INDEX,13568.93,NZD,-0.1,-13.25,13582.19,13568.13,Buy
RUI,US Small Cap 1000 Index,4084.4501,USD,0.0,0.1202,4117.11,4053.21,Strong buy
CAC40,CAC 40,8474.85,EUR,1.65,137.55,8503.24,8342.26,Strong buy
