symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6827.42,USD,-1.07,-73.59,6899.85,6801.79,Buy
IXIC,US Composite Index,23195.16,USD,-1.69,-398.7,23554.89,23094.51,Neutral
DJI,Dow Jones Industrial Average Index,48458.06,USD,-0.51,-245.96,48886.86,48334.1,Buy
VIX,CBOE Volatility Index,15.74,,5.99,0.89,17.85,14.85,Sell
TSX,S&P/TSX Composite index,31527.39,CAD,-0.42,-133.34,31760.82,31325.79,Buy
UKX,UK 100 INDEX,9649.02,GBP,-0.56,-54.15,9761.47,9639.29,Neutral
DAX,DAX Index,24186.49,EUR,-0.45,-108.12,24474.62,24173.28,Buy
PX1,CAC 40 Index,8068.62,EUR,-0.21,-17.14,8155.39,8068.62,Neutral
FTMIB,MILANO ITALIA BORSA INDEX,43513.94,EUR,-0.43,-188.06,44049.63,43491.52,Buy
NI225,Japan 225 Index,50851.49,JPY,1.4,702.72,51127.69,50457.42,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4167.17,KRW,1.38,56.54,4168.17,4120.73,Buy
000001,SSE Composite Index,3889.3457,CNY,0.41,16.0281,3891.8068,3850.5968,Sell
399001,Shenzhen Component Index,13258.3281,CNY,0.84,110.941,13284.2718,13085.4242,Buy
HSI,Hang Seng Index,25976.79,HKD,1.75,446.28,26006.47,25697.43,Buy
STI,STRAITS TIMES INDEX,4586.45,SGD,1.45,65.61,4586.45,4553.09,Strong buy
XJO,S&P/ASX 200 Index,8697.3,AUD,1.23,105.3,8701.8,8592.0,Buy
NZ50G,S&P/NZX 50 Gross Index,13406.91,NZD,0.08,11.04,13471.97,13380.08,Sell
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1637.81,MYR,0.76,12.42,1640.36,1622.03,Strong buy
COMPOSITE,IDX Composite Index,8660.499,IDR,0.46,40.018,8680.041,8585.422,Buy
SX5E,STOXX 50,5720.72,EUR,-0.58,-33.25,5794.7,5718.97,Buy
IBC,IBEX 35 Index,16854.4,EUR,-0.17,-28.6,17032.5,16833.1,Buy
SMI,Swiss Market Index,12887.48,CHF,-0.14,-17.69,12998.5,12875.16,Buy
WIG20,WIG20 Index,3079.15,PLN,0.56,17.15,3099.35,3068.42,Strong buy
AEX,AEX-Index,939.59,EUR,-0.78,-7.43,951.02,939.25,Sell
BEL20,BEL 20 Index,4986.02,EUR,-0.29,-14.48,5023.01,4986.02,Neutral
OMXH25,OMX Helsinki 25 Index,5504.4551,EUR,-0.93,-51.4674,5573.3922,5498.8346,Buy
OMXS30,OMX Stockholm 30 Index,2821.0131,SEK,-0.28,-8.0306,2853.3721,2818.9024,Buy
OMXC25,OMX Copenhagen 25 Index,1808.9345,DKK,-0.12,-2.1754,1817.7643,1806.7012,Buy
BELEX15,BELEX 15 Index,1257.86,RSD,0.1,1.3,1265.96,1256.71,Strong buy
OMXRGI,OMX Riga Gross Index,933.1483,EUR,0.0,0.0013,935.1259,932.3628,Buy
OMXTGI,OMX Tallinn Gross Index,1991.3823,EUR,0.48,9.5767,1993.2521,1982.3334,Strong buy
OMXVGI,OMX Vilnius Gross Index,1304.462,EUR,0.37,4.8332,1304.5824,1298.969,Strong buy
XU100,BIST 100 Index,11311.31,TRY,0.69,77.65,11330.97,11253.29,Buy
TA35,TA-35 Index,3631.85,ILS,0.75,27.2,3648.4,3590.62,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,105735.33,ZAR,1.06,1105.68,106874.27,104439.02,Strong buy
NIFTY,Nifty 50 Index,26046.95,INR,0.57,148.4,26057.6,25938.45,Buy
SENSEX,S&P BSE SENSEX Index,85267.66,INR,0.53,449.53,85320.82,84956.74,Strong buy
DFMGI,DFM General Index,6097.47,AED,-0.04,-2.59,6102.57,6076.44,Buy
TASI,Tadawul All Shares Index,10715.98,SAR,-0.09,-10.18,10755.12,10688.74,Sell
GNRI,QE Index,10903.17,QAR,0.89,95.7,10909.8,10793.8,Buy
EGX30,EGX 30 Index,42033.8,EGP,-0.05,-19.0,42346.4,42014.8,Buy
I,IBOV Bovespa Index,160766.37,BRL,0.99,1577.27,161263.4,159189.1,Buy
ME,S&P/BMV IPC Index,64712.07,MXN,2.05,1302.67,65016.87,63448.49,Strong buy
IMV,S&P MERVAL Index,2979065.08,ARS,-0.05,-1515.52,3009195.76,2934955.85,Buy
ICAP,MSCI COLCAP Index,2108.7,COP,-0.26,-5.51,2118.46,2096.96,Buy
SP_IPSA,S&P IPSA Index,10400.01,CLP,0.36,37.15,10425.35,10327.26,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,42389.6,PEN,1.53,637.4,42400.7,41768.33,Strong buy
BUX,Budapest Stock Exchange Index,109607.58,HUF,0.36,393.94,109942.17,109214.18,Buy
GD,ATHEX Composite Index,2104.21,EUR,-0.08,-1.61,2113.44,2097.67,Buy
BET,Bucharest Exchange Trading Index,23939.66,RON,-0.04,-8.83,24003.89,23898.56,Buy
IDX30,IDX 30 Index,434.204,IDR,0.12,0.503,436.681,430.172,Sell
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,69.2479,USD,0.02,0.0108,69.2479,69.2371,Sell
AEX,AEX,939.6,EUR,-0.78,-7.43,951.02,939.25,Sell
IBEX35,IBEX 35,16854.41,EUR,-0.17,-28.6,17032.5,16833.1,Buy
XAU,PHLX Gold/Silver Sector,337.72,USD,-1.08,-3.67,349.24,332.65,Buy
VIX,VOLATILITY S&P 500,15.73,USD,5.93,0.88,17.85,14.85,Sell
US30USD,US Wall St 30,48473.7,USD,-0.61,-298.9,48870.2,48312.2,Buy
SXXP,STOXX 600,578.25,EUR,-0.53,-3.1,584.71,578.05,Buy
RUI,US Small Cap 1000 Index,3727.914,USD,-1.08,-40.7849,3769.617,3714.7861,Buy
OSX,PHLX Oil Service Sector,75.58,USD,-2.17,-1.68,77.83,75.27,Buy
XAX,NYSE American Composite Index,7183.3146,USD,-0.63,-45.2976,7251.2067,7111.4508,Neutral
NL25EUR,Netherlands 25,940.265,EUR,-1.17,-11.15,954.165,938.69,Sell
DEU40,GERMAN STOCK INDEX (DAX),24186.5,EUR,-0.45,-108.12,24474.62,24173.28,Buy
SSMI,Swiss Market Index,12887.49,CHF,-0.14,-17.67,12998.5,12875.16,Buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,300.78,USD,-0.2,-0.6,300.78,300.78,Buy
DE30EUR,Germany 30,24229.0,EUR,-0.57,-138.2,24479.1,24161.4,Buy
RUA,US Small Cap 3000 Index,3882.5795,USD,-1.1,-43.2344,3926.9053,3869.4761,Buy
N100,Euronext 100 Index,1694.53,EUR,-0.44,-7.51,1712.96,1694.48,Neutral
RUT,US Small Cap 2000 Index,2551.4569,USD,-1.51,-39.1485,2595.9835,2548.8138,Buy
HGX,PHLX Housing Sector,697.62,USD,-0.4,-2.79,703.91,695.19,Buy
AU200AUD,Australia 200,8647.5,AUD,-0.27,-23.5,8722.0,8620.5,Neutral
CAC40,CAC 40,8068.62,EUR,-0.21,-17.15,8155.39,8068.62,Neutral
NZ50G,NZX 50 INDEX,13406.9,NZD,0.08,11.02,13471.97,13380.08,Sell
SOX,PHLX Semiconductor,7033.58,USD,-5.1,-377.91,7331.38,7003.4,Buy
NYA,NYSE Composite Index,22004.3474,USD,-0.5,-110.0683,22174.9403,21936.0506,Buy
HK33HKD,Hong Kong 33,25712.0,HKD,-0.23,-58.4,26012.5,25578.5,Sell
