symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7537.43,,0.72,54.19,7551.31,7500.97,Buy
IXIC,US Composite Index,26121.15,USD,1.12,288.48,26209.76,25963.44,Buy
DJI,Dow Jones Industrial Average,53055.91,,0.29,155.84,53060.1,52648.69,Strong buy
VIX,CBOE Volatility Index,15.57,,-3.59,-0.58,16.5,15.56,Sell
TSX,S&P/TSX Composite index,35212.32,,-0.18,-62.52,35312.76,35053.94,Buy
UKX,UK 100 INDEX,10651.78,GBP,-0.26,-27.26,10733.39,10618.43,Buy
DAX,DAX Index,25817.89,,0.15,38.58,25900.1,25698.56,Buy
PX1,CAC 40 Index,8479.87,,-0.33,-28.2,8561.38,8465.79,Buy
FTMIB,MILANO ITALIA BORSA INDEX,52959.13,EUR,0.27,140.29,53158.69,52747.95,Buy
NI225,Japan 225 Index,69737.47,JPY,-0.01,-6.38,70384.59,68904.41,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),8051.34,KRW,-0.46,-37.01,8327.26,7815.53,Neutral
000001,SSE Composite Index,4041.2382,,-0.06,-2.405,4060.0688,4005.4137,Sell
399001,Shenzhen Component Index,15416.804,,-1.16,-180.7076,15749.356,15288.4931,Sell
HSI,Hang Seng Index,23616.32,,1.14,266.29,23686.56,23229.38,Sell
STI,STRAITS TIMES INDEX,5259.82,SGD,0.3,15.53,5261.37,5233.21,Strong buy
XJO,S&P/ASX 200 Index,8831.0,,-0.15,-13.4,8856.8,8817.5,Buy
NZ50G,S&P/NZX 50 Gross Index,13795.83,,0.24,32.73,13807.97,13763.1,Strong buy
FBMKLCI,FBM KLCI,1683.53,,0.27,4.48,1685.49,1678.37,Buy
COMPOSITE,IDX Composite Index,5916.07,,0.69,40.29,5935.683,5857.35,Sell
SX5E,STOXX 50,6398.02,EUR,-0.23,-14.67,6431.42,6376.96,Buy
IBC,IBEX 35 Index,19683.8,,-0.85,-168.6,19833.4,19664.9,Buy
SMI,Swiss Market Index,14302.26,,-0.85,-121.98,14464.53,14235.13,Buy
WIG20,WIG20 Index,3690.01,,0.42,15.33,3706.33,3664.64,Buy
AEX,AEX-Index,1082.41,,-0.07,-0.77,1085.67,1076.85,Buy
BEL20,BEL 20 Index,5732.45,,-1.4,-81.2,5811.69,5718.2,Buy
OMXH25,OMX Helsinki 25 Index,6201.5051,,-1.07,-67.1473,6252.2718,6183.8463,Sell
OMXS30,OMX Stockholm 30 Index,3235.5302,,-0.35,-11.5002,3255.2515,3226.3273,Buy
