symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6800.25,USD,-0.24,-16.27,6819.27,6759.74,Buy
IXIC,US Composite Index,23111.45,USD,0.23,54.04,23162.6,22920.66,Sell
DJI,Dow Jones Industrial Average Index,48114.27,USD,-0.62,-302.3,48452.17,47946.25,Buy
VIX,CBOE Volatility Index,16.48,,-0.12,-0.02,17.61,16.19,Sell
TSX,S&P/TSX Composite index,31263.93,CAD,-0.7,-219.51,31480.64,31215.75,Buy
UKX,UK 100 INDEX,9684.8,GBP,-0.68,-66.52,9764.77,9655.73,Buy
DAX,DAX Index,24076.87,EUR,-0.63,-153.04,24191.6,24011.8,Buy
PX1,CAC 40 Index,8106.16,EUR,-0.23,-18.72,8150.22,8086.7,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,43990.47,EUR,-0.29,-126.48,44366.53,43984.3,Buy
NI225,Japan 225 Index,49383.24,JPY,-1.56,-784.82,50051.24,49355.87,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),3999.14,KRW,-2.24,-91.46,4099.01,3996.23,Sell
000001,SSE Composite Index,3824.8119,CNY,-1.11,-43.109,3862.4271,3815.8444,Sell
399001,Shenzhen Component Index,12914.6679,CNY,-1.51,-197.4208,13113.9872,12851.2217,Sell
HSI,Hang Seng Index,25235.41,HKD,-1.54,-393.47,25547.92,25086.54,Sell
STI,STRAITS TIMES INDEX,4579.74,SGD,-0.21,-9.43,4603.33,4571.83,Buy
XJO,S&P/ASX 200 Index,8598.9,AUD,-0.42,-36.1,8672.2,8571.5,Sell
NZ50G,S&P/NZX 50 Gross Index,13387.77,NZD,-0.28,-37.18,13424.95,13381.95,Sell
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1648.31,MYR,0.28,4.59,1648.71,1636.5,Buy
COMPOSITE,IDX Composite Index,8686.469,IDR,0.43,36.807,8700.861,8611.347,Buy
SX5E,STOXX 50,5717.84,EUR,-0.6,-34.69,5757.35,5710.21,Buy
IBC,IBEX 35 Index,16921.9,EUR,-0.7,-119.5,17096.5,16913.6,Buy
SMI,Swiss Market Index,13056.74,CHF,0.15,19.94,13130.74,13020.1,Strong buy
WIG20,WIG20 Index,3103.28,PLN,-1.08,-33.79,3126.28,3098.66,Buy
AEX,AEX-Index,935.14,EUR,-1.12,-10.63,944.15,933.14,Sell
BEL20,BEL 20 Index,5010.92,EUR,0.09,4.44,5045.99,5000.64,Strong buy
OMXH25,OMX Helsinki 25 Index,5520.1514,EUR,-0.1,-5.6835,5538.7545,5503.5924,Buy
OMXS30,OMX Stockholm 30 Index,2812.8335,SEK,-0.7,-19.8786,2828.6812,2807.8032,Buy
OMXC25,OMX Copenhagen 25 Index,1786.1964,DKK,-0.34,-6.1046,1802.386,1783.6377,Buy
BELEX15,BELEX 15 Index,1259.14,RSD,-0.01,-0.11,1259.14,1259.14,Buy
OMXRGI,OMX Riga Gross Index,937.0937,EUR,0.58,5.3594,937.4841,932.2348,Strong buy
OMXTGI,OMX Tallinn Gross Index,1995.9963,EUR,0.27,5.4227,1998.7459,1989.8833,Buy
OMXVGI,OMX Vilnius Gross Index,1307.6698,EUR,0.0,0.0608,1308.5648,1305.1403,Buy
XU100,BIST 100 Index,11348.83,TRY,-0.94,-107.51,11470.03,11308.98,Buy
TA35,TA-35 Index,3607.33,ILS,0.33,11.7,3616.49,3574.87,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,105285.03,ZAR,-0.43,-450.3,106150.09,104986.4,Buy
NIFTY,Nifty 50 Index,25860.1,INR,-0.64,-167.2,25980.75,25834.35,Sell
SENSEX,S&P BSE SENSEX Index,84679.86,INR,-0.63,-533.5,85059.96,84620.61,Neutral
DFMGI,DFM General Index,6110.07,AED,0.34,20.69,6119.58,6074.69,Buy
TASI,Tadawul All Shares Index,10452.91,SAR,-1.3,-137.26,10609.02,10449.62,Strong sell
GNRI,QE Index,10726.68,QAR,-0.29,-31.28,10757.96,10684.92,Sell
EGX30,EGX 30 Index,42002.4,EGP,-0.72,-303.0,42511.9,41979.8,Buy
I,IBOV Bovespa Index,158557.57,BRL,-2.42,-3924.17,162481.74,158557.57,Neutral
ME,S&P/BMV IPC Index,63176.96,MXN,-1.79,-1149.2,64401.89,63170.84,Buy
IMV,S&P MERVAL Index,3034429.24,ARS,0.72,21748.43,3065968.61,2969600.57,Buy
ICAP,MSCI COLCAP Index,2075.88,COP,-0.75,-15.72,2092.59,2070.18,Neutral
SP_IPSA,S&P IPSA Index,10188.43,CLP,-1.1,-113.8,10305.73,10177.12,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,41796.59,PEN,0.15,62.15,42362.12,41734.44,Buy
BUX,Budapest Stock Exchange Index,109761.83,HUF,0.23,255.46,110447.98,109500.14,Buy
GD,ATHEX Composite Index,2086.5,EUR,-0.99,-20.93,2101.7,2085.87,Neutral
BET,Bucharest Exchange Trading Index,24130.62,RON,0.43,103.47,24187.65,24003.27,Buy
IDX30,IDX 30 Index,438.061,IDR,-0.46,-2.027,442.568,434.552,Neutral
VIX,VOLATILITY S&P 500,16.47,USD,-0.12,-0.02,17.61,16.19,Sell
CAC40,CAC 40,8106.17,EUR,-0.23,-18.72,8150.22,8086.7,Strong buy
