symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6556.36,USD,-0.37,-24.63,6595.75,6525.11,Strong sell
IXIC,US Composite Index,21761.88,USD,-0.84,-184.88,21916.16,21712.04,Strong sell
DJI,Dow Jones Industrial Average Index,46124.07,USD,-0.18,-84.41,46400.82,45769.69,Strong sell
VIX,CBOE Volatility Index,26.95,,3.06,0.8,27.94,25.64,Strong buy
TSX,S&P/TSX Composite index,31941.59,CAD,0.18,57.78,32116.92,31572.38,Sell
UKX,UK 100 INDEX,9965.17,GBP,0.72,71.01,9972.72,9839.2,Sell
DAX,DAX Index,22636.91,EUR,-0.07,-16.95,22730.83,22350.34,Sell
PX1,CAC 40 Index,7743.92,EUR,0.23,17.72,7773.63,7660.24,Sell
FTMIB,MILANO ITALIA BORSA INDEX,43369.54,EUR,0.42,179.75,43453.54,42785.81,Sell
NI225,Japan 225 Index,52252.21,JPY,1.43,736.77,52701.99,51645.15,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5553.93,KRW,2.74,148.17,5643.0,5395.17,Neutral
000001,SSE Composite Index,3881.2797,CNY,1.78,67.9968,3881.4236,3807.9937,Sell
399001,Shenzhen Component Index,13536.5556,CNY,1.43,191.0418,13536.5556,13169.2513,Sell
HSI,Hang Seng Index,25063.71,HKD,2.79,681.24,25077.09,24555.5,Sell
STI,STRAITS TIMES INDEX,4862.44,SGD,0.44,21.13,4882.1,4829.57,Sell
XJO,S&P/ASX 200 Index,8379.4,AUD,0.16,13.5,8504.6,8365.9,Sell
NZ50G,S&P/NZX 50 Gross Index,12776.68,NZD,0.59,74.93,12776.68,12701.75,Sell
FBMKLCI,FBM KLCI,1708.76,,-0.69,-11.95,1732.09,1704.06,Sell
COMPOSITE,IDX Composite Index,7106.839,IDR,1.2,84.551,7148.251,7059.89,Sell
SX5E,STOXX 50,5581.3,EUR,0.13,6.97,5607.64,5510.55,Sell
IBC,IBEX 35 Index,16910.2,EUR,0.13,22.0,16984.7,16692.0,Sell
SMI,Swiss Market Index,12515.94,CHF,1.02,126.26,12537.62,12352.46,Sell
WIG20,WIG20 Index,3241.42,PLN,-0.82,-26.73,3273.93,3222.74,Sell
AEX,AEX-Index,974.22,EUR,0.78,7.5,977.88,963.7,Sell
BEL20,BEL 20 Index,4944.99,EUR,0.1,4.97,4977.33,4917.67,Sell
OMXH25,OMX Helsinki 25 Index,5854.2236,EUR,0.67,39.2021,5878.4606,5787.8473,Sell
OMXS30,OMX Stockholm 30 Index,2908.3513,SEK,0.56,16.1654,2908.3513,2856.6137,Sell
OMXC25,OMX Copenhagen 25 Index,1631.4635,DKK,0.25,4.0302,1638.4775,1619.4667,Sell
BELEX15,BELEX 15 Index,1231.66,RSD,-0.17,-2.05,1238.52,1231.66,Sell
OMXRGI,OMX Riga Gross Index,887.6524,EUR,-0.41,-3.6607,890.8598,885.0454,Strong sell
OMXTGI,OMX Tallinn Gross Index,2064.7011,EUR,-0.05,-1.1228,2071.0274,2063.4847,Sell
XU100,BIST 100 Index,12930.16,TRY,-1.81,-238.0,13136.62,12908.86,Sell
TA35,TA-35 Index,4267.51,ILS,-1.17,-50.62,4302.94,4220.65,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,102883.06,ZAR,0.26,267.49,103178.8,101401.4,Sell
NIFTY,Nifty 50 Index,22912.4,INR,1.78,399.75,23057.3,22624.2,Sell
SENSEX,BSE Sensex Index,74068.45,INR,1.89,1372.06,74489.39,73084.46,Sell
DFMGI,DFM General Index,5470.9,AED,1.63,87.88,5610.0,5386.59,Sell
TASI,Tadawul All Shares Index,10949.38,SAR,0.03,3.12,10982.86,10880.5,Buy
GNRI,QE Index,10150.7,QAR,-1.37,-141.46,10344.37,10122.54,Strong sell
EGX30,EGX 30 Index,46930.9,EGP,-1.43,-681.1,47643.9,46930.9,Neutral
I,IBOV Bovespa Index,182509.14,BRL,0.32,577.21,182649.1,179914.53,Buy
ME,S&P/BMV IPC Index,65775.14,MXN,2.18,1404.19,65978.81,64119.81,Sell
IMV,S&P MERVAL Index,2778025.03,ARS,1.93,52698.73,2804335.31,2709228.52,Buy
ICAP,MSCI COLCAP Index,2237.66,COP,0.31,6.95,2261.62,2223.66,Buy
SP_IPSA,S&P IPSA Index,10206.16,CLP,-0.21,-21.48,10230.91,10122.69,Sell
MXNUAMPEGEN,MSCI NUAM Peru General,49772.27,PEN,0.04,21.78,50008.19,49338.62,Sell
BUX,Budapest Stock Exchange Index,122655.67,HUF,0.01,8.23,123230.07,121183.09,Neutral
GD,ATHEX Composite Index,2058.02,EUR,-2.07,-43.55,2089.57,2048.49,Strong sell
BET,Bucharest Exchange Trading Index,28003.85,RON,0.45,125.87,28102.69,27840.45,Buy
IDX30,IDX 30 Index,393.046,IDR,1.42,5.515,394.079,390.162,Sell
SET,SET Index,1410.39,THB,0.93,13.05,1422.96,1407.0,Neutral
NYA,NYSE Composite Index,21971.2999,USD,0.28,60.5328,22070.9014,21738.809,Sell
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,103.0094,USD,4.95,4.8618,103.0094,98.1476,Buy
N100,Euronext 100 Index,1718.65,EUR,0.5,8.48,1724.08,1698.84,Sell
NL25EUR,Netherlands 25,982.585,EUR,0.79,7.66,986.285,964.16,Sell
IBEX35,IBEX 35,16910.21,EUR,0.13,22.0,16984.7,16692.0,Sell
AEX,AEX,974.23,EUR,0.78,7.5,977.88,963.7,Sell
SOX,PHLX Semiconductor,7872.7,USD,1.28,99.57,7924.41,7709.48,Buy
RUT,US Small Cap 2000 Index,2505.4425,USD,0.45,11.2151,2517.8505,2472.2008,Sell
HK33HKD,Hong Kong 33,24961.0,HKD,-0.14,-34.6,25063.0,24509.1,Sell
XAU,PHLX Gold/Silver Sector,344.62,USD,1.1,3.76,346.34,332.04,Sell
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,359.25,USD,2.43,8.51,359.25,350.74,Buy
RUA,US Small Cap 3000 Index,3730.8808,USD,-0.33,-12.3999,3752.8879,3710.7555,Strong sell
