symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6913.36,USD,0.55,37.75,6934.75,6893.62,Buy
IXIC,US Composite Index,23436.01,USD,0.91,211.19,23503.16,23335.15,Buy
DJI,Dow Jones Industrial Average Index,49384.02,USD,0.63,306.78,49607.29,49201.81,Strong buy
VIX,CBOE Volatility Index,15.64,,-7.46,-1.26,16.67,15.27,Sell
TSX,S&P/TSX Composite index,33002.7,CAD,0.46,151.17,33128.6,32879.69,Buy
UKX,UK 100 INDEX,10150.06,GBP,0.12,11.96,10226.54,10138.09,Buy
DAX,DAX Index,24856.47,EUR,1.2,295.49,24937.08,24772.54,Buy
PX1,CAC 40 Index,8148.89,EUR,0.99,79.72,8190.08,8142.44,Neutral
FTMIB,MILANO ITALIA BORSA INDEX,45091.24,EUR,1.36,602.87,45187.55,44771.76,Buy
NI225,Japan 225 Index,53688.84,JPY,1.73,914.25,53922.53,53242.38,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4952.54,KRW,0.87,42.6,5019.54,4934.17,Buy
000001,SSE Composite Index,4122.576,CNY,0.14,5.636,4140.8378,4109.9232,Buy
399001,Shenzhen Component Index,14327.0451,CNY,0.5,71.9201,14374.5106,14223.344,Strong buy
HSI,Hang Seng Index,26629.96,HKD,0.17,44.9,26779.22,26499.14,Strong buy
STI,STRAITS TIMES INDEX,4828.33,SGD,0.38,18.44,4844.5,4821.5,Strong buy
XJO,S&P/ASX 200 Index,8848.7,AUD,0.75,65.8,8864.5,8782.9,Strong buy
NZ50G,S&P/NZX 50 Gross Index,13545.1,NZD,-0.09,-11.77,13556.87,13542.36,Buy
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1717.14,MYR,0.66,11.33,1717.66,1711.29,Strong buy
COMPOSITE,IDX Composite Index,8992.183,IDR,-0.2,-18.147,9109.71,8992.134,Buy
SX5E,STOXX 50,5956.18,EUR,1.25,73.29,5979.23,5902.69,Buy
IBC,IBEX 35 Index,17663.4,EUR,1.28,223.9,17695.4,17490.5,Strong buy
SMI,Swiss Market Index,13228.4,CHF,0.54,71.59,13299.42,13196.72,Buy
WIG20,WIG20 Index,3341.95,PLN,2.42,79.06,3341.95,3283.01,Strong buy
AEX,AEX-Index,1000.22,EUR,0.63,6.28,1007.28,999.88,Strong buy
BEL20,BEL 20 Index,5330.51,EUR,1.42,74.67,5346.79,5308.6,Strong buy
OMXH25,OMX Helsinki 25 Index,5892.9459,EUR,1.67,96.7249,5905.0544,5860.2963,Buy
OMXS30,OMX Stockholm 30 Index,3003.0614,SEK,0.5,15.0414,3028.3763,3002.5958,Strong buy
OMXC25,OMX Copenhagen 25 Index,1930.9269,DKK,2.29,43.2238,1934.9549,1912.4243,Buy
BELEX15,BELEX 15 Index,1258.44,RSD,-0.09,-1.1,1259.54,1258.44,Sell
OMXRGI,OMX Riga Gross Index,931.8775,EUR,0.06,0.5418,933.7936,929.503,Strong buy
OMXTGI,OMX Tallinn Gross Index,2074.9328,EUR,0.89,18.2406,2078.2716,2059.0584,Strong buy
XU100,BIST 100 Index,12851.49,TRY,0.97,123.31,12861.95,12682.56,Buy
TA35,TA-35 Index,3973.26,ILS,1.04,41.07,3978.33,3950.97,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,113497.2,ZAR,0.54,612.16,114066.64,112430.19,Strong buy
NIFTY,Nifty 50 Index,25289.9,INR,0.53,132.4,25435.75,25168.5,Sell
SENSEX,S&P BSE SENSEX Index,82307.37,INR,0.49,397.74,82783.18,81874.39,Sell
DFMGI,DFM General Index,6495.17,AED,1.53,97.83,6500.06,6395.88,Strong buy
TASI,Tadawul All Shares Index,11133.58,SAR,1.69,185.3,11133.58,10963.62,Strong buy
GNRI,QE Index,11336.59,QAR,1.07,119.89,11344.58,11196.84,Strong buy
EGX30,EGX 30 Index,46462.3,EGP,0.9,413.6,46820.4,46048.7,Buy
I,IBOV Bovespa Index,175589.35,BRL,2.2,3772.68,177741.56,171817.23,Strong buy
ME,S&P/BMV IPC Index,68315.28,MXN,0.41,279.15,68799.7,67964.97,Buy
IMV,S&P MERVAL Index,3066434.82,ARS,0.62,18881.43,3098340.31,3047553.39,Buy
ICAP,MSCI COLCAP Index,2433.78,COP,-0.46,-11.2,2444.51,2398.59,Buy
SP_IPSA,S&P IPSA Index,11507.7,CLP,2.25,252.83,11507.7,11254.87,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,52020.49,PEN,-0.13,-66.17,52643.86,51992.93,Buy
BUX,Budapest Stock Exchange Index,125197.21,HUF,3.21,3888.84,125269.78,121308.05,Strong buy
GD,ATHEX Composite Index,2276.28,EUR,2.16,48.11,2276.29,2250.89,Strong buy
BET,Bucharest Exchange Trading Index,26756.63,RON,1.69,445.68,26875.84,26310.95,Strong buy
IDX30,IDX 30 Index,448.286,IDR,0.59,2.631,451.975,445.901,Strong buy
XAU,PHLX Gold/Silver Sector,426.07,USD,3.77,15.5,430.91,411.25,Buy
AU200AUD,Australia 200,8839.8,AUD,0.16,14.4,8866.8,8817.4,Buy
US30USD,US Wall St 30,49409.3,USD,0.54,267.3,49659.8,49119.5,Buy
IBEX35,IBEX 35,17663.41,EUR,1.28,223.9,17695.4,17490.5,Strong buy
RUT,US Small Cap 2000 Index,2718.7653,USD,0.76,20.5933,2735.1043,2714.9912,Strong buy
OSX,PHLX Oil Service Sector,86.63,USD,0.51,0.44,86.8,85.6,Strong buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,56.5041,USD,-5.13,-3.0562,59.5603,56.5041,Strong sell
N100,Euronext 100 Index,1764.85,EUR,0.92,16.11,1774.07,1752.67,Buy
SOX,PHLX Semiconductor,8055.16,USD,0.16,13.09,8188.16,8032.4,Buy
NL25EUR,Netherlands 25,1001.225,EUR,-0.1,-0.975,1007.5,999.15,Strong buy
SXXP,STOXX 600,608.87,EUR,1.03,6.19,611.11,605.71,Buy
RUI,US Small Cap 1000 Index,3778.7539,USD,0.55,20.5567,3789.9794,3768.4672,Buy
NYA,NYSE Composite Index,22797.1685,USD,0.31,70.6662,22889.3587,22726.5023,Strong buy
