symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6774.75,USD,0.79,53.33,6816.13,6758.5,Neutral
IXIC,US Composite Index,23006.35,USD,1.38,313.03,23149.61,22906.23,Neutral
DJI,Dow Jones Industrial Average Index,47951.86,USD,0.14,65.88,48365.93,47849.48,Buy
VIX,CBOE Volatility Index,16.87,,-4.26,-0.75,17.68,15.93,Sell
TSX,S&P/TSX Composite index,31440.85,CAD,0.61,190.83,31636.67,31366.9,Buy
UKX,UK 100 INDEX,9837.78,GBP,0.65,63.47,9845.1,9748.26,Strong buy
DAX,DAX Index,24199.5,EUR,1.0,238.91,24215.98,23923.97,Strong buy
PX1,CAC 40 Index,8150.64,EUR,0.8,64.59,8166.72,8086.59,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,44463.27,EUR,0.82,363.78,44465.65,44068.14,Strong buy
NI225,Japan 225 Index,49001.45,JPY,-1.03,-510.78,49169.79,48643.78,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),3994.52,KRW,-1.53,-61.9,4030.65,3975.5,Sell
000001,SSE Composite Index,3876.3705,CNY,0.16,6.093,3888.2853,3856.4229,Sell
399001,Shenzhen Component Index,13053.9744,CNY,-1.29,-170.5392,13205.2226,13053.9744,Neutral
HSI,Hang Seng Index,25498.13,HKD,0.12,29.35,25511.84,25261.38,Sell
STI,STRAITS TIMES INDEX,4570.62,SGD,-0.11,-4.87,4582.15,4561.14,Buy
XJO,S&P/ASX 200 Index,8588.2,AUD,0.03,3.0,8588.2,8553.0,Sell
NZ50G,S&P/NZX 50 Gross Index,13308.69,NZD,0.39,51.92,13309.28,13256.77,Neutral
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1646.9,MYR,0.33,5.46,1647.8,1636.61,Buy
COMPOSITE,IDX Composite Index,8618.195,IDR,-0.68,-59.15,8730.709,8618.195,Buy
SX5E,STOXX 50,5741.72,EUR,1.06,60.04,5746.98,5679.61,Strong buy
IBC,IBEX 35 Index,17132.6,EUR,1.15,194.4,17143.1,16928.5,Strong buy
SMI,Swiss Market Index,13136.08,CHF,0.82,107.46,13136.08,12998.22,Strong buy
WIG20,WIG20 Index,3115.36,PLN,0.31,9.58,3115.36,3076.9,Buy
AEX,AEX-Index,940.05,EUR,1.12,10.45,940.05,930.32,Sell
BEL20,BEL 20 Index,5054.96,EUR,0.18,9.01,5058.91,5023.21,Buy
OMXH25,OMX Helsinki 25 Index,5572.9371,EUR,1.32,72.8599,5572.9371,5493.5888,Buy
OMXS30,OMX Stockholm 30 Index,2827.9051,SEK,1.18,32.9597,2829.0378,2787.3114,Buy
OMXC25,OMX Copenhagen 25 Index,1785.8542,DKK,0.34,5.9667,1787.006,1768.5568,Buy
BELEX15,BELEX 15 Index,1262.76,RSD,0.24,2.99,1264.17,1259.77,Strong buy
OMXRGI,OMX Riga Gross Index,938.7779,EUR,0.04,0.3315,941.7909,935.3179,Buy
OMXTGI,OMX Tallinn Gross Index,2001.9186,EUR,0.4,7.9966,2003.3013,1993.5509,Buy
OMXVGI,OMX Vilnius Gross Index,1312.6012,EUR,0.2,2.6002,1314.6839,1309.1613,Buy
XU100,BIST 100 Index,11335.05,TRY,0.43,48.24,11385.18,11307.7,Buy
TA35,TA-35 Index,3661.68,ILS,0.73,26.6,3676.23,3627.33,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,106838.21,ZAR,0.35,371.72,107666.15,106054.72,Strong buy
NIFTY,Nifty 50 Index,25815.55,INR,-0.01,-3.0,25902.35,25726.3,Sell
SENSEX,S&P BSE SENSEX Index,84481.81,INR,-0.09,-77.84,84780.19,84238.43,Sell
DFMGI,DFM General Index,6080.64,AED,-0.47,-28.81,6112.81,6079.64,Buy
TASI,Tadawul All Shares Index,10450.27,SAR,0.35,36.21,10461.73,10382.99,Sell
GNRI,QE Index,10654.65,QAR,-0.67,-72.03,10747.2,10654.65,Strong sell
EGX30,EGX 30 Index,40926.9,EGP,-1.39,-577.1,41760.8,40926.8,Sell
I,IBOV Bovespa Index,157923.34,BRL,0.38,596.08,158495.49,157123.58,Neutral
ME,S&P/BMV IPC Index,63783.58,MXN,2.01,1255.52,63913.56,62541.77,Strong buy
IMV,S&P MERVAL Index,3163223.63,ARS,4.21,127706.93,3167801.57,3026879.43,Strong buy
ICAP,MSCI COLCAP Index,2055.1,COP,0.09,1.85,2060.53,2051.04,Neutral
SP_IPSA,S&P IPSA Index,10194.26,CLP,0.59,59.74,10206.62,10134.52,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,42179.25,PEN,1.08,448.83,42240.06,41676.06,Strong buy
BUX,Budapest Stock Exchange Index,109547.02,HUF,0.7,763.65,109585.88,108784.97,Buy
GD,ATHEX Composite Index,2100.46,EUR,0.81,16.97,2100.64,2081.91,Strong buy
BET,Bucharest Exchange Trading Index,23954.92,RON,0.29,69.09,24047.93,23805.64,Buy
IDX30,IDX 30 Index,439.448,IDR,0.41,1.784,442.304,438.614,Buy
VIX,VOLATILITY S&P 500,16.86,USD,-4.37,-0.77,17.68,15.93,Sell
SSMI,Swiss Market Index,13136.08,CHF,0.82,107.47,13136.08,12998.22,Strong buy
RUI,US Small Cap 1000 Index,3697.8412,USD,0.78,28.4565,3720.368,3689.7616,Buy
N100,Euronext 100 Index,1706.58,EUR,0.83,13.98,1707.88,1692.3,Buy
XAX,NYSE American Composite Index,6755.8438,USD,-0.39,-26.4524,6833.8207,6737.4155,Sell
IBEX35,IBEX 35,17132.61,EUR,1.15,194.4,17143.1,16928.5,Strong buy
DE30EUR,Germany 30,24176.0,EUR,1.13,270.0,24266.6,23872.5,Strong buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,62.7376,USD,0.0,0.0,62.7376,62.7376,Sell
CAC40,CAC 40,8150.65,EUR,0.8,64.59,8166.72,8086.59,Strong buy
XAU,PHLX Gold/Silver Sector,338.35,USD,0.01,0.03,344.07,335.92,Buy
HGX,PHLX Housing Sector,682.15,USD,0.04,0.27,692.82,680.58,Sell
AU200AUD,Australia 200,8630.0,AUD,0.73,62.6,8671.0,8542.9,Buy
RUA,US Small Cap 3000 Index,3820.3337,USD,-1.12,-43.1191,3870.1824,3819.6969,Sell
NL25EUR,Netherlands 25,937.1,EUR,1.0,9.26,941.5,930.74,Sell
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,293.21,USD,0.52,1.52,293.21,293.21,Sell
SOX,PHLX Semiconductor,6863.62,USD,2.51,168.31,6970.19,6831.72,Neutral
US30USD,US Wall St 30,47993.0,USD,-0.05,-22.0,48445.0,47863.4,Buy
OSX,PHLX Oil Service Sector,72.05,USD,-1.14,-0.83,73.15,71.51,Neutral
SXXP,STOXX 600,585.4,EUR,0.97,5.6,585.4,579.29,Strong buy
AEX,AEX,940.05,EUR,1.12,10.45,940.05,930.32,Sell
DEU40,GERMAN STOCK INDEX (DAX),24199.51,EUR,1.0,238.91,24215.98,23923.97,Strong buy
HK33HKD,Hong Kong 33,25658.3,HKD,1.47,372.9,25706.3,25242.4,Sell
NYA,NYSE Composite Index,21807.8684,USD,0.24,51.8513,21957.1447,21756.0171,Buy
RUT,US Small Cap 2000 Index,2507.8668,USD,0.62,15.5722,2531.7906,2504.4895,Buy
NZ50G,NZX 50 INDEX,13327.91,NZD,0.54,71.13,13336.23,13256.77,Neutral
