symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7718.6,,-0.38,-29.11,7750.19,7706.12,Buy
IXIC,US Composite Index,26506.99,USD,-0.29,-77.07,26628.58,26444.84,Buy
DJI,Dow Jones Industrial Average,53414.25,,-0.51,-271.86,53635.35,53289.88,Buy
VIX,CBOE Volatility Index,14.53,,1.47,0.21,14.58,13.8,Sell
TSX,S&P/TSX Composite index,36513.8,,-0.33,-119.32,36666.35,36432.29,Buy
UKX,UK 100 INDEX,10822.14,GBP,-0.08,-8.96,10868.27,10794.17,Buy
DAX,DAX Index,26006.53,,-0.15,-39.87,26069.99,25919.61,Neutral
PX1,CAC 40 Index,8306.15,,0.33,27.38,8317.37,8255.72,Sell
FTMIB,MILANO ITALIA BORSA INDEX,52229.56,EUR,0.25,129.14,52339.16,52003.69,Sell
NI225,Japan 225 Index,66399.77,JPY,2.12,1378.9,66668.71,65600.42,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6995.4,KRW,4.61,308.18,6995.4,6867.91,Strong buy
000001,SSE Composite Index,3932.7,,0.07,2.58,3948.42,3916.49,Neutral
399001,Shenzhen Component Index,13774.91,,1.91,257.95,13811.26,13590.82,Sell
HSI,Hang Seng Index,25413.12,,-0.93,-237.75,25664.98,25362.98,Neutral
STI,STRAITS TIMES INDEX,5792.29,SGD,-0.17,-9.68,5803.12,5768.86,Buy
XJO,S&P/ASX 200 Index,9010.9,,0.06,5.0,9044.5,8999.4,Neutral
NZ50G,S&P/NZX 50 Gross Index,13942.83,,-0.22,-31.35,13976.97,13890.69,Strong buy
FBMKLCI,FBM KLCI,1714.79,,0.39,6.69,1715.29,1708.26,Neutral
COMPOSITE,IDX Composite Index,6619.673,,-0.25,-16.802,6667.753,6610.933,Buy
SX5E,STOXX 50,6404.0,EUR,0.17,11.06,6407.87,6370.53,Neutral
IBC,IBEX 35 Index,20021.8,,-0.14,-28.9,20076.9,19974.7,Buy
SMI,Swiss Market Index,14279.38,,-0.81,-116.56,14350.81,14206.65,Sell
WIG20,WIG20 Index,4113.83,,0.58,23.56,4125.95,4078.55,Strong buy
AEX,AEX-Index,1115.42,,0.17,1.92,1118.21,1110.1,Buy
BEL20,BEL 20 Index,5800.92,,-0.88,-51.62,5830.26,5794.22,Neutral
OMXH25,OMX Helsinki 25 Index,6495.324,,0.63,40.4997,6503.4268,6467.0328,Buy
OMXS30,OMX Stockholm 30 Index,3291.8403,,0.24,7.7606,3302.0587,3286.0739,Buy
OMXC25,OMX Copenhagen 25 Index,1911.8653,,-0.01,-0.271,1916.4205,1905.2877,Buy
BELEX15,BELEX 15 Index,1374.2,,0.6,8.25,1375.23,1371.75,Buy
XU100,BIST 100 Index,14151.59,,0.99,139.17,14169.8,14000.94,Neutral
TA35,TA-35 Index,4311.01,,1.12,47.93,4313.64,4274.03,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,109606.49,ZAR,0.31,336.36,109734.03,108951.41,Strong buy
NIFTY,Nifty 50 Index,23779.15,,-0.5,-118.55,23890.0,23737.9,Strong sell
SENSEX,BSE Sensex Index,76132.81,,-0.5,-382.62,76477.19,75970.52,Sell
DFMGI,DFM General Index,5931.29,,0.79,46.66,5937.34,5874.96,Buy
TASI,Tadawul All Shares Index,11024.73,,-0.4,-43.92,11093.13,11024.73,Neutral
GNRI,QE Index,9785.73,,0.53,51.97,9785.81,9721.82,Sell
EGX30,EGX 30 Index,56627.8,,-0.09,-48.4,56937.2,56545.9,Buy
IBOV,Bovespa Index,185147.15,,-0.02,-40.98,186544.81,183251.93,Buy
ME,S&P/BMV IPC Index,64751.27,,-0.18,-115.34,65019.23,64525.23,Sell
IMV,S&P MERVAL Index,3033466.06,,-0.51,-15655.38,3069897.47,3025708.83,Sell
ICAP,MSCI COLCAP Index,2563.38,,0.74,18.82,2565.84,2534.69,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,59689.89,,-0.17,-99.92,59789.81,59582.94,Buy
SX5E,EURO STOXX® 50 Index – EUR (Price Return),6403.99,,0.17,11.06,6407.87,6370.53,Neutral
S,SX7E EURO STOXX® Banks Index – EUR (Price Return),321.8,,0.19,0.61,321.87,319.89,Buy
S,SXXP STOXX® Europe 600 Index – EUR (Price Return),649.9,,0.0,0.02,651.24,647.4,Neutral
BUX,Budapest Stock Exchange Index,147542.85,,-0.14,-205.06,148161.48,146896.37,Neutral
GD,ATHEX Composite Index,2702.54,,0.04,1.16,2723.94,2702.54,Strong buy
BET,Bucharest Exchange Trading Index,34450.85,,0.11,36.55,34633.6,34247.18,Sell
IDX30,IDX 30 Index,367.156,,-0.21,-0.765,369.81,366.222,Buy
SET,SET Index,1618.82,,1.46,23.24,1620.95,1598.1,Strong buy
N100,Euronext 100 Index,1917.04,,0.34,6.51,1919.83,1909.04,Sell
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,73.1,USD,-2.11,-1.58,74.68,73.1,Sell
HK33HKD,Hong Kong 33,25274.8,HKD,-1.58,-406.5,25712.7,25267.3,Sell
OSX,PHLX Oil Service Sector,106.18,USD,-0.84,-0.9,106.44,105.34,Buy
RUA,US Small Cap 3000 Index,4386.914,USD,-0.35,-15.2725,4402.1865,4380.1192,Buy
HGX,PHLX Housing Sector,642.84,USD,0.35,2.27,645.22,636.72,Sell
RUT,US Small Cap 2000 Index,2975.6479,USD,0.25,7.3768,2976.6601,2951.0382,Neutral
AEX,AEX,1115.43,EUR,0.17,1.92,1118.21,1110.1,Buy
NL25EUR,Netherlands 25,1115.62,EUR,0.08,0.85,1118.07,1110.02,Buy
SSMI,Swiss Market Index,14279.37,CHF,-0.81,-116.58,14350.81,14206.65,Sell
NYA,NYSE Composite Index,24639.24,USD,-0.33,-80.93,24720.15,24594.94,Buy
DE30EUR,Germany 30,26001.8,EUR,-0.2,-51.6,26071.3,25921.8,Neutral
IBEX35,IBEX 35,20021.81,EUR,-0.14,-28.88,20076.9,19974.7,Buy
XAU,PHLX Gold/Silver Sector,408.92,USD,-1.66,-6.91,412.4,404.59,Buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,416.41,USD,-0.07,-0.29,416.41,416.41,Buy
VIX,VOLATILITY S&P 500,14.52,USD,1.47,0.21,14.58,13.8,Sell
AU200AUD,Australia 200,8996.5,AUD,-0.05,-4.6,9041.3,8981.0,Sell
NZ50G,NZX 50 INDEX,13942.84,NZD,-0.22,-31.34,13976.97,13890.69,Strong buy
