symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6941.46,USD,-0.01,-0.36,6993.48,6911.97,Buy
IXIC,US Composite Index,23066.46,USD,-0.16,-36.02,23320.62,22902.01,Sell
DJI,Dow Jones Industrial Average Index,50121.41,USD,-0.13,-66.74,50499.04,49901.61,Buy
VIX,CBOE Volatility Index,17.65,,-0.79,-0.14,18.96,16.75,Buy
TSX,S&P/TSX Composite index,33254.19,CAD,-0.01,-2.64,33693.39,33033.28,Buy
UKX,UK 100 INDEX,10472.1,GBP,1.14,118.27,10493.83,10353.8,Strong buy
DAX,DAX Index,24856.15,EUR,-0.53,-131.7,25001.52,24834.79,Buy
PX1,CAC 40 Index,8313.24,EUR,-0.18,-14.64,8358.23,8277.96,Buy
FTMIB,MILANO ITALIA BORSA INDEX,46510.84,EUR,-0.62,-292.14,46858.22,46225.99,Buy
NI225,Japan 225 Index,57650.49,JPY,2.28,1286.6,57960.19,56812.01,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5354.5,KRW,1.0,52.8,5374.23,5257.53,Buy
000001,SSE Composite Index,4131.985,CNY,0.09,3.6119,4142.5612,4122.4283,Buy
399001,Shenzhen Component Index,14160.9336,CNY,-0.35,-49.6925,14250.3368,14156.1636,Buy
HSI,Hang Seng Index,27266.38,HKD,0.31,83.23,27325.98,27133.77,Buy
STI,STRAITS TIMES INDEX,4984.59,SGD,0.41,20.33,4986.34,4946.39,Strong buy
XJO,S&P/ASX 200 Index,9014.8,AUD,1.66,147.4,9014.8,8867.4,Strong buy
NZ50G,S&P/NZX 50 Gross Index,13500.09,NZD,-0.05,-7.19,13507.28,13497.62,Buy
FBMKLCI,FBM KLCI,1756.39,,0.51,8.85,1757.15,1745.51,Buy
COMPOSITE,IDX Composite Index,8290.966,IDR,1.96,159.228,8290.966,8118.163,Sell
SX5E,STOXX 50,6035.65,EUR,-0.19,-11.42,6069.79,6011.93,Buy
IBC,IBEX 35 Index,18044.5,EUR,-0.43,-77.6,18197.1,17955.5,Buy
SMI,Swiss Market Index,13547.08,CHF,0.21,28.86,13574.7,13459.63,Buy
WIG20,WIG20 Index,3412.74,PLN,0.56,19.05,3428.33,3372.39,Buy
AEX,AEX-Index,1008.96,EUR,0.48,4.82,1013.78,1003.11,Strong buy
BEL20,BEL 20 Index,5594.88,EUR,0.22,12.24,5598.68,5560.4,Buy
OMXH25,OMX Helsinki 25 Index,6058.6826,EUR,1.69,100.5115,6064.0066,5949.124,Strong buy
OMXS30,OMX Stockholm 30 Index,3145.4755,SEK,0.28,8.9311,3168.9149,3123.3322,Buy
OMXC25,OMX Copenhagen 25 Index,1855.3034,DKK,-0.73,-13.5731,1867.7338,1845.645,Neutral
BELEX15,BELEX 15 Index,1261.53,RSD,-0.01,-0.15,1261.68,1260.97,Sell
OMXRGI,OMX Riga Gross Index,896.8115,EUR,0.25,2.2636,900.034,893.4371,Sell
OMXTGI,OMX Tallinn Gross Index,2075.791,EUR,-0.17,-3.5182,2082.8913,2075.791,Buy
XU100,BIST 100 Index,13787.82,TRY,-0.07,-9.22,13912.94,13680.91,Buy
TA35,TA-35 Index,4160.4,ILS,-0.79,-33.07,4202.67,4160.4,Buy
