symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7472.78,USD,-0.37,-27.79,7530.01,7460.01,Buy
IXIC,US Composite Index,26166.59,USD,-1.32,-351.34,26561.12,26125.48,Buy
DJI,Dow Jones Industrial Average Index,51712.72,USD,0.29,148.01,51887.85,51555.19,Buy
VIX,CBOE Volatility Index,17.28,,5.37,0.88,17.92,16.49,Sell
TSX,S&P/TSX Composite index,35002.18,,0.42,144.84,35084.9,34857.79,Buy
UKX,UK 100 INDEX,10437.86,GBP,0.72,74.6,10443.16,10346.63,Strong buy
DAX,DAX Index,25139.69,,0.62,153.87,25176.21,24896.19,Buy
PX1,CAC 40 Index,8400.11,,-0.25,-21.03,8435.81,8353.06,Buy
FTMIB,MILANO ITALIA BORSA INDEX,52796.77,EUR,-0.1,-52.15,52877.32,52472.76,Buy
NI225,Japan 225 Index,72353.74,JPY,1.55,1103.9,72831.73,71009.52,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),9114.56,KRW,0.69,62.13,9253.0,8900.68,Buy
000001,SSE Composite Index,4163.0965,,1.78,72.6152,4164.4178,4070.1723,Strong buy
399001,Shenzhen Component Index,16372.4987,,2.13,341.7963,16374.0199,15914.0516,Strong buy
HSI,Hang Seng Index,23768.52,,-0.65,-156.29,23863.71,23444.86,Strong sell
STI,STRAITS TIMES INDEX,5204.01,SGD,0.22,11.3,5204.01,5174.3,Buy
XJO,S&P/ASX 200 Index,8816.1,,-0.14,-12.6,8851.8,8793.8,Buy
NZ50G,S&P/NZX 50 Gross Index,13460.73,,0.11,14.68,13463.48,13439.7,Buy
FBMKLCI,FBM KLCI,1700.84,,-0.65,-11.19,1712.32,1699.94,Neutral
COMPOSITE,IDX Composite Index,6116.69,,-0.98,-60.449,6226.717,6052.937,Sell
SX5E,STOXX 50,6311.33,EUR,0.29,18.2,6328.63,6280.84,Buy
IBC,IBEX 35 Index,19542.3,,1.01,194.9,19575.3,19338.1,Buy
SMI,Swiss Market Index,13848.51,,0.54,74.49,13848.51,13706.29,Buy
WIG20,WIG20 Index,3659.5,,-0.53,-19.34,3704.16,3643.82,Neutral
AEX,AEX-Index,1082.93,,0.44,4.77,1087.93,1078.67,Strong buy
BEL20,BEL 20 Index,5705.83,,1.03,58.18,5705.83,5649.24,Strong buy
OMXH25,OMX Helsinki 25 Index,6325.4967,,1.4,87.0917,6331.544,6220.9499,Neutral
OMXS30,OMX Stockholm 30 Index,3190.7223,,0.38,12.0831,3191.0449,3149.1445,Buy
OMXC25,OMX Copenhagen 25 Index,1791.7561,,0.95,16.8363,1791.9871,1767.9566,Strong buy
BELEX15,BELEX 15 Index,1223.56,,0.16,1.96,1223.56,1221.6,Neutral
OMXTGI,OMX Tallinn Gross Index,2102.5571,,0.19,4.0346,2103.1037,2097.982,Buy
XU100,BIST 100 Index,14729.65,,-0.03,-4.85,14871.49,14697.76,Buy
TA35,TA-35 Index,4147.91,,0.09,3.9,4187.46,4130.71,Sell
SA40,SOUTH AFRICA TOP 40 INDEX,104422.2,ZAR,0.16,163.48,105256.55,103982.09,Sell
NIFTY,Nifty 50 Index,24102.9,,0.37,89.8,24168.05,24073.15,Buy
SENSEX,BSE Sensex Index,77094.07,,0.38,291.17,77325.56,77008.02,Buy
DFMGI,DFM General Index,6183.47,,0.32,19.97,6206.65,6154.23,Buy
TASI,Tadawul All Shares Index,11072.4,,-0.04,-4.27,11084.31,11052.74,Sell
GNRI,QE Index,10446.04,,-0.33,-34.91,10516.62,10446.04,Sell
EGX30,EGX 30 Index,52585.7,,-0.18,-93.7,52789.9,52469.7,Buy
IBOV,Bovespa Index,170370.38,,1.21,2036.77,170749.76,168326.26,Neutral
ME,S&P/BMV IPC Index,67125.26,,-0.86,-580.11,67918.37,67064.65,Sell
IMV,S&P MERVAL Index,3277511.73,,-0.42,-13809.84,3333900.15,3254664.37,Buy
ICAP,MSCI COLCAP Index,2393.3,,-4.38,-109.66,2534.59,2380.51,Buy
SP_IPSA,S&P IPSA Index,10900.52,,0.11,12.09,10966.27,10836.64,Strong buy
MXNUAMPEGEN,MSCI NUAM Peru General,57045.35,,-0.46,-263.73,57336.45,56668.06,Buy
SX5E,EURO STOXX® 50 Index – EUR (Price Return),6311.32,,0.29,18.19,6328.63,6280.84,Buy
S,SX7E EURO STOXX® Banks Index – EUR (Price Return),298.17,,1.0,2.96,298.67,294.19,Buy
S,SXXP STOXX® Europe 600 Index – EUR (Price Return),639.27,,0.58,3.66,639.94,634.03,Buy
BUX,Budapest Stock Exchange Index,139495.62,,1.36,1870.08,139505.71,137601.9,Buy
GD,ATHEX Composite Index,2501.13,,1.02,25.15,2506.5,2476.15,Strong buy
BET,Bucharest Exchange Trading Index,30863.76,,0.55,169.93,30968.46,30693.36,Buy
IDX30,IDX 30 Index,338.731,,-1.75,-6.023,347.686,337.963,Sell
SET,SET Index,1574.13,,0.1,1.63,1580.86,1568.05,Buy
OSX,PHLX Oil Service Sector,91.64,USD,0.74,0.68,91.75,89.85,Sell
XAX,NYSE American Composite Index,7975.76,USD,0.47,37.69,7989.33,7866.02,Sell
US30USD,US Wall St 30,51857.5,USD,-0.08,-43.0,51929.0,51851.0,Buy
CAC40,CAC 40,8400.12,EUR,-0.25,-21.03,8435.81,8353.06,Buy
SOX,PHLX Semiconductor,14634.71,USD,2.04,292.93,14655.29,14393.89,Strong buy
HGX,PHLX Housing Sector,686.82,USD,-0.9,-6.21,694.92,685.4,Buy
SSMI,Swiss Market Index,13848.51,CHF,0.54,74.5,13848.51,13706.29,Buy
NL25EUR,Netherlands 25,1085.785,EUR,0.7,7.51,1089.135,1078.275,Strong buy
DEU40,GERMAN STOCK INDEX (DAX),25139.7,EUR,0.62,153.87,25176.21,24896.19,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,70.02,USD,7.08,4.63,70.02,65.39,Sell
XAU,PHLX Gold/Silver Sector,342.8,USD,-1.5,-5.23,343.45,337.76,Sell
VIX,VOLATILITY S&P 500,17.29,USD,5.36,0.88,17.92,16.49,Sell
AEX,AEX,1082.92,EUR,0.44,4.75,1087.93,1078.67,Strong buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,359.56,USD,-0.69,-2.51,359.56,359.56,Sell
RUA,US Small Cap 3000 Index,4249.6051,USD,-0.33,-13.873,4280.5528,4242.5208,Buy
RUT,US Small Cap 2000 Index,3004.4036,USD,0.83,24.638,3015.4067,2985.0886,Strong buy
