symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6944.46,USD,0.26,17.87,6979.34,6937.93,Strong buy
IXIC,US Composite Index,23530.01,USD,0.25,58.26,23721.11,23502.18,Buy
DJI,Dow Jones Industrial Average Index,49442.45,USD,0.6,292.81,49581.18,49201.1,Strong buy
VIX,CBOE Volatility Index,15.84,,-5.43,-0.91,16.54,15.3,Neutral
TSX,S&P/TSX Composite index,33028.92,CAD,0.34,112.45,33099.28,32876.39,Buy
UKX,UK 100 INDEX,10238.95,GBP,0.54,54.6,10250.45,10173.53,Strong buy
DAX,DAX Index,25352.39,EUR,0.26,66.15,25378.55,25233.32,Buy
PX1,CAC 40 Index,8313.12,EUR,-0.21,-17.85,8366.3,8290.61,Buy
FTMIB,MILANO ITALIA BORSA INDEX,45849.78,EUR,0.44,202.39,45926.36,45713.9,Strong buy
NI225,Japan 225 Index,54110.45,JPY,-0.42,-230.73,54153.61,53709.87,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),4797.55,KRW,1.58,74.45,4797.55,4705.44,Strong buy
000001,SSE Composite Index,4112.6012,CNY,-0.33,-13.492,4133.0726,4096.8496,Buy
399001,Shenzhen Component Index,14306.7251,CNY,0.41,58.1269,14328.5958,14155.4978,Buy
HSI,Hang Seng Index,26923.62,HKD,-0.28,-76.19,27206.84,26808.35,Buy
STI,STRAITS TIMES INDEX,4833.34,SGD,0.43,20.83,4833.34,4793.39,Strong buy
XJO,S&P/ASX 200 Index,8861.7,AUD,0.47,41.1,8881.0,8820.6,Strong buy
NZ50G,S&P/NZX 50 Gross Index,13690.77,NZD,0.23,30.98,13690.77,13654.46,Buy
FBMKLCI,FTSE Bursa Malaysia KLCI Index,1715.16,MYR,0.25,4.25,1715.16,1701.83,Strong buy
COMPOSITE,IDX Composite Index,9075.406,IDR,0.47,42.822,9100.825,9040.998,Strong buy
SX5E,STOXX 50,6041.15,EUR,0.6,36.09,6053.68,6004.35,Buy
IBC,IBEX 35 Index,17642.7,EUR,-0.3,-53.0,17725.7,17611.7,Buy
SMI,Swiss Market Index,13476.32,CHF,0.09,11.48,13528.67,13448.75,Strong buy
WIG20,WIG20 Index,3306.4,PLN,1.15,37.46,3306.4,3266.15,Strong buy
AEX,AEX-Index,1011.01,EUR,1.43,14.26,1012.65,1003.93,Strong buy
BEL20,BEL 20 Index,5350.06,EUR,0.9,47.69,5363.91,5294.92,Strong buy
OMXH25,OMX Helsinki 25 Index,5929.8295,EUR,1.07,62.5306,5929.8686,5860.5963,Strong buy
OMXS30,OMX Stockholm 30 Index,3036.6422,SEK,1.77,52.7343,3038.7438,3006.266,Strong buy
OMXC25,OMX Copenhagen 25 Index,1921.742,DKK,-1.03,-20.0413,1935.2746,1913.8906,Buy
BELEX15,BELEX 15 Index,1263.01,RSD,0.22,2.79,1263.01,1259.47,Buy
OMXRGI,OMX Riga Gross Index,938.5206,EUR,0.52,4.8129,938.5206,932.6769,Strong buy
OMXTGI,OMX Tallinn Gross Index,2083.8504,EUR,0.25,5.2679,2086.9503,2079.5286,Strong buy
XU100,BIST 100 Index,12456.69,TRY,0.7,86.8,12472.88,12300.4,Buy
TA35,TA-35 Index,3963.43,ILS,0.89,34.95,3968.75,3897.75,Strong buy
SA40,SOUTH AFRICA TOP 40 INDEX,113088.49,ZAR,-0.03,-32.86,113840.08,112629.47,Buy
NIFTY,Nifty 50 Index,25665.6,INR,-0.26,-66.7,25791.75,25603.95,Sell
SENSEX,S&P BSE SENSEX Index,83382.71,INR,-0.29,-244.98,83809.98,83185.2,Sell
DFMGI,DFM General Index,6261.94,AED,-0.01,-0.46,6278.29,6232.4,Buy
TASI,Tadawul All Shares Index,10818.32,SAR,-1.16,-126.83,10938.73,10791.44,Neutral
GNRI,QE Index,11067.64,QAR,-1.28,-143.02,11210.66,11059.96,Buy
EGX30,EGX 30 Index,43346.9,EGP,0.67,288.6,44144.9,43005.7,Buy
I,IBOV Bovespa Index,165568.32,BRL,0.26,422.34,166069.84,164832.53,Strong buy
ME,S&P/BMV IPC Index,66671.35,MXN,-1.09,-731.73,67656.97,66456.37,Buy
IMV,S&P MERVAL Index,2926727.13,ARS,-0.79,-23384.16,2972907.88,2879921.72,Sell
ICAP,MSCI COLCAP Index,2287.47,COP,1.14,25.85,2287.47,2257.38,Buy
SP_IPSA,S&P IPSA Index,11088.48,CLP,-1.17,-131.5,11310.05,11087.98,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,50773.55,PEN,1.23,618.9,50786.33,50165.85,Strong buy
BUX,Budapest Stock Exchange Index,120679.89,HUF,0.02,28.3,121201.7,120344.61,Buy
GD,ATHEX Composite Index,2247.69,EUR,1.28,28.37,2247.69,2218.47,Strong buy
BET,Bucharest Exchange Trading Index,27095.46,RON,1.45,387.07,27190.44,26708.01,Buy
IDX30,IDX 30 Index,452.477,IDR,0.81,3.617,454.906,449.745,Strong buy
VIX,VOLATILITY S&P 500,15.83,USD,-5.44,-0.91,16.54,15.3,Neutral
SXXP,STOXX 600,614.58,EUR,0.49,3.01,615.07,611.92,Strong buy
AEX,AEX,1011.02,EUR,1.43,14.26,1012.65,1003.93,Strong buy
HGX,PHLX Housing Sector,732.8,USD,1.11,8.04,733.85,725.2,Buy
US30USD,US Wall St 30,49471.1,USD,0.71,350.5,49626.2,49085.1,Strong buy
DEU40,GERMAN STOCK INDEX (DAX),25352.4,EUR,0.26,66.15,25378.55,25233.32,Buy
AU200AUD,Australia 200,8851.2,AUD,0.17,15.2,8869.0,8827.0,Strong buy
HK33HKD,Hong Kong 33,27123.7,HKD,0.96,257.7,27226.5,26822.7,Strong buy
SSMI,Swiss Market Index,13476.31,CHF,0.09,11.48,13528.67,13448.75,Strong buy
N100,Euronext 100 Index,1789.92,EUR,0.52,9.21,1792.81,1778.57,Strong buy
RUI,US Small Cap 1000 Index,3794.244,USD,0.28,10.5745,3812.7649,3791.3297,Strong buy
IBEX35,IBEX 35,17642.71,EUR,-0.3,-52.98,17725.7,17611.7,Buy
NL25EUR,Netherlands 25,1008.155,EUR,0.95,9.45,1012.53,1003.705,Strong buy
XAX,NYSE American Composite Index,7516.2473,USD,-1.41,-107.1455,7623.3928,7498.5116,Buy
RUA,US Small Cap 3000 Index,3957.0136,USD,0.31,12.0875,3976.1514,3954.3219,Strong buy
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,301.75,USD,-1.65,-5.07,306.82,301.75,Buy
CAC40,CAC 40,8313.13,EUR,-0.21,-17.85,8366.3,8290.61,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,56.137,USD,-3.4,-1.9755,58.1125,56.137,Strong sell
XAU,PHLX Gold/Silver Sector,394.76,USD,0.36,1.43,396.88,386.87,Buy
NYA,NYSE Composite Index,22808.8149,USD,0.39,87.5887,22878.6724,22721.2262,Strong buy
NZ50G,NZX 50 INDEX,13689.44,NZD,0.22,29.64,13696.15,13654.46,Buy
DE30EUR,Germany 30,25295.0,EUR,-0.22,-56.2,25425.2,25267.7,Buy
OSX,PHLX Oil Service Sector,83.39,USD,-0.45,-0.37,83.75,82.39,Buy
SOX,PHLX Semiconductor,7837.29,USD,1.76,135.81,7998.12,7833.95,Strong buy
RUT,US Small Cap 2000 Index,2674.5567,USD,0.86,22.9193,2689.2767,2659.2873,Strong buy
