symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7357.48,USD,-0.01,-0.73,7419.08,7323.5,Neutral
IXIC,US Composite Index,25358.59,USD,-0.46,-118.04,25724.78,25123.43,Sell
DJI,Dow Jones Industrial Average Index,51920.63,USD,0.14,71.72,52655.66,51857.78,Strong buy
VIX,CBOE Volatility Index,18.89,,1.4,0.26,19.95,17.72,Buy
TSX,S&P/TSX Composite index,34850.21,,0.33,114.12,35107.14,34802.06,Buy
UKX,UK 100 INDEX,10529.88,GBP,0.65,68.26,10575.31,10415.45,Strong buy
DAX,DAX Index,24994.83,,1.03,254.47,25088.28,24761.72,Strong buy
PX1,CAC 40 Index,8431.61,,0.55,46.12,8452.38,8374.5,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,51782.9,EUR,0.28,143.97,51964.79,51546.09,Buy
NI225,Japan 225 Index,72366.12,JPY,4.61,3191.37,72594.22,69982.67,Strong buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),8930.31,KRW,5.42,459.28,9044.04,8693.62,Buy
000001,SSE Composite Index,4120.2806,,0.23,9.4672,4133.0975,4093.0087,Buy
399001,Shenzhen Component Index,16344.0829,,1.82,292.7636,16359.6203,16058.8501,Strong buy
HSI,Hang Seng Index,23076.91,,-1.43,-335.27,23388.5,22978.59,Sell
STI,STRAITS TIMES INDEX,5218.97,SGD,0.06,2.97,5232.64,5212.69,Buy
XJO,S&P/ASX 200 Index,8748.7,,-0.68,-59.7,8808.4,8748.7,Sell
NZ50G,S&P/NZX 50 Gross Index,13516.47,,0.17,23.42,13516.47,13489.0,Strong buy
FBMKLCI,FBM KLCI,1663.82,,-1.09,-18.31,1685.17,1663.82,Strong sell
COMPOSITE,IDX Composite Index,5999.038,,1.96,115.157,6056.2,5864.004,Sell
SX5E,STOXX 50,6267.54,EUR,0.85,52.83,6279.53,6211.57,Strong buy
IBC,IBEX 35 Index,19513.6,,0.64,124.1,19549.3,19348.4,Buy
SMI,Swiss Market Index,14231.96,,0.81,114.21,14267.65,14078.3,Strong buy
WIG20,WIG20 Index,3598.4,,1.26,44.74,3614.9,3568.9,Neutral
AEX,AEX-Index,1067.71,,0.22,2.36,1075.83,1065.2,Buy
BEL20,BEL 20 Index,5732.05,,1.06,60.39,5749.12,5663.16,Strong buy
OMXH25,OMX Helsinki 25 Index,6217.5496,,0.58,36.0721,6251.3125,6180.6767,Neutral
OMXS30,OMX Stockholm 30 Index,3180.8815,,1.08,33.9217,3197.9341,3158.9198,Strong buy
OMXC25,OMX Copenhagen 25 Index,1813.3549,,0.95,17.1221,1819.3382,1789.1332,Strong buy
BELEX15,BELEX 15 Index,1218.61,,0.17,2.11,1219.35,1215.3,Sell
OMXTGI,OMX Tallinn Gross Index,2104.6501,,0.1,2.093,2107.3032,2098.883,Buy
XU100,BIST 100 Index,14259.75,,-0.5,-71.46,14583.07,14212.1,Buy
TA35,TA-35 Index,4099.4,,-1.23,-50.98,4196.04,4092.06,Sell
SA40,SOUTH AFRICA TOP 40 INDEX,102624.02,ZAR,1.07,1090.05,103263.65,101227.49,Sell
