symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,6699.37,USD,1.01,67.17,6729.79,6674.37,Sell
IXIC,US Composite Index,22374.17,USD,1.22,268.81,22521.59,22316.63,Sell
DJI,Dow Jones Industrial Average Index,46946.42,USD,0.83,387.94,47176.14,46707.4,Sell
VIX,CBOE Volatility Index,23.51,,-13.53,-3.68,26.42,23.23,Buy
TSX,S&P/TSX Composite index,32876.65,CAD,1.03,334.72,32930.27,32569.06,Neutral
UKX,UK 100 INDEX,10317.7,GBP,0.55,56.56,10376.48,10255.34,Sell
DAX,DAX Index,23564.01,EUR,0.5,116.72,23699.5,23334.97,Sell
PX1,CAC 40 Index,7935.97,EUR,0.31,24.44,7968.65,7856.61,Sell
FTMIB,MILANO ITALIA BORSA INDEX,44347.57,EUR,0.07,30.66,44594.01,43828.65,Sell
NI225,Japan 225 Index,53751.1,JPY,-0.13,-68.46,53983.51,53113.95,Sell
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),5549.86,KRW,1.14,62.61,5561.42,5448.75,Buy
000001,SSE Composite Index,4084.7858,CNY,-0.26,-10.6627,4096.1333,4048.0866,Sell
399001,Shenzhen Component Index,14307.5773,CNY,0.19,26.7975,14320.0955,14097.8154,Buy
HSI,Hang Seng Index,25834.02,HKD,1.45,368.42,25856.73,25317.81,Sell
STI,STRAITS TIMES INDEX,4868.7,SGD,0.55,26.42,4871.86,4830.52,Buy
XJO,S&P/ASX 200 Index,8583.4,AUD,-0.39,-33.7,8617.5,8563.3,Sell
NZ50G,S&P/NZX 50 Gross Index,13205.63,NZD,0.31,41.05,13210.96,13161.7,Sell
FBMKLCI,FBM KLCI,1696.56,,-0.13,-2.29,1701.18,1688.46,Sell
COMPOSITE,IDX Composite Index,7022.288,IDR,-1.61,-114.924,7120.185,6917.322,Sell
SX5E,STOXX 50,5739.02,EUR,0.39,22.4,5771.06,5674.27,Sell
IBC,IBEX 35 Index,17089.4,EUR,0.18,30.1,17219.2,16906.9,Sell
SMI,Swiss Market Index,12882.2,CHF,0.33,42.93,12936.3,12750.07,Sell
WIG20,WIG20 Index,3292.46,PLN,0.55,17.92,3305.54,3259.04,Sell
AEX,AEX-Index,1007.8,EUR,0.61,6.14,1013.13,1000.32,Strong buy
BEL20,BEL 20 Index,5128.99,EUR,0.38,19.51,5147.11,5079.36,Sell
OMXH25,OMX Helsinki 25 Index,6043.3448,EUR,1.08,64.7685,6058.7357,5973.381,Strong buy
OMXS30,OMX Stockholm 30 Index,3027.7313,SEK,0.3,9.012,3043.2425,3001.8127,Sell
OMXC25,OMX Copenhagen 25 Index,1688.9812,DKK,1.24,20.6567,1691.9861,1663.5194,Sell
BELEX15,BELEX 15 Index,1229.21,RSD,-0.02,-0.28,1229.49,1228.08,Sell
OMXRGI,OMX Riga Gross Index,902.1632,EUR,-0.19,-1.7446,904.2939,900.9969,Sell
OMXTGI,OMX Tallinn Gross Index,2084.2411,EUR,-0.19,-4.054,2089.3321,2082.7878,Buy
XU100,BIST 100 Index,12956.72,TRY,-1.04,-136.21,13137.73,12880.01,Sell
TA35,TA-35 Index,4177.04,ILS,-0.01,-0.54,4191.0,4143.98,Neutral
SA40,SOUTH AFRICA TOP 40 INDEX,108891.16,ZAR,1.5,1605.89,109350.93,106627.62,Neutral
NIFTY,Nifty 50 Index,23408.8,INR,1.11,257.7,23502.0,22955.25,Sell
SENSEX,BSE Sensex Index,75502.85,INR,1.26,938.93,75805.27,73949.76,Sell
DFMGI,DFM General Index,5288.7,AED,-2.54,-137.58,5422.09,5233.1,Strong sell
TASI,Tadawul All Shares Index,10946.26,SAR,0.55,59.63,10946.26,10849.79,Buy
GNRI,QE Index,10333.32,QAR,-1.22,-127.68,10472.55,10333.32,Strong sell
EGX30,EGX 30 Index,45187.7,EGP,-1.61,-739.2,46358.2,45014.2,Sell
I,IBOV Bovespa Index,179875.44,BRL,1.25,2222.13,181254.85,177656.24,Buy
ME,S&P/BMV IPC Index,65648.91,MXN,-0.66,-436.9,66515.64,65575.92,Sell
IMV,S&P MERVAL Index,2606350.94,ARS,-1.37,-36233.23,2662037.56,2596646.33,Sell
ICAP,MSCI COLCAP Index,2185.52,COP,0.22,4.77,2229.66,2181.38,Sell
SP_IPSA,S&P IPSA Index,10584.63,CLP,1.13,118.11,10584.63,10463.53,Neutral
MXNUAMPEGEN,MSCI NUAM Peru General,52011.65,PEN,0.54,279.11,52059.14,51427.21,Neutral
BUX,Budapest Stock Exchange Index,120787.85,HUF,-0.79,-966.99,121808.93,120330.23,Sell
GD,ATHEX Composite Index,2138.14,EUR,0.26,5.58,2148.97,2110.64,Sell
BET,Bucharest Exchange Trading Index,28304.26,RON,0.33,91.87,28384.13,28107.38,Buy
IDX30,IDX 30 Index,387.531,IDR,-1.1,-4.326,391.16,381.024,Sell
SET,SET Index,1405.02,THB,-0.31,-4.33,1418.67,1403.31,Neutral
DEU40,GERMAN STOCK INDEX (DAX),23564.02,EUR,0.5,116.72,23699.5,23334.97,Sell
NZ50G,NZX 50 INDEX,13212.66,NZD,0.37,48.07,13212.66,13161.7,Sell
N100,Euronext 100 Index,1760.81,EUR,0.46,8.09,1768.22,1743.89,Sell
RUI,US Small Cap 1000 Index,3652.9023,USD,1.01,36.6189,3668.4985,3637.7522,Sell
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,85.246,USD,-6.5,-5.9238,91.1698,85.246,Buy
AU200AUD,Australia 200,8634.2,AUD,1.04,88.8,8657.2,8531.2,Sell
NL25EUR,Netherlands 25,1008.955,EUR,0.97,9.65,1013.305,999.855,Strong buy
SOX,PHLX Semiconductor,7796.23,USD,1.96,149.6,7896.77,7762.06,Neutral
VIX,VOLATILITY S&P 500,23.52,USD,-13.47,-3.66,26.42,23.23,Buy
DE30EUR,Germany 30,23624.0,EUR,1.23,286.8,23699.2,23323.7,Sell
HK33HKD,Hong Kong 33,25871.6,HKD,1.63,414.2,25951.6,25284.1,Sell
IBEX35,IBEX 35,17089.41,EUR,0.18,30.12,17219.2,16906.9,Sell
HGX,PHLX Housing Sector,641.59,USD,1.16,7.36,644.1,636.65,Sell
AEX,AEX,1007.81,EUR,0.61,6.14,1013.13,1000.32,Strong buy
OSX,PHLX Oil Service Sector,89.88,USD,-0.01,-0.01,90.61,89.27,Neutral
US30USD,US Wall St 30,46935.5,USD,0.97,450.8,47174.6,46409.5,Sell
CAC40,CAC 40,7935.98,EUR,0.31,24.44,7968.65,7856.61,Sell
SXXP,STOXX 600,598.48,EUR,0.44,2.62,601.16,593.14,Sell
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,359.72,USD,-1.66,-6.07,359.72,359.72,Buy
XAX,NYSE American Composite Index,8568.7456,USD,1.76,148.2787,8609.8234,8420.4669,Buy
RUA,US Small Cap 3000 Index,3804.7318,USD,1.01,38.0151,3821.3086,3789.317,Sell
RUT,US Small Cap 2000 Index,2503.292,USD,0.94,23.2413,2525.6222,2499.1089,Sell
XAU,PHLX Gold/Silver Sector,387.82,USD,1.01,3.88,393.08,378.51,Sell
NYA,NYSE Composite Index,22258.5797,USD,0.94,207.6439,22363.6831,22050.9358,Sell
SSMI,Swiss Market Index,12882.21,CHF,0.33,42.95,12936.3,12750.07,Sell
