symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7674.37,,0.43,33.21,7697.11,7660.06,Buy
IXIC,US Composite Index,26180.44,USD,0.43,113.28,26269.85,26049.3,Buy
DJI,Dow Jones Industrial Average,53277.01,,0.98,517.8,53355.92,52768.87,Buy
VIX,CBOE Volatility Index,15.13,,-5.5,-0.88,15.88,15.08,Sell
TSX,S&P/TSX Composite index,36620.23,,0.7,254.81,36717.75,36474.75,Strong buy
UKX,UK 100 INDEX,10816.57,GBP,0.64,68.4,10831.64,10734.92,Buy
DAX,DAX Index,26136.56,,0.59,153.52,26166.25,25969.52,Buy
PX1,CAC 40 Index,8484.43,,0.37,31.34,8493.55,8441.11,Buy
FTMIB,MILANO ITALIA BORSA INDEX,52668.03,EUR,0.0,2.2,52988.54,52653.01,Neutral
NI225,Japan 225 Index,66016.14,JPY,-0.3,-200.43,66125.88,65260.22,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),6912.96,KRW,0.88,60.37,6954.12,6742.44,Buy
000001,SSE Composite Index,3905.2,,0.04,1.48,3912.13,3883.79,Sell
399001,Shenzhen Component Index,14094.17,,0.87,121.39,14132.04,13866.39,Sell
HSI,Hang Seng Index,26009.46,,1.21,310.97,26009.46,25807.61,Strong buy
STI,STRAITS TIMES INDEX,5688.97,SGD,0.3,17.05,5692.76,5640.06,Buy
XJO,S&P/ASX 200 Index,9058.9,,-0.27,-24.9,9083.8,9045.0,Buy
NZ50G,S&P/NZX 50 Gross Index,13972.66,,0.38,52.84,13972.66,13853.23,Buy
FBMKLCI,FBM KLCI,1736.48,,-0.01,-0.23,1738.3,1733.13,Buy
COMPOSITE,IDX Composite Index,6525.69,,0.37,24.105,6551.957,6507.434,Buy
SX5E,STOXX 50,6462.23,EUR,0.63,40.16,6466.58,6426.58,Buy
IBC,IBEX 35 Index,19961.5,,0.76,150.5,20020.8,19863.0,Buy
SMI,Swiss Market Index,14456.98,,0.62,88.82,14473.8,14279.59,Buy
WIG20,WIG20 Index,3995.19,,0.45,17.98,4028.08,3984.13,Buy
AEX,AEX-Index,1105.97,,0.29,3.19,1107.52,1101.63,Buy
BEL20,BEL 20 Index,5807.17,,1.11,63.55,5807.17,5735.3,Strong buy
OMXH25,OMX Helsinki 25 Index,6408.7011,,1.14,72.5346,6419.2194,6336.5488,Strong buy
OMXS30,OMX Stockholm 30 Index,3292.3382,,1.04,34.0094,3302.6715,3258.804,Strong buy
OMXC25,OMX Copenhagen 25 Index,1906.8497,,0.86,16.3245,1907.9708,1890.7961,Buy
BELEX15,BELEX 15 Index,1376.68,,4.91,64.48,1376.68,1307.91,Strong buy
OMXTGI,OMX Tallinn Gross Index,2147.3734,,-0.02,-0.3366,2148.4741,2144.4109,Neutral
XU100,BIST 100 Index,14514.82,,0.82,118.28,14601.01,14383.45,Strong buy
TA35,TA-35 Index,4171.9,,0.39,16.07,4171.9,4154.56,Buy
SA40,SOUTH AFRICA TOP 40 INDEX,110387.06,ZAR,2.07,2240.85,111071.12,108146.22,Strong buy
NIFTY,Nifty 50 Index,24252.0,,0.08,20.15,24284.05,24206.8,Neutral
SENSEX,BSE Sensex Index,77540.83,,0.0,3.11,77725.67,77445.86,Sell
DFMGI,DFM General Index,5856.55,,0.29,17.02,5868.56,5838.93,Sell
TASI,Tadawul All Shares Index,10954.46,,0.26,28.77,10961.29,10909.04,Buy
GNRI,QE Index,9682.57,,-0.92,-90.28,9787.61,9678.11,Strong sell
EGX30,EGX 30 Index,54737.1,,0.41,224.4,54941.6,54068.7,Buy
IBOV,Bovespa Index,171031.73,,1.85,3104.58,171979.78,167928.33,Sell
ME,S&P/BMV IPC Index,65729.18,,2.14,1379.38,66082.15,64559.79,Sell
IMV,S&P MERVAL Index,2913183.61,,1.29,37234.02,2946378.61,2875949.59,Sell
ICAP,MSCI COLCAP Index,2459.23,,0.61,14.91,2470.65,2441.21,Buy
MXNUAMPEGEN,MSCI NUAM Peru General,60222.25,,2.6,1524.12,60378.13,58949.67,Strong buy
SX5E,EURO STOXX® 50 Index – EUR (Price Return),6462.22,,0.63,40.16,6466.58,6426.58,Buy
S,SX7E EURO STOXX® Banks Index – EUR (Price Return),314.59,,0.84,2.62,315.39,312.23,Buy
S,SXXP STOXX® Europe 600 Index – EUR (Price Return),654.18,,0.59,3.83,654.51,650.35,Buy
BUX,Budapest Stock Exchange Index,148659.81,,-0.02,-36.91,149618.0,148596.61,Buy
GD,ATHEX Composite Index,2634.24,,1.34,34.8,2634.24,2601.2,Strong buy
BET,Bucharest Exchange Trading Index,36437.39,,0.04,15.6,36642.95,36417.34,Buy
IDX30,IDX 30 Index,359.979,,1.04,3.721,361.675,357.389,Buy
SET,SET Index,1613.78,,0.24,3.79,1624.36,1613.67,Neutral
NYA,NYSE Composite Index,24728.68,USD,0.73,180.42,24756.8,24548.26,Buy
MOVE,ICE BofAML U.S. Bond Market Option Volatility Estimate Index,73.4,USD,0.3,0.22,73.4,73.18,Sell
RUT,US Small Cap 2000 Index,3017.8709,USD,0.85,25.4371,3020.2424,2992.4337,Buy
RUA,US Small Cap 3000 Index,4371.5399,USD,0.5,21.6603,4382.607,4349.8795,Buy
DE30EUR,Germany 30,26128.2,EUR,0.56,146.4,26174.6,25974.7,Buy
IBEX35,IBEX 35,19961.49,EUR,0.76,150.5,20020.8,19863.0,Buy
US30USD,US Wall St 30,53264.0,USD,0.85,449.2,53353.6,52768.6,Buy
NZ50G,NZX 50 INDEX,13972.66,NZD,0.38,52.85,13972.66,13853.23,Buy
OSX,PHLX Oil Service Sector,103.69,USD,-0.12,-0.12,104.89,102.84,Buy
DJI,Dow Jones Industrial Average Index,53282.32,USD,0.98,518.05,53361.34,52774.28,Buy
RUI,US Small Cap 1000 Index,4186.4351,USD,0.48,20.1043,4197.7456,4166.3307,Buy
SSMI,Swiss Market Index,14456.99,CHF,0.62,88.84,14473.8,14279.59,Buy
DEU40,GERMAN STOCK INDEX (DAX),26136.57,EUR,0.59,153.52,26166.25,25969.52,Buy
AU200AUD,Australia 200,9077.0,AUD,0.37,33.6,9092.0,9038.0,Buy
XAU,PHLX Gold/Silver Sector,422.11,USD,3.22,13.16,423.63,416.34,Strong buy
HGX,PHLX Housing Sector,667.19,USD,0.69,4.56,670.49,663.59,Sell
SXXP,STOXX 600,654.19,EUR,0.59,3.83,654.51,650.35,Buy
NL25EUR,Netherlands 25,1106.79,EUR,0.52,5.75,1108.165,1101.965,Buy
XAX,NYSE American Composite Index,9179.13,USD,1.34,121.01,9179.98,9058.14,Strong buy
AEX,AEX,1105.98,EUR,0.29,3.19,1107.52,1101.63,Buy
N100,Euronext 100 Index,1938.94,,0.28,5.38,1942.51,1932.98,Buy
VIX,VOLATILITY S&P 500,15.14,USD,-5.49,-0.88,15.88,15.08,Sell
TRJEFFCRB,THOMSON REUTERS/CORECOMMODITY CRB INDEX,406.24,USD,0.7,2.83,406.24,406.24,Strong buy
SOX,PHLX Semiconductor,11740.36,USD,-0.51,-59.66,11943.96,11631.72,Sell
CAC40,CAC 40,8484.44,EUR,0.37,31.34,8493.55,8441.11,Buy
HK33HKD,Hong Kong 33,25911.0,HKD,0.77,197.0,26066.0,25768.5,Buy
