symbol,name,price,currency,change_percent,change_points,day_high,day_low,tech_rating
SPX,S&P 500,7609.77,USD,0.13,9.82,7620.9,7582.99,Buy
IXIC,US Composite Index,27093.89,USD,0.03,7.08,27171.29,26932.77,Buy
DJI,Dow Jones Industrial Average Index,51307.8,USD,0.45,228.91,51369.61,50829.55,Strong buy
VIX,CBOE Volatility Index,15.77,,-1.74,-0.28,16.29,15.71,Sell
TSX,S&P/TSX Composite index,35169.46,,1.25,434.57,35176.77,34711.79,Strong buy
UKX,UK 100 INDEX,10373.52,GBP,0.33,34.56,10395.71,10333.27,Buy
DAX,DAX Index,25124.17,,0.48,121.13,25362.83,25061.66,Strong buy
PX1,CAC 40 Index,8209.09,,0.77,62.5,8244.61,8166.53,Strong buy
FTMIB,MILANO ITALIA BORSA INDEX,50578.53,EUR,1.61,803.38,50581.86,50107.52,Buy
NI225,Japan 225 Index,66734.02,JPY,-0.3,-200.09,66748.06,65551.13,Buy
KOSPI,KOREA COMPOSITE STOCK PRICE INDEX (KOSPI),8801.5,KRW,0.15,13.11,8933.62,8503.12,Buy
000001,SSE Composite Index,4075.1016,,0.43,17.3616,4089.5747,4032.5826,Sell
399001,Shenzhen Component Index,15591.1282,,1.63,250.772,15664.3878,15203.7967,Buy
HSI,Hang Seng Index,26038.32,,2.52,640.14,26045.07,25394.64,Buy
STI,STRAITS TIMES INDEX,5097.42,SGD,1.18,59.55,5097.42,5027.3,Strong buy
XJO,S&P/ASX 200 Index,8724.4,,-0.06,-5.0,8729.4,8625.8,Buy
NZ50G,S&P/NZX 50 Gross Index,13173.27,,0.02,2.56,13202.39,13167.43,Buy
FBMKLCI,FBM KLCI,1683.07,,-0.11,-1.86,1694.65,1680.59,Sell
COMPOSITE,IDX Composite Index,6195.427,,1.11,68.046,6264.261,6143.625,Sell
SX5E,STOXX 50,6107.86,EUR,1.21,72.9,6113.39,6059.26,Strong buy
IBC,IBEX 35 Index,18272.0,,0.48,87.1,18388.2,18212.7,Buy
SMI,Swiss Market Index,13305.72,,0.0,0.32,13394.73,13260.14,Neutral
WIG20,WIG20 Index,3668.51,,1.03,37.47,3715.27,3643.36,Strong buy
AEX,AEX-Index,1049.06,,1.26,13.04,1049.51,1042.24,Strong buy
BEL20,BEL 20 Index,5549.56,,-0.5,-28.09,5592.81,5535.16,Buy
OMXH25,OMX Helsinki 25 Index,6562.8285,,1.55,100.4061,6566.0654,6503.9776,Strong buy
OMXS30,OMX Stockholm 30 Index,3149.9147,,1.79,55.4177,3156.482,3123.4359,Strong buy
OMXC25,OMX Copenhagen 25 Index,1752.5197,,-0.62,-11.0154,1772.7083,1744.1658,Sell
BELEX15,BELEX 15 Index,1229.02,,-0.13,-1.55,1230.63,1227.65,Buy
OMXTGI,OMX Tallinn Gross Index,2105.1273,,0.02,0.5229,2106.8673,2100.4755,Neutral
XU100,BIST 100 Index,14200.2,,3.62,496.24,14200.2,13798.53,Buy
TA35,TA-35 Index,4308.96,,0.96,40.94,4322.1,4224.54,Sell
SA40,SOUTH AFRICA TOP 40 INDEX,106257.26,ZAR,2.0,2085.43,106708.88,104171.82,Sell
NIFTY,Nifty 50 Index,23483.55,,0.43,100.95,23556.95,23229.15,Sell
SENSEX,BSE Sensex Index,74649.84,,0.52,382.5,74862.19,73815.12,Sell
DFMGI,DFM General Index,5732.3,,-0.74,-42.6,5792.85,5718.96,Sell
TASI,Tadawul All Shares Index,11015.55,,0.05,6.03,11050.47,10991.01,Sell
GNRI,QE Index,10407.45,,-0.3,-31.41,10497.88,10407.45,Strong sell
EGX30,EGX 30 Index,52927.0,,0.14,73.1,53188.4,52830.7,Buy
IBOV,Bovespa Index,174197.64,,1.16,2000.18,174894.05,172198.54,Sell
ME,S&P/BMV IPC Index,68890.33,,1.11,753.3,69213.71,68119.81,Buy
IMV,S&P MERVAL Index,3224263.87,,-0.57,-18523.68,3251695.29,3189814.95,Buy
